seed,child,subset,centre_s,auc_base,drop
11,30,first200,-0.16,0.7166214587100663,-0.00550030138637736
11,30,first400,-0.16,0.655967172879276,-0.0031063046479521406
11,30,first800,-0.16,0.6053324779595447,-0.0030861497487340017
11,33,all,-0.16,0.5180713652216242,-0.0015904135075119896
11,33,odd,-0.16,0.5231958762886597,0.002577319587628746
11,33,even,-0.16,0.5157856683804627,-0.003681983718937465
11,33,first200,-0.16,0.4779234478601567,-0.002863170584689545
11,33,first400,-0.16,0.5261328125,-0.0030664062499999867
11,33,first800,-0.16,0.510361328125,-0.0018310546875
11,37,all,-0.16,0.5094282837568673,0.0017455731389672824
11,37,odd,-0.16,0.49228395061728397,0.0027590722035167325
11,37,even,-0.16,0.5259649122807017,0.0006191950464397022
11,37,first200,-0.16,0.5050262237762237,0.006483100233100225
11,37,first400,-0.16,0.5262055652680653,0.0014568764568765324
11,37,first800,-0.16,0.5094282837568673,0.0017455731389672824
11,42,all,-0.16,0.5258977991133496,0.004590645575929253
11,42,odd,-0.16,0.5340392343485617,0.003648477157360386
11,42,even,-0.16,0.5185079133694295,0.006065181174510714
11,42,first200,-0.16,0.5436416628317227,0.009970854425525366
11,42,first400,-0.16,0.5545960014196143,0.007512125872471187
11,42,first800,-0.16,0.536260165823023,0.00524016602113897
11,48,all,-0.16,0.6003431708991077,0.0022649279341111495
11,48,odd,-0.16,0.6349215594905251,0.0009707983845915757
11,48,even,-0.16,0.5593137254901961,0.003524743230625682
11,48,first200,-0.16,0.6748040988547318,-0.003767329716696688
11,48,first400,-0.16,0.6486023206751055,0.00039556962025311115
11,48,first800,-0.16,0.6003431708991077,0.0022649279341111495
11,49,all,-0.16,0.5575354201831109,-0.0005082860211753637
11,49,odd,-0.16,0.5912951995012469,-0.002065149625935181
11,49,even,-0.16,0.5282997481108312,0.0011712846347606831
11,49,first200,-0.16,0.5018315018315019,0.0012740882306100376
11,49,first400,-0.16,0.5351748885997082,0.00023660238968414848
11,49,first800,-0.16,0.5491773236520688,-0.0016641737080365093
11,57,all,-0.16,0.6094423558897243,-0.0028759398496240873
11,57,odd,-0.16,0.6321553884711779,-0.0013659147869675703
11,57,even,-0.16,0.5877944862155389,-0.002656641604010024
11,57,first200,-0.16,0.641500904159132,-0.0008288125376733069
11,57,first400,-0.16,0.6452868538119343,-0.0061934345758551945
11,57,first800,-0.16,0.6180513029870042,-0.002298817056930913
11,66,all,-0.16,0.6162898550724638,-0.0006542443064182502
11,66,odd,-0.16,0.5650740497807851,0.0003452204232402556
11,66,even,-0.16,0.6637606783118704,-0.003235369118959719
11,66,first200,-0.16,0.619982224855577,0.0003703155088136123
11,66,first400,-0.16,0.6394665461121157,0.0013374020494273386
11,66,first800,-0.16,0.6182739258988164,-0.00025522242875442025
11,7,all,-0.12000000000000001,0.40468341480050024,0.0023985449585086083
11,7,odd,-0.12000000000000001,0.46978173147468816,-0.0034391049156273223
11,7,even,-0.12000000000000001,0.3418560606060606,0.004599567099567103
11,7,first200,-0.12000000000000001,0.39676330725571407,0.005445620493940817
11,7,first400,-0.12000000000000001,0.41851966690290576,0.00478384124734238
11,7,first800,-0.12000000000000001,0.40468341480050024,0.0023985449585086083
11,12,all,-0.12000000000000001,0.5546444150434247,0.0028294842740931303
11,12,odd,-0.12000000000000001,0.5558784778733628,0.00041334056679320774
11,12,even,-0.12000000000000001,0.5548378522062732,0.005754917597022846
11,12,first200,-0.12000000000000001,0.5382727412179783,0.010047553305721713
11,12,first400,-0.12000000000000001,0.5433203125,-0.0043554687500000355
11,12,first800,-0.12000000000000001,0.5568932191249915,-0.0011479704471196728
11,14,all,-0.12000000000000001,0.5205811293597552,-0.0032641941038888955
11,14,odd,-0.12000000000000001,0.5361474766402472,-0.0032285837279379948
11,14,even,-0.12000000000000001,0.5036147722823959,-0.003927965548740642
11,14,first200,-0.12000000000000001,0.5617088607594938,-0.012884267631102952
11,14,first400,-0.12000000000000001,0.568549624175487,-0.006059211535511588
11,14,first800,-0.12000000000000001,0.5459763411386191,-0.0016281262453951006
11,21,all,-0.12000000000000001,0.5856978653530378,-0.00035714285714272265
11,21,odd,-0.12000000000000001,0.5578415356340617,-0.0021611871213668143
11,21,even,-0.12000000000000001,0.6093184272375024,0.0009051641999618942
11,21,first200,-0.12000000000000001,0.6398437499999999,-0.010390625000000098
11,21,first400,-0.12000000000000001,0.5969366424689293,-0.0022234046596480983
11,21,first800,-0.12000000000000001,0.595595703125,-0.0010498046875000444
11,23,all,-0.12000000000000001,0.5673223350253807,0.0005869289340101336
11,23,odd,-0.12000000000000001,0.5056999662416578,0.0011815419772002178
11,23,even,-0.12000000000000001,0.6235691406153006,0.0007945770118937823
11,23,first200,-0.12000000000000001,0.5662296564195298,-0.004746835443038
11,23,first400,-0.12000000000000001,0.5321751802423685,0.00026844608068732345
11,23,first800,-0.12000000000000001,0.5360083204541257,-0.00024786399556764316
11,24,all,-0.12000000000000001,0.4970197131613794,0.00011003562170130987
11,24,odd,-0.12000000000000001,0.5010589557399723,-0.003508241124942413
11,24,even,-0.12000000000000001,0.49329243733928185,0.003342163150230837
11,24,first200,-0.12000000000000001,0.478025770823746,0.0018407731247123693
11,24,first400,-0.12000000000000001,0.47861275591160646,-0.002230155965788183
11,24,first800,-0.12000000000000001,0.49168826274535715,-0.0025535986530897947
11,24,rec:B4c144b0e31ac,-0.12000000000000001,0.5001383224608905,-0.007563115200299841
11,24,rec:Bf454d333d715,-0.12000000000000001,0.4903263167221498,0.0009018644861587544
11,29,all,-0.12000000000000001,0.5807775087436104,0.003900995426419196
11,29,odd,-0.12000000000000001,0.6226215644820297,0.009778012684989568
11,29,even,-0.12000000000000001,0.5380241161962181,-0.002808988764045006
11,29,first200,-0.12000000000000001,0.60625,0.010234375000000018
11,29,first400,-0.12000000000000001,0.5805064500716675,0.0036430960344003838
11,29,first800,-0.12000000000000001,0.5807775087436104,0.003900995426419196
11,30,all,-0.12000000000000001,0.6068973926213044,-0.006199182426665506
11,30,odd,-0.12000000000000001,0.6365182628560078,-0.009497678345293359
11,30,even,-0.12000000000000001,0.5746941489361701,-0.002327127659574435
11,30,first200,-0.12000000000000001,0.7166214587100663,-0.00647980711271845
11,30,first400,-0.12000000000000001,0.655967172879276,-0.004007516490259211
11,30,first800,-0.12000000000000001,0.6053324779595447,-0.008033709503397213
11,33,all,-0.12000000000000001,0.5180713652216242,0.0006368322430498896
11,33,odd,-0.12000000000000001,0.5231958762886597,0.008967477946646762
11,33,even,-0.12000000000000001,0.5157856683804627,-0.005529670094258754
11,33,first200,-0.12000000000000001,0.4779234478601567,-0.0023357444243520264
11,33,first400,-0.12000000000000001,0.5261328125,-0.0017773437499999378
11,33,first800,-0.12000000000000001,0.510361328125,-0.0015966796874999911
11,37,all,-0.12000000000000001,0.5094282837568673,0.00849256900212314
11,37,odd,-0.12000000000000001,0.49228395061728397,0.010475121586232705
11,37,even,-0.12000000000000001,0.5259649122807017,0.005098039215686301
11,37,first200,-0.12000000000000001,0.5050262237762237,0.017992424242424143
11,37,first400,-0.12000000000000001,0.5262055652680653,0.0078125
11,37,first800,-0.12000000000000001,0.5094282837568673,0.00849256900212314
11,42,all,-0.12000000000000001,0.5258977991133496,0.002531413131869553
11,42,odd,-0.12000000000000001,0.5340392343485617,0.0005816412859559472
11,42,even,-0.12000000000000001,0.5185079133694295,0.004060807996668081
11,42,first200,-0.12000000000000001,0.5436416628317227,0.0019174720049087712
11,42,first400,-0.12000000000000001,0.5545960014196143,0.004791198391103757
11,42,first800,-0.12000000000000001,0.536260165823023,0.0030460322334597834
11,48,all,-0.12000000000000001,0.6003431708991077,0.0010559104587931634
11,48,odd,-0.12000000000000001,0.6349215594905251,0.0013008698353527137
11,48,even,-0.12000000000000001,0.5593137254901961,0.0007002801120448154
11,48,first200,-0.12000000000000001,0.6748040988547318,-0.007233273056057921
11,48,first400,-0.12000000000000001,0.6486023206751055,-0.0035412899336950687
11,48,first800,-0.12000000000000001,0.6003431708991077,0.0010559104587931634
11,49,all,-0.12000000000000001,0.5575354201831109,-0.002010766712700063
11,49,odd,-0.12000000000000001,0.5912951995012469,-0.003935473815461332
11,49,even,-0.12000000000000001,0.5282997481108312,-0.0007052896725440183
11,49,first200,-0.12000000000000001,0.5018315018315019,-0.0022296544035673715
11,49,first400,-0.12000000000000001,0.5351748885997082,-0.0006900903032454053
11,49,first800,-0.12000000000000001,0.5491773236520688,-0.0028776337034798205
11,57,all,-0.12000000000000001,0.6094423558897243,-0.001801378446115276
11,57,odd,-0.12000000000000001,0.6321553884711779,-0.0023809523809523725
11,57,even,-0.12000000000000001,0.5877944862155389,-0.00011278195488717557
11,57,first200,-0.12000000000000001,0.641500904159132,0.0014315852923447725
11,57,first400,-0.12000000000000001,0.6452868538119343,0.002320141125939479
11,57,first800,-0.12000000000000001,0.6180513029870042,0.0014920440517501854
11,66,all,-0.12000000000000001,0.6162898550724638,0.0017267080745341223
11,66,odd,-0.12000000000000001,0.5650740497807851,0.0035557703593744883
11,66,even,-0.12000000000000001,0.6637606783118704,-9.562667346685316e-05
11,66,first200,-0.12000000000000001,0.619982224855577,0.0051103540216264065
11,66,first400,-0.12000000000000001,0.6394665461121157,0.005895871006630693
11,66,first800,-0.12000000000000001,0.6182739258988164,0.0023307104814555
11,7,all,-0.08000000000000002,0.40468341480050024,0.002989655564397009
11,7,odd,-0.08000000000000002,0.46978173147468816,0.000275128393250168
11,7,even,-0.08000000000000002,0.3418560606060606,0.002119408369408382
11,7,first200,-0.08000000000000002,0.39676330725571407,0.008436876821598438
11,7,first400,-0.08000000000000002,0.41851966690290576,0.003211374911410325
11,7,first800,-0.08000000000000002,0.40468341480050024,0.002989655564397009
11,12,all,-0.08000000000000002,0.5546444150434247,0.01077430933074841
11,12,odd,-0.08000000000000002,0.5558784778733628,0.011728538582758574
11,12,even,-0.08000000000000002,0.5548378522062732,0.011297182349813917
11,12,first200,-0.08000000000000002,0.5382727412179783,-0.0009970854425523923
11,12,first400,-0.08000000000000002,0.5433203125,-0.0011914062499999156
11,12,first800,-0.08000000000000002,0.5568932191249915,0.009267163139355827
11,14,all,-0.08000000000000002,0.5205811293597552,0.0049219934716117075
11,14,odd,-0.08000000000000002,0.5361474766402472,0.006900306398926359
11,14,even,-0.08000000000000002,0.5036147722823959,0.0010439775544824892
11,14,first200,-0.08000000000000002,0.5617088607594938,0.008966244725738481
11,14,first400,-0.08000000000000002,0.568549624175487,0.010488571866850815
11,14,first800,-0.08000000000000002,0.5459763411386191,0.00520514390691984
11,21,all,-0.08000000000000002,0.5856978653530378,0.008711001642036198
11,21,odd,-0.08000000000000002,0.5578415356340617,0.008848955142604309
11,21,even,-0.08000000000000002,0.6093184272375024,0.008051197357555773
11,21,first200,-0.08000000000000002,0.6398437499999999,0.007343749999999982
11,21,first400,-0.08000000000000002,0.5969366424689293,0.007373341948234469
11,21,first800,-0.08000000000000002,0.595595703125,0.010512695312499987
11,23,all,-0.08000000000000002,0.5673223350253807,0.0015672588832487122
11,23,odd,-0.08000000000000002,0.5056999662416578,0.0045443922200004705
11,23,even,-0.08000000000000002,0.6235691406153006,-0.001241526581084118
11,23,first200,-0.08000000000000002,0.5662296564195298,0.01469258589511746
11,23,first400,-0.08000000000000002,0.5321751802423685,0.00362402208927759
11,23,first800,-0.08000000000000002,0.5360083204541257,0.001210159507771258
11,24,all,-0.08000000000000002,0.4970197131613794,-0.0013857028292209583
11,24,odd,-0.08000000000000002,0.5010589557399723,-0.001512793914246191
11,24,even,-0.08000000000000002,0.49329243733928185,-0.0008907271431669583
11,24,first200,-0.08000000000000002,0.478025770823746,0.004333486731093683
11,24,first400,-0.08000000000000002,0.47861275591160646,-0.0009965555942568205
11,24,first800,-0.08000000000000002,0.49168826274535715,-0.002511997141731448
11,24,rec:B4c144b0e31ac,-0.08000000000000002,0.5001383224608905,-0.008964187868673923
11,24,rec:Bf454d333d715,-0.08000000000000002,0.4903263167221498,-0.0014081743731250707
11,29,all,-0.08000000000000002,0.5807775087436104,0.003884180790960423
11,29,odd,-0.08000000000000002,0.6226215644820297,0.012090380549682922
11,29,even,-0.08000000000000002,0.5380241161962181,-0.004864346396272978
11,29,first200,-0.08000000000000002,0.60625,0.001953125
11,29,first400,-0.08000000000000002,0.5805064500716675,0.0026477146042362953
11,29,first800,-0.08000000000000002,0.5807775087436104,0.003884180790960423
11,30,all,-0.08000000000000002,0.6068973926213044,-0.0018706642622908776
11,30,odd,-0.08000000000000002,0.6365182628560078,-0.003861147667171383
11,30,even,-0.08000000000000002,0.5746941489361701,-0.0012898936170213648
11,30,first200,-0.08000000000000002,0.7166214587100663,0.007911392405063222
11,30,first400,-0.08000000000000002,0.655967172879276,0.001783248964565054
11,30,first800,-0.08000000000000002,0.6053324779595447,-0.0038248816570923827
11,33,all,-0.08000000000000002,0.5180713652216242,0.0010802808730269176
11,33,odd,-0.08000000000000002,0.5231958762886597,0.004330959719417549
11,33,even,-0.08000000000000002,0.5157856683804627,-0.0003481148243359433
11,33,first200,-0.08000000000000002,0.4779234478601567,0.0033905967450271746
11,33,first400,-0.08000000000000002,0.5261328125,0.004101562500000044
11,33,first800,-0.08000000000000002,0.510361328125,0.0014501953125000133
11,37,all,-0.08000000000000002,0.5094282837568673,0.013017926324774998
11,37,odd,-0.08000000000000002,0.49228395061728397,0.013818742985409638
11,37,even,-0.08000000000000002,0.5259649122807017,0.010485036119710966
11,37,first200,-0.08000000000000002,0.5050262237762237,0.020469114219114126
11,37,first400,-0.08000000000000002,0.5262055652680653,0.013749271561771526
11,37,first800,-0.08000000000000002,0.5094282837568673,0.013017926324774998
11,42,all,-0.08000000000000002,0.5258977991133496,-0.0006033419899793557
11,42,odd,-0.08000000000000002,0.5340392343485617,0.003146150592216568
11,42,even,-0.08000000000000002,0.5185079133694295,-0.0034360683048728635
11,42,first200,-0.08000000000000002,0.5436416628317227,0.0030679552078539674
11,42,first400,-0.08000000000000002,0.5545960014196143,-0.0014984818013330514
11,42,first800,-0.08000000000000002,0.536260165823023,0.000990579588116991
11,48,all,-0.08000000000000002,0.6003431708991077,0.0028456786864473615
11,48,odd,-0.08000000000000002,0.6349215594905251,0.009144920782851895
11,48,even,-0.08000000000000002,0.5593137254901961,-0.003851540616246485
11,48,first200,-0.08000000000000002,0.6748040988547318,-0.004897528631705783
11,48,first400,-0.08000000000000002,0.6486023206751055,-0.0011113622664256084
11,48,first800,-0.08000000000000002,0.6003431708991077,0.0028456786864473615
11,49,all,-0.08000000000000002,0.5575354201831109,-0.005904429440949266
11,49,odd,-0.08000000000000002,0.5912951995012469,-0.005727867830424005
11,49,even,-0.08000000000000002,0.5282997481108312,-0.004924433249370197
11,49,first200,-0.08000000000000002,0.5018315018315019,-0.012820512820512664
11,49,first400,-0.08000000000000002,0.5351748885997082,-0.004140541819472432
11,49,first800,-0.08000000000000002,0.5491773236520688,-0.005259977612901312
11,57,all,-0.08000000000000002,0.6094423558897243,-0.000281954887218161
11,57,odd,-0.08000000000000002,0.6321553884711779,0.0064035087719297445
11,57,even,-0.08000000000000002,0.5877944862155389,-0.006641604010025004
11,57,first200,-0.08000000000000002,0.641500904159132,-0.00421940928270037
11,57,first400,-0.08000000000000002,0.6452868538119343,0.006404356496395147
11,57,first800,-0.08000000000000002,0.6180513029870042,0.0038734824405369794
11,66,all,-0.08000000000000002,0.6162898550724638,2.8985507246392928e-05
11,66,odd,-0.08000000000000002,0.5650740497807851,-0.006300272724134248
11,66,even,-0.08000000000000002,0.6637606783118704,0.0062794848909855094
11,66,first200,-0.08000000000000002,0.619982224855577,-0.0042956599022366815
11,66,first400,-0.08000000000000002,0.6394665461121157,-0.0012808921036768783
11,66,first800,-0.08000000000000002,0.6182739258988164,0.0004959983049379613
11,7,all,-0.04000000000000001,0.40468341480050024,0.0013641013982039207
11,7,odd,-0.04000000000000001,0.46978173147468816,-0.0020634629493764822
11,7,even,-0.04000000000000001,0.3418560606060606,0.0021645021645021467
11,7,first200,-0.04000000000000001,0.39676330725571407,0.00774658689983132
11,7,first400,-0.04000000000000001,0.41851966690290576,-0.00028791637136782455
11,7,first800,-0.04000000000000001,0.40468341480050024,0.0013641013982039207
11,12,all,-0.04000000000000001,0.5546444150434247,0.014036075924494629
11,12,odd,-0.04000000000000001,0.5558784778733628,0.016934046345811082
11,12,even,-0.04000000000000001,0.5548378522062732,0.012333864965443864
11,12,first200,-0.04000000000000001,0.5382727412179783,0.016490259242215144
11,12,first400,-0.04000000000000001,0.5433203125,0.005878906249999982
11,12,first800,-0.04000000000000001,0.5568932191249915,0.009900018642255204
11,14,all,-0.04000000000000001,0.5205811293597552,0.008073739943968872
11,14,odd,-0.04000000000000001,0.5361474766402472,0.010825251323086316
11,14,even,-0.04000000000000001,0.5036147722823959,0.0027404410805168533
11,14,first200,-0.04000000000000001,0.5617088607594938,0.01778179626280918
11,14,first400,-0.04000000000000001,0.568549624175487,0.014937106918239018
11,14,first800,-0.04000000000000001,0.5459763411386191,0.006930471719204134
11,21,all,-0.04000000000000001,0.5856978653530378,0.013386699507389244
11,21,odd,-0.04000000000000001,0.5578415356340617,0.00859369682118305
11,21,even,-0.04000000000000001,0.6093184272375024,0.015356031251985036
11,21,first200,-0.04000000000000001,0.6398437499999999,0.009609375000000031
11,21,first400,-0.04000000000000001,0.5969366424689293,0.0073543384896049835
11,21,first800,-0.04000000000000001,0.595595703125,0.012934570312500004
11,23,all,-0.04000000000000001,0.5673223350253807,0.0024016497461927244
11,23,odd,-0.04000000000000001,0.5056999662416578,0.0006881508218857801
11,23,even,-0.04000000000000001,0.6235691406153006,0.004717801008119693
11,23,first200,-0.04000000000000001,0.5662296564195298,0.01371308016877637
11,23,first400,-0.04000000000000001,0.5321751802423685,0.0072096947384568955
11,23,first800,-0.04000000000000001,0.5360083204541257,0.0029792280251557113
11,24,all,-0.04000000000000001,0.4970197131613794,0.0036451630951714886
11,24,odd,-0.04000000000000001,0.5010589557399723,0.007351458045182002
11,24,even,-0.04000000000000001,0.49329243733928185,-0.0007474362549183544
11,24,first200,-0.04000000000000001,0.478025770823746,0.0054264457738917304
11,24,first400,-0.04000000000000001,0.47861275591160646,0.005181121560431878
11,24,first800,-0.04000000000000001,0.49168826274535715,0.0048734946982544325
11,24,rec:B4c144b0e31ac,-0.04000000000000001,0.5001383224608905,-0.001021801404642142
11,24,rec:Bf454d333d715,-0.04000000000000001,0.4903263167221498,0.0013575433844284501
11,29,all,-0.04000000000000001,0.5807775087436104,0.0028584880279795
11,29,odd,-0.04000000000000001,0.6226215644820297,0.012684989429175508
11,29,even,-0.04000000000000001,0.5380241161962181,-0.007741847081392139
11,29,first200,-0.04000000000000001,0.60625,0.006406249999999947
11,29,first400,-0.04000000000000001,0.5805064500716675,0.0012342729734033941
11,29,first800,-0.04000000000000001,0.5807775087436104,0.0028584880279795
11,30,all,-0.04000000000000001,0.6068973926213044,-0.0033402427050510664
11,30,odd,-0.04000000000000001,0.6365182628560078,-0.005400640627715725
11,30,even,-0.04000000000000001,0.5746941489361701,-0.0012367021276596946
11,30,first200,-0.04000000000000001,0.7166214587100663,0.0026371308016878148
11,30,first400,-0.04000000000000001,0.655967172879276,-0.0032980518484428956
11,30,first800,-0.04000000000000001,0.6053324779595447,-0.005103082261685987
11,33,all,-0.04000000000000001,0.5180713652216242,-0.004534512306533123
11,33,odd,-0.04000000000000001,0.5231958762886597,-0.006217451376341887
11,33,even,-0.04000000000000001,0.5157856683804627,-0.0021556341045416705
11,33,first200,-0.04000000000000001,0.4779234478601567,-0.0047468354430379445
11,33,first400,-0.04000000000000001,0.5261328125,-0.005273437499999978
11,33,first800,-0.04000000000000001,0.510361328125,-0.005527343749999969
11,37,all,-0.04000000000000001,0.5094282837568673,0.0035239783745921738
11,37,odd,-0.04000000000000001,0.49228395061728397,0.006126075570520029
11,37,even,-0.04000000000000001,0.5259649122807017,-0.0004747162022704643
11,37,first200,-0.04000000000000001,0.5050262237762237,0.013694638694638661
11,37,first400,-0.04000000000000001,0.5262055652680653,0.012055652680652784
11,37,first800,-0.04000000000000001,0.5094282837568673,0.0035239783745921738
11,42,all,-0.04000000000000001,0.5258977991133496,-0.003324939009994532
11,42,odd,-0.04000000000000001,0.5340392343485617,0.0053934010152284495
11,42,even,-0.04000000000000001,0.5185079133694295,-0.011596730528946164
11,42,first200,-0.04000000000000001,0.5436416628317227,0.008053382420616595
11,42,first400,-0.04000000000000001,0.5545960014196143,0.0001774517922630281
11,42,first800,-0.04000000000000001,0.536260165823023,-0.004056423413339116
11,48,all,-0.04000000000000001,0.6003431708991077,-0.0012090174753182081
11,48,odd,-0.04000000000000001,0.6349215594905251,0.002543491767629691
11,48,even,-0.04000000000000001,0.5593137254901961,-0.006932773109243673
11,48,first200,-0.04000000000000001,0.6748040988547318,-0.00647980711271845
11,48,first400,-0.04000000000000001,0.6486023206751055,-0.0037108197709463386
11,48,first800,-0.04000000000000001,0.6003431708991077,-0.0012090174753182081
11,49,all,-0.04000000000000001,0.5575354201831109,-0.002090685898419431
11,49,odd,-0.04000000000000001,0.5912951995012469,-0.003909497090606839
11,49,even,-0.04000000000000001,0.5282997481108312,0.0005415617128463612
11,49,first200,-0.04000000000000001,0.5018315018315019,-0.015766841853798286
11,49,first400,-0.04000000000000001,0.5351748885997082,0.002385740762648414
11,49,first800,-0.04000000000000001,0.5491773236520688,-0.00027736228467267754
11,57,all,-0.04000000000000001,0.6094423558897243,0.0031484962406014283
11,57,odd,-0.04000000000000001,0.6321553884711779,0.010751879699248068
11,57,even,-0.04000000000000001,0.5877944862155389,-0.0036466165413533425
11,57,first200,-0.04000000000000001,0.641500904159132,0.0021850512356841323
11,57,first400,-0.04000000000000001,0.6452868538119343,0.01497545635833708
11,57,first800,-0.04000000000000001,0.6180513029870042,0.006556245686680451
11,66,all,-0.04000000000000001,0.6162898550724638,0.0004927536231884577
11,66,odd,-0.04000000000000001,0.5650740497807851,-0.004021817930748739
11,66,even,-0.04000000000000001,0.6637606783118704,0.006853244931786295
11,66,first200,-0.04000000000000001,0.619982224855577,-0.011035402162642538
11,66,first400,-0.04000000000000001,0.6394665461121157,-0.00035789632308624864
11,66,first800,-0.04000000000000001,0.6182739258988164,0.0010257052325413074
11,7,all,0.0,0.40468341480050024,-0.0009889735136978106
11,7,odd,0.0,0.46978173147468816,0.011280264123257555
11,7,even,0.0,0.3418560606060606,-0.012536075036075012
11,7,first200,0.0,0.39676330725571407,-0.004371836171191912
11,7,first400,0.0,0.41851966690290576,-0.009523387668320282
11,7,first800,0.0,0.40468341480050024,-0.0009889735136978106
11,12,all,0.0,0.5546444150434247,0.006087976001781459
11,12,odd,0.0,0.5558784778733628,0.01626236792477198
11,12,even,0.0,0.5548378522062732,-0.0031897926634768536
11,12,first200,0.0,0.5382727412179783,0.036201871452676726
11,12,first400,0.0,0.5433203125,0.00691406250000004
11,12,first800,0.0,0.5568932191249915,0.0005936086500064608
11,14,all,0.0,0.5205811293597552,0.007331585575860333
11,14,odd,0.0,0.5361474766402472,0.016991213187815046
11,14,even,0.0,0.5036147722823959,-0.00336682761320628
11,14,first200,0.0,0.5617088607594938,0.01228149487643182
11,14,first400,0.0,0.568549624175487,0.0017065500843688186
11,14,first800,0.0,0.5459763411386191,0.011566986459821793
11,21,all,0.0,0.5856978653530378,-4.515599343180021e-05
11,21,odd,0.0,0.5578415356340617,-0.022445715063644345
11,21,even,0.0,0.6093184272375024,0.01915136886235158
11,21,first200,0.0,0.6398437499999999,-0.02523437500000003
11,21,first400,0.0,0.5969366424689293,-0.004047736688077341
11,21,first800,0.0,0.595595703125,-0.0014746093749999911
11,23,all,0.0,0.5673223350253807,0.022439720812182706
11,23,odd,0.0,0.5056999662416578,0.006388117063543641
11,23,even,0.0,0.6235691406153006,0.03761825540684827
11,23,first200,0.0,0.5662296564195298,-0.0005274261603375185
11,23,first400,0.0,0.5321751802423685,0.02256864549777582
11,23,first800,0.0,0.5360083204541257,0.01899804624850554
11,24,all,0.0,0.4970197131613794,0.007005912083403287
11,24,odd,0.0,0.5010589557399723,0.006458189257722402
11,24,even,0.0,0.49329243733928185,0.008310871518418694
11,24,first200,0.0,0.478025770823746,0.009683233624789067
11,24,first400,0.0,0.47861275591160646,0.014846743295019116
11,24,first800,0.0,0.49168826274535715,0.005108420880043263
11,24,rec:B4c144b0e31ac,0.0,0.5001383224608905,0.004609261358058947
11,24,rec:Bf454d333d715,0.0,0.4903263167221498,0.005727630596306488
11,29,all,0.0,0.5807775087436104,0.0003699219800914477
11,29,odd,0.0,0.6226215644820297,0.014138477801268534
11,29,even,0.0,0.5380241161962181,-0.014044943820224698
11,29,first200,0.0,0.60625,0.016796874999999933
11,29,first400,0.0,0.5805064500716675,0.005474597865902209
11,29,first800,0.0,0.5807775087436104,0.0003699219800914477
