seed,child,side,auc_base,drop
11,53,right,0.541707559617047,0.03675815854982223
11,60,right,0.4983814523184602,-0.004341644794400801
11,61,right,0.5345678745423621,-0.00018377583672057884
11,64,right,0.6260456593805035,0.024250880555267917
11,71,right,0.4835777024690504,0.05937478387163708
11,13,left,0.6126229508196721,0.028010718789407196
11,15,left,0.5112051810846991,-0.022866239733709603
11,17,left,0.42575933279450867,-0.011104473416031213
11,18,left,0.5997441441441441,0.027650450450450337
11,26,left,0.45503496503496504,0.004438894438894447
11,28,left,0.4688230008984726,-0.02044025157232704
11,34,left,0.6430569461827284,0.0011545682102627186
11,35,left,0.5377857284834029,0.001093222023454521
11,38,left,0.7003403553799339,0.04076482285002769
11,39,left,0.5008948531612838,-0.005926411861740366
11,51,left,0.5642894890067466,-0.0025742693315443654
11,52,left,0.5582686894162303,-0.0005572751474391957
11,54,left,0.5323581904244588,-0.005460929618996024
11,72,left,0.5432588449906389,0.006138687533003728
11,13,right,0.6126229508196721,0.007354981084489287
11,15,right,0.5112051810846991,0.0357212634321068
11,17,right,0.42575933279450867,-0.006465895913132125
11,18,right,0.5997441441441441,0.013639639639639656
11,26,right,0.45503496503496504,-0.006483516483516472
11,28,right,0.4688230008984726,0.014937106918239018
11,34,right,0.6430569461827284,0.043920525657071274
11,35,right,0.5377857284834029,0.006549393758696009
11,38,right,0.7003403553799339,0.007831508998850212
11,39,right,0.5008948531612838,-0.012008865733811325
11,51,right,0.5642894890067466,0.024756971254256133
11,52,right,0.5582686894162303,0.012100831772962839
11,54,right,0.5323581904244588,-0.0007727425570989155
11,72,right,0.5432588449906389,0.01385555182180409
22,4,left,0.5684568885346087,-0.01043659492493687
22,21,left,0.6086453201970443,-0.030299671592775024
22,28,left,0.5037960467205751,-0.007535938903863393
22,29,left,0.6115651062684961,0.04620661824051664
22,31,left,0.5929111615505843,0.01770029041242538
22,36,left,0.5189105517564706,0.02599544109801638
22,37,left,0.5014008361240616,-0.02354608531967506
22,42,left,0.5322099367802523,0.015201594921434358
22,43,left,0.6087811836518047,-0.015787553078556282
22,48,left,0.6121746475898844,0.006509687978459411
22,54,left,0.5412010811929335,0.00026189182897495833
22,57,left,0.6292982456140351,0.022744360902255734
22,60,left,0.5085520559930008,-0.02083333333333348
22,61,left,0.5390902015047998,-0.007671740321139375
22,72,left,0.5285271950458452,-0.010927223849071077
22,4,right,0.5684568885346087,0.029678158628935858
22,21,right,0.6086453201970443,0.07096469622331691
22,28,right,0.5037960467205751,0.018766846361185974
22,29,right,0.6115651062684961,-0.014208366962604302
22,31,right,0.5929111615505843,0.034555113934840676
22,36,right,0.5189105517564706,0.005722876958145551
22,37,right,0.5014008361240616,0.01840239017663675
22,42,right,0.5322099367802523,0.02121206159334743
22,43,right,0.6087811836518047,0.09278463375796187
22,48,right,0.6121746475898844,0.02911673090121958
22,54,right,0.5412010811929335,-0.00013256253071558532
22,57,right,0.6292982456140351,0.0037813283208020243
22,60,right,0.5085520559930008,0.005730533683289463
22,61,right,0.5390902015047998,0.03963792556718265
22,72,right,0.5285271950458452,0.008070903941241547
22,0,left,0.6050935638163968,0.003239070235797614
22,2,left,0.520318690783807,0.008828596037898317
22,5,left,0.5587987421383647,0.010808176100628786
22,16,left,0.5523485167262782,-0.003951451714706455
22,18,left,0.5624216216216217,0.012731531531531615
22,20,left,0.5469211239318669,0.007451827431364744
22,32,left,0.6885625000000001,0.010965625000000201
22,33,left,0.5196050973253046,0.015877461473316368
22,35,left,0.5545186510302789,0.0010170277612137069
22,39,left,0.51268080173748,0.001312026699106461
22,44,left,0.5269722814498934,0.009543710021322038
22,46,left,0.5307031848795682,0.004953441724694696
22,56,left,0.5465138190954775,-0.006045854271356732
22,58,left,0.5623037169548797,0.013552640296826235
22,68,left,0.6634313653944393,0.0007054416307864519
22,0,right,0.6050935638163968,0.05821515482084427
22,2,right,0.520318690783807,-0.0037381567614126476
22,5,right,0.5587987421383647,0.013044025157232575
22,16,right,0.5523485167262782,0.05175678518830218
22,18,right,0.5624216216216217,0.009135135135135197
22,20,right,0.5469211239318669,0.0223516929081643
22,32,right,0.6885625000000001,0.07777812500000003
22,33,right,0.5196050973253046,0.003694293849734187
22,35,right,0.5545186510302789,0.014433843503610877
22,39,right,0.51268080173748,-0.005050665885395156
22,44,right,0.5269722814498934,-0.01878038379530922
22,46,right,0.5307031848795682,0.011827106537727672
22,56,right,0.5465138190954775,0.022364949748743812
22,58,right,0.5623037169548797,0.015652951699463236
22,68,right,0.6634313653944393,0.03681675545500984
22,10,left,0.6329658501789649,-0.005595042480288304
22,11,left,0.5148429035752979,0.0008860857452406279
22,12,left,0.5620194134059917,0.022969910530659332
22,14,left,0.5228461459377489,-0.0359189863006657
22,24,left,0.4837445681568101,-0.002787258248009128
22,25,left,0.6040720446273145,0.007122369045735155
22,30,left,0.6319668606852471,0.04592913936609189
22,47,left,0.49777847309136414,-0.019186483103879937
22,49,left,0.5456658227200655,-0.027134161935450818
22,50,left,0.5962710587590742,0.024785417522713793
22,52,left,0.5794769893130549,0.013511534003337267
22,63,left,0.5153999392479461,-0.0009748585395488174
22,64,left,0.6659717186366931,0.027766626955350482
22,65,left,0.6338123888788684,0.03314630626916448
22,70,left,0.5440783921176078,0.007541855581071122
22,10,right,0.6329658501789649,0.09536410765918957
22,11,right,0.5148429035752979,0.006496672341742671
22,12,right,0.5620194134059917,0.025688049358781218
22,14,right,0.5228461459377489,0.02357866193744046
22,24,right,0.4837445681568101,-0.020829370185941554
22,25,right,0.6040720446273145,0.038821411615762025
22,30,right,0.6319668606852471,0.014265820429065545
22,47,right,0.49777847309136414,-0.005998122653316784
22,49,right,0.5456658227200655,0.03986368983683697
22,50,right,0.5962710587590742,0.005056384970095418
22,52,right,0.5794769893130549,0.0265358503063422
22,63,right,0.5153999392479461,0.011391010108859234
22,64,right,0.6659717186366931,0.039375712213819525
22,65,right,0.6338123888788684,-0.0052371872503799155
22,70,right,0.5440783921176078,0.02619285952619288
22,6,left,0.5372457782192711,0.006702567051811492
22,9,left,0.5183017465626162,-0.0217577108881456
22,17,left,0.44844267959845846,0.007004720572559742
22,19,left,0.6568537200504414,0.012698612862547254
22,23,left,0.6116846446700507,0.03827093908629431
22,26,left,0.43249084249084246,0.006197136197136244
22,34,left,0.6567678347934918,-0.003992490613266675
22,38,left,0.680889434530427,0.056726426062042146
22,41,left,0.47748635343332313,0.0037974441383532564
22,45,left,0.5631804912686724,0.009391272617294333
22,53,left,0.531948497630917,-0.022137439310528584
22,62,left,0.6157858786310038,0.005672993960310624
22,67,left,0.48491520100502505,0.013121859296482352
22,71,left,0.49221246282592157,-0.034871014592987026
22,6,right,0.5372457782192711,-0.01616040152663778
22,9,right,0.5183017465626162,0.04799331103678939
22,17,right,0.44844267959845846,-0.0331435733445784
22,19,right,0.6568537200504414,0.04197982345523332
22,23,right,0.6116846446700507,-0.045126903553299624
22,26,right,0.43249084249084246,-0.020516150516150522
22,34,right,0.6567678347934918,0.07845118898623271
22,38,right,0.680889434530427,0.007411425013817419
22,41,right,0.47748635343332313,-0.02171015712682378
22,45,right,0.5631804912686724,0.037249500315590156
22,53,right,0.531948497630917,0.028643480634615193
22,62,right,0.6157858786310038,0.01973324705205637
22,67,right,0.48491520100502505,-0.016837311557789003
22,71,right,0.49221246282592157,0.027100767687945226
22,1,left,0.516667149189683,0.03389643769341133
22,3,left,0.6160025952217387,0.007804747729180939
22,7,left,0.4664090030692281,-0.024281004888030033
22,8,left,0.5635704546210383,0.015979912867072454
22,13,left,0.5700409836065574,0.0005170239596469228
22,15,left,0.5084590614711098,-0.031263793914396265
22,22,left,0.5441928295208757,0.0024021760503375456
22,27,left,0.4893596771737475,-0.012467641236485472
22,40,left,0.5275716129032259,-0.007153548387096698
22,51,left,0.5824834183512018,-0.005985532194979992
22,55,left,0.5050696346366762,0.0002695064390186852
22,59,left,0.5668813534441631,0.02974971558589312
22,66,left,0.6006997929606626,-0.014144927536231755
22,69,left,0.5075590289324908,-0.003957432657133442
22,1,right,0.516667149189683,-0.034758545482619585
22,3,right,0.6160025952217387,0.022380607078339998
22,7,right,0.4664090030692281,0.0005342730476298185
22,8,right,0.5635704546210383,-0.010429345837906112
22,13,right,0.5700409836065574,-0.00038776796973505334
22,15,right,0.5084590614711098,0.045801222909656714
22,22,right,0.5441928295208757,0.014691616962705711
22,27,right,0.4893596771737475,0.03339614740368513
22,40,right,0.5275716129032259,0.007205161290322559
22,51,right,0.5824834183512018,0.044374897155804116
22,55,right,0.5050696346366762,-0.014655323116368524
22,59,right,0.5668813534441631,-0.016466659326947686
22,66,right,0.6006997929606626,0.04062525879917189
22,69,right,0.5075590289324908,0.020641835716661117
33,1,left,0.5180511860415742,0.017304079571262232
33,3,left,0.6213170750324402,0.0058646922626770515
33,15,left,0.49945005246210067,-0.019139621549260133
33,21,left,0.5916625615763546,0.007709359605911237
33,26,left,0.4193240093240093,-0.02365634365634367
33,44,left,0.5313219616204691,0.00845202558635394
33,50,left,0.6142651691549104,0.014210382139433042
33,51,left,0.5501199321544751,0.001248370315051317
33,55,left,0.5294344735155294,0.007531612376901142
33,56,left,0.5497518844221105,-0.004437814070351709
33,58,left,0.5726462598555622,0.009027363678526412
33,61,left,0.5297860993398483,0.010684222664245069
33,64,left,0.6343429503781208,0.026222417901170636
33,69,left,0.5200665114732291,-0.006508147655470586
33,71,left,0.48387163704267244,-0.02175115844802533
33,1,right,0.5180511860415742,-0.03201057690451836
33,3,right,0.6213170750324402,0.021353331806732156
33,15,right,0.49945005246210067,0.029715257426100816
33,21,right,0.5916625615763546,0.03266830870279136
33,26,right,0.4193240093240093,-0.025720945720945743
33,44,right,0.5313219616204691,0.005351812366737652
33,50,right,0.6142651691549104,0.017520430991188496
33,51,right,0.5501199321544751,0.022409750262648243
33,55,right,0.5294344735155294,-0.013249519258784481
33,56,right,0.5497518844221105,-0.0073586683417086185
33,58,right,0.5726462598555622,0.024057510104021684
33,61,right,0.5297860993398483,0.005769119893914487
33,64,right,0.6343429503781208,0.0019067906350357378
33,69,right,0.5200665114732291,0.019484536082474135
33,71,right,0.48387163704267244,0.007320699910090656
33,7,left,0.4945890644537911,-0.032022280322837327
33,8,left,0.5542718414313745,0.007978316538627794
33,13,left,0.5943411097099622,0.028430012610340505
33,17,left,0.41770624685197544,0.009083880943177358
33,18,left,0.5724216216216217,0.01767927927927937
33,19,left,0.6432408575031525,0.012717528373266007
33,20,left,0.5289641713560318,0.017236969249133205
33,32,left,0.6543531249999999,0.007765624999999887
33,33,left,0.5042544394876001,0.004831256126592964
33,34,left,0.6424687108886109,0.0031852315394244046
33,35,left,0.553309481216458,-0.001384747896375882
33,38,left,0.6488280530338164,0.02828459617937984
33,53,left,0.5163463475824954,-0.03256920387112716
33,54,left,0.578454385556504,0.01739479061586613
33,68,left,0.6470116032985477,0.018669877642365384
33,7,right,0.4945890644537911,-0.001068546095259748
33,8,right,0.5542718414313745,0.01455652000399088
33,13,right,0.5943411097099622,0.023868221941992562
33,17,right,0.41770624685197544,-0.04297712337913351
33,18,right,0.5724216216216217,0.025920720720720825
33,19,right,0.6432408575031525,0.06630832282471621
33,20,right,0.5289641713560318,0.000994713806627745
33,32,right,0.6543531249999999,0.08080624999999986
33,33,right,0.5042544394876001,0.005981555204353062
33,34,right,0.6424687108886109,0.07215894868585748
33,35,right,0.553309481216458,0.03163718279997341
33,38,right,0.6488280530338164,0.04550645134649223
33,53,right,0.5163463475824954,0.03559149079989865
33,54,right,0.578454385556504,-0.00666692532526314
33,68,right,0.6470116032985477,0.05138777396677119
33,9,left,0.5447603121516166,-0.02192493496841308
33,11,left,0.5246324098436775,-0.006728834545735918
33,23,left,0.6003489847715736,0.021583121827411178
33,24,left,0.49546988940487513,-0.0030091945019489197
33,27,left,0.47401147149890877,-0.03026496116948374
33,28,left,0.5228661275831087,-0.008265947888589475
33,30,left,0.621320438691626,0.044494856475450484
33,36,left,0.5128845563153726,0.03088575262298532
33,37,left,0.5068290761048,-0.014550090835467433
33,39,left,0.4933666222955372,0.0005222630549840401
33,43,left,0.6147525212314224,-0.015389463906581802
33,45,left,0.5699484207342731,0.00799905980433413
33,59,left,0.5602948732063562,0.02039707879188224
33,62,left,0.6436295657175727,0.03185936151855062
33,66,left,0.6257184265010352,-0.005594202898550726
33,9,right,0.5447603121516166,0.031066518023039835
33,11,right,0.5246324098436775,0.008655780838879523
33,23,right,0.6003489847715736,-0.03919098984771574
33,24,right,0.49546988940487513,0.0031938305451426063
33,27,right,0.47401147149890877,0.03857037713821643
33,28,right,0.5228661275831087,0.020339173405211075
33,30,right,0.621320438691626,-0.007023814871620404
33,36,right,0.5128845563153726,-0.0346484633913704
33,37,right,0.5068290761048,-0.001012322980278868
33,39,right,0.4933666222955372,-0.005757631728117496
33,43,right,0.6147525212314224,0.08476313694267512
33,45,right,0.5699484207342731,0.03360048916473812
33,59,right,0.5602948732063562,-0.011958236999523031
33,62,right,0.6436295657175727,0.015088438308887064
33,66,right,0.6257184265010352,0.03285300207039343
33,0,left,0.5991692540068809,-0.00281950155240418
33,4,left,0.5722748106815464,0.000813737212700838
33,6,left,0.5750248340042872,0.03142155068750985
33,12,left,0.550102175821009,0.0074928935406541886
33,14,left,0.5263512992520626,-0.03308851877554164
33,16,left,0.5572171523248475,-0.012791263412581522
33,22,left,0.5649472373336829,0.004637215704266895
33,40,left,0.5438606451612903,-0.015143225806451666
33,41,left,0.48091712580348944,0.00933897051321303
33,42,left,0.5283144461058209,0.011342173605099592
33,46,left,0.5467009670422857,0.03542424291841295
33,48,left,0.6710046988015417,0.01550604508737674
33,57,left,0.6215570175438596,0.028546365914786875
33,70,left,0.5369683408899095,0.023950421009244605
33,0,right,0.5991692540068809,0.0424855248804229
33,4,right,0.5722748106815464,0.04186262787299044
33,6,right,0.5750248340042872,0.008563810320489362
33,12,right,0.550102175821009,0.0371533554277631
33,14,right,0.5263512992520626,0.034849127406379354
33,16,right,0.5572171523248475,0.026851462234378287
33,22,right,0.5649472373336829,0.00840597758405981
33,40,right,0.5438606451612903,0.02985290322580636
33,41,right,0.48091712580348944,-0.030567671666156482
33,42,right,0.5283144461058209,0.01683127410088925
33,46,right,0.5467009670422857,0.00620505210286848
33,48,right,0.6710046988015417,0.042310332083839275
33,57,right,0.6215570175438596,-0.010009398496240607
33,70,right,0.5369683408899095,0.02332234194979299
33,2,left,0.5466494401378122,0.0010594315245477937
33,5,left,0.5404748427672956,-0.0023459119496854752
33,10,left,0.6166552027207766,-0.000999910835976281
33,25,left,0.6006191644247507,0.00940318879569546
33,29,left,0.5424065106268496,0.007364810330912075
33,31,left,0.5612195339524834,0.0071126264979036735
33,47,left,0.5023717146433041,0.0024280350438047327
33,49,left,0.5509149148381156,0.007020101273591983
33,52,left,0.5472760390793177,0.0029710726432037315
33,60,left,0.49692694663167103,-0.027427821522309714
33,63,left,0.49505859747525766,-0.01857529369379557
33,65,left,0.6030398876549254,0.018800407122059326
33,67,left,0.4993027638190955,0.008008793969849326
33,72,left,0.5291932696462004,-0.006006672747347674
33,2,right,0.5466494401378122,-0.007782084409991397
33,5,right,0.5404748427672956,0.002364779874213907
33,10,right,0.6166552027207766,0.024341778440139183
33,25,right,0.6006191644247507,0.021703394524450026
33,29,right,0.5424065106268496,-0.017873957492601455
33,31,right,0.5612195339524834,0.013550267119961212
33,47,right,0.5023717146433041,0.007966207759699584
33,49,right,0.5509149148381156,0.00783208020050119
33,52,right,0.5472760390793177,0.013263148509049971
33,60,right,0.49692694663167103,0.014796587926509175
33,63,right,0.49505859747525766,0.0038923699658799382
33,65,right,0.6030398876549254,-0.014217063052384793
33,67,right,0.4993027638190955,-0.021328517587939577
33,72,right,0.5291932696462004,0.008490950986510426
