route,run,mode,control,estimate,ci_lower,ci_upper,n_candidates,units
A,A_L0_core_001,L0,alternate40:pre,-0.03598106289771095,-0.10290445008426373,0.034327541504885546,38,cosine_difference
A,A_L0_core_001,L0,alternate40:background,0.4696246013263386,0.36321255702471095,0.5708151132371486,38,cosine_difference
A,A_L0_core_001,L0,alternate40:background_adjusted,0.09398440518903003,0.016853354883195965,0.16723313851959,38,cosine_difference
A,A_L0_core_001,L0,alternate40:random_projection,0.08540011221332801,0.0012981812182479397,0.17409659966702826,38,cosine_difference
A,A_L0_core_001,L0,alternate40:paired_post_minus_pre,0.11823065500105198,0.02752122030203371,0.209794353429317,38,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate20:pre,0.00016692602293709826,-0.04005081091426124,0.042085458531985136,55,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate20:background,0.45685057554774733,0.39312277065864876,0.5240161181211751,55,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate20:background_adjusted,0.054561265641425334,0.017355907894650337,0.09597507099946492,55,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate20:random_projection,0.014632735186237372,-0.02747236782155205,0.05634961309708605,55,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate20:paired_post_minus_pre,0.041646395591775034,-0.018603563980774757,0.10276113624995988,55,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,early_late20:pre,0.026657269406336524,-0.009139564659152936,0.06388885462534549,55,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,early_late20:background,0.4079595438544692,0.3417406525383324,0.4774731156606699,55,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,early_late20:background_adjusted,0.044415171764658874,0.012338931330046229,0.07628859952225732,55,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,early_late20:random_projection,0.021464163506410675,-0.011201541094629563,0.054818994747791165,55,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,early_late20:paired_post_minus_pre,0.013336774529509966,-0.03663124204112027,0.06021386112437285,55,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate20_common40:pre,-0.007972580923415198,-0.058954985532299116,0.04465142869000404,38,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate20_common40:background,0.45379828906292935,0.3681603678772186,0.5411446012405479,38,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate20_common40:background_adjusted,0.0694566269775242,0.01931802509514943,0.12230229645026273,38,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate20_common40:random_projection,0.01864149133799508,-0.024731464553829234,0.062273645564468606,38,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate20_common40:paired_post_minus_pre,0.07275034564763844,0.0006787825930799832,0.1485448683932233,38,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate40:pre,-0.013866310677773403,-0.10158738560016334,0.08006223017019218,38,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate40:background,0.6285050721575139,0.5335036880397592,0.7227490202429093,38,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate40:background_adjusted,0.1320009563283012,0.06947732057236754,0.19440387972231862,38,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate40:random_projection,0.06820569422658286,0.002485468810027792,0.1358950681199781,38,cosine_difference
A,A_SUP_RAND_core_001,R_SUP,alternate40:paired_post_minus_pre,0.124923258159129,0.010767173675747019,0.24317220263297412,38,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate20:pre,-0.02223151605560908,-0.059444493993968076,0.013022290853942728,55,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate20:background,0.40476944648572694,0.34553311145387205,0.4683904013200152,55,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate20:background_adjusted,0.04665209070693383,0.006226355525385851,0.08678455767247639,55,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate20:random_projection,-0.0005964730546600922,-0.04642615601905825,0.044598508808360596,55,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate20:paired_post_minus_pre,0.04539847567779057,-0.0019269352654167663,0.09220822687298459,55,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,early_late20:pre,0.014494051341575468,-0.01480162465803584,0.04499763481056278,55,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,early_late20:background,0.38888326231526493,0.3231440999964855,0.4554365779553353,55,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,early_late20:background_adjusted,0.06653211662118355,0.03867587797898046,0.09493157255302864,55,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,early_late20:random_projection,0.04794038012568401,0.013976590714582333,0.08110581778952797,55,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,early_late20:paired_post_minus_pre,0.03436733591387667,-0.008065376543937068,0.07697381474957253,55,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate20_common40:pre,-0.010781539365153475,-0.05009939080188018,0.03122311954976944,38,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate20_common40:background,0.39038891058780417,0.3154405918219861,0.46131818671746744,38,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate20_common40:background_adjusted,0.05112701731579108,0.005400666795838584,0.10289218934018715,38,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate20_common40:random_projection,0.019096015102617377,-0.026464807571709662,0.06634640420235441,38,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate20_common40:paired_post_minus_pre,0.03913048613958502,-0.023032183251255483,0.10474778760428066,38,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate40:pre,0.017851782704558644,-0.045928822938276756,0.08407999913487378,38,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate40:background,0.5489395381864971,0.45746302102706443,0.6354694586378486,38,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate40:background_adjusted,0.11799670035299076,0.04915486424102527,0.1886325636456685,38,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate40:random_projection,0.09664928404990743,0.028152424988202307,0.16946747711183874,38,cosine_difference
A,A_SUP_RAND_core_001,R_RAND,alternate40:paired_post_minus_pre,0.08239009896522477,-0.0020407616986766373,0.16419008161836293,38,cosine_difference
A,A_controls_L0_SUP_RAND_001,L0,continuous_unbalanced,0.018413683721029715,-0.023194224533799566,0.059939867178531676,55,cosine_difference
A,A_controls_L0_SUP_RAND_001,L0,reset_unbalanced,0.04310102311730911,-0.008835765875097585,0.09693411796871518,50,cosine_difference
A,A_controls_L0_SUP_RAND_001,L0,continuous_on_reset_unbalanced,0.043101023067483354,-0.008835766401816717,0.09693411760076849,50,cosine_difference
A,A_controls_L0_SUP_RAND_001,L0,reset_minus_continuous_same_reset_trials,4.982575463330363e-11,-4.0988050609841454e-10,4.913734377720578e-10,50,cosine_difference
A,A_controls_L0_SUP_RAND_001,R_SUP,continuous_unbalanced,0.041813321614712136,-0.0016369159412120552,0.08896226931281295,55,cosine_difference
A,A_controls_L0_SUP_RAND_001,R_SUP,reset_unbalanced,0.05678544511059037,0.007289583599315544,0.11177445074318186,50,cosine_difference
A,A_controls_L0_SUP_RAND_001,R_SUP,continuous_on_reset_unbalanced,0.05678485585619793,0.007286455492122179,0.11178074812408115,50,cosine_difference
A,A_controls_L0_SUP_RAND_001,R_SUP,reset_minus_continuous_same_reset_trials,5.892543924398974e-07,-1.3956928921888407e-05,1.493494019301315e-05,50,cosine_difference
A,A_controls_L0_SUP_RAND_001,R_RAND,continuous_unbalanced,0.023166959622181488,-0.012213894212043842,0.062219019786931444,55,cosine_difference
A,A_controls_L0_SUP_RAND_001,R_RAND,reset_unbalanced,0.031144079394752958,-0.01420822808876636,0.0782376895746304,50,cosine_difference
A,A_controls_L0_SUP_RAND_001,R_RAND,continuous_on_reset_unbalanced,0.031144085289416833,-0.014208220228817412,0.07823769341084386,50,cosine_difference
A,A_controls_L0_SUP_RAND_001,R_RAND,reset_minus_continuous_same_reset_trials,-5.894663875072315e-09,-2.3015975100890585e-08,1.1161695286261706e-08,50,cosine_difference
B,B_L0_001,L0,all:calibrated:main_gain,-0.0016727099383447408,-0.0026009574339566767,-0.0007459135817781616,60,bits/trial
B,B_L0_001,L0,all:calibrated:post_increment_over_pre,0.000806832569099932,-0.00018388091640453102,0.0016802672178905294,60,bits/trial
B,B_L0_001,L0,all:raw:main_gain,-0.0024093333766502857,-0.0037291557497480185,-0.0010761236897066124,60,bits/trial
B,B_L0_001,L0,all:raw:post_increment_over_pre,0.0007452774759289515,-0.0006906690324093581,0.0021188933111865853,60,bits/trial
B,B_L0_001,L0,previous_response_available:calibrated:main_gain,-0.0021034879754913646,-0.0030269990331815615,-0.0012258621746616633,59,bits/trial
B,B_L0_001,L0,previous_response_available:calibrated:post_increment_over_pre,0.0009010683379488734,8.049060609086598e-05,0.0016746429196260253,59,bits/trial
B,B_L0_001,L0,previous_response_available:calibrated:post_increment_over_previous,0.0002913291991745923,-0.00044742910818399583,0.0011130538005048945,59,bits/trial
B,B_L0_001,L0,previous_response_available:raw:main_gain,-0.002536228154231861,-0.00385004084099127,-0.001310786486184918,59,bits/trial
B,B_L0_001,L0,previous_response_available:raw:post_increment_over_pre,0.0012169411131937751,-4.137602725646444e-05,0.002473546306876711,59,bits/trial
B,B_L0_001,L0,previous_response_available:raw:post_increment_over_previous,9.994764378742586e-05,-0.0009476955500545707,0.0012442604871116911,59,bits/trial
B,B_SUP_RAND_core_001,R_SUP,all:calibrated:main_gain,-0.0013367657419853943,-0.0022831649221587637,-0.0004115449779094733,60,bits/trial
B,B_SUP_RAND_core_001,R_SUP,all:calibrated:post_increment_over_pre,0.00037235131718123905,-0.00042395084459155455,0.001087200616190383,60,bits/trial
B,B_SUP_RAND_core_001,R_SUP,all:raw:main_gain,-0.0014456675567618427,-0.0025761842797354696,-0.0003470964230138832,60,bits/trial
B,B_SUP_RAND_core_001,R_SUP,all:raw:post_increment_over_pre,0.00018333997542384627,-0.0010635934451535302,0.0013557705270880775,60,bits/trial
B,B_SUP_RAND_core_001,R_SUP,previous_response_available:calibrated:main_gain,-0.0016163283211482475,-0.0025365164952837953,-0.0006851046493452971,59,bits/trial
B,B_SUP_RAND_core_001,R_SUP,previous_response_available:calibrated:post_increment_over_pre,0.0002904490997847685,-0.00032623085977772953,0.0008917074666003531,59,bits/trial
B,B_SUP_RAND_core_001,R_SUP,previous_response_available:calibrated:post_increment_over_previous,-0.00048518210547650906,-0.0012535765704442716,0.0003190281718938247,59,bits/trial
B,B_SUP_RAND_core_001,R_SUP,previous_response_available:raw:main_gain,-0.0021363477562959315,-0.003484783180831507,-0.0008215847809711453,59,bits/trial
B,B_SUP_RAND_core_001,R_SUP,previous_response_available:raw:post_increment_over_pre,0.0001546003039384667,-0.0007451028972635046,0.000999502873200581,59,bits/trial
B,B_SUP_RAND_core_001,R_SUP,previous_response_available:raw:post_increment_over_previous,-0.0010623352732573226,-0.0021801301459649304,0.00011418908478880644,59,bits/trial
B,B_SUP_RAND_core_001,R_RAND,all:calibrated:main_gain,-0.0015163364644868746,-0.0025478395229750553,-0.0004624008607270599,60,bits/trial
B,B_SUP_RAND_core_001,R_RAND,all:calibrated:post_increment_over_pre,0.0008359513781542038,0.00021387464660321375,0.001477964568080729,60,bits/trial
B,B_SUP_RAND_core_001,R_RAND,all:raw:main_gain,-0.0019995966101623167,-0.0031852502291176326,-0.0007967903092991348,60,bits/trial
B,B_SUP_RAND_core_001,R_RAND,all:raw:post_increment_over_pre,0.0007801272660599324,-0.00014197393776441876,0.0017509920342253218,60,bits/trial
B,B_SUP_RAND_core_001,R_RAND,previous_response_available:calibrated:main_gain,-0.0017432766771132608,-0.0026025557006643927,-0.000840346158755281,59,bits/trial
B,B_SUP_RAND_core_001,R_RAND,previous_response_available:calibrated:post_increment_over_pre,0.0004695742142982589,-0.0001892407073506737,0.0010873813329612297,59,bits/trial
B,B_SUP_RAND_core_001,R_RAND,previous_response_available:calibrated:post_increment_over_previous,-0.000319211475639604,-0.001059935242849036,0.000450529643724347,59,bits/trial
B,B_SUP_RAND_core_001,R_RAND,previous_response_available:raw:main_gain,-0.002280841629790592,-0.003583513013153038,-0.0009756841330420056,59,bits/trial
B,B_SUP_RAND_core_001,R_RAND,previous_response_available:raw:post_increment_over_pre,0.0006692763716554693,-0.00023698692661756554,0.0015510402509380694,59,bits/trial
B,B_SUP_RAND_core_001,R_RAND,previous_response_available:raw:post_increment_over_previous,-0.00019947141842830898,-0.0013059413944717536,0.0009189381983019732,59,bits/trial
B,B_controls_L0_SUP_001,L0,circular_observed:calibrated:main_gain,-0.0022329128340140606,-0.0035397977950916365,-0.001006332835941696,48,bits/trial
B,B_controls_L0_SUP_001,L0,circular_observed:calibrated:post_increment_over_pre,0.0007923395663373712,-0.00017425772875489913,0.001838787225938915,48,bits/trial
B,B_controls_L0_SUP_001,L0,circular_observed:raw:main_gain,-0.002330375662710183,-0.003970935798332159,-0.0007291668164682841,48,bits/trial
B,B_controls_L0_SUP_001,L0,circular_observed:raw:post_increment_over_pre,0.001255342538166164,-0.0002849468948568605,0.002944688569691622,48,bits/trial
B,B_controls_L0_SUP_001,L0,early:calibrated:main_gain,-0.0019114834257322373,-0.002888414859570811,-0.0009536552523717242,60,bits/trial
B,B_controls_L0_SUP_001,L0,early:calibrated:post_increment_over_pre,0.0004556743065189661,-0.00026418584470151637,0.0011719197437083588,60,bits/trial
B,B_controls_L0_SUP_001,L0,early:raw:main_gain,-0.0025520512638948427,-0.003790694739450077,-0.0012443982345451828,60,bits/trial
B,B_controls_L0_SUP_001,L0,early:raw:post_increment_over_pre,0.00026638354829149893,-0.0007563242128351661,0.0013888632382484465,60,bits/trial
B,B_controls_L0_SUP_001,L0,late:calibrated:main_gain,-0.0003885901496310925,-0.001434832389045918,0.0006573909438297668,60,bits/trial
B,B_controls_L0_SUP_001,L0,late:calibrated:post_increment_over_pre,0.0008033369771662931,8.75005152802473e-05,0.0014759505884826306,60,bits/trial
B,B_controls_L0_SUP_001,L0,late:raw:main_gain,-0.0009323687544062191,-0.002270848801245166,0.0003125356025267296,60,bits/trial
B,B_controls_L0_SUP_001,L0,late:raw:post_increment_over_pre,0.0008048167726466918,-0.00023001035150890358,0.001835984925859838,60,bits/trial
B,B_controls_L0_SUP_001,L0,quality:calibrated:main_gain,-0.0016224442599598766,-0.0025394108882655316,-0.0007173364410554267,60,bits/trial
B,B_controls_L0_SUP_001,L0,quality:calibrated:post_increment_over_pre,0.000772990172303976,-0.00019900573359281907,0.0016274303616190446,60,bits/trial
B,B_controls_L0_SUP_001,L0,quality:raw:main_gain,-0.0024132985627339084,-0.003733411102330553,-0.0010740590304795464,60,bits/trial
B,B_controls_L0_SUP_001,L0,quality:raw:post_increment_over_pre,0.0007188931615205951,-0.000721758466816473,0.0021147308526038907,60,bits/trial
B,B_controls_L0_SUP_001,L0,circular_shift:raw,0.0007821853143208773,-0.0004133189035929202,0.002053135520365431,48,bits/trial
B,B_controls_L0_SUP_001,L0,circular_shift:calibrated,0.0005016120189234169,-0.000236638253080873,0.0012886015658816273,48,bits/trial
B,B_controls_L0_SUP_001,R_SUP,circular_observed:calibrated:main_gain,-0.0015227230539198746,-0.0026180605394561882,-0.0003361034008456172,48,bits/trial
B,B_controls_L0_SUP_001,R_SUP,circular_observed:calibrated:post_increment_over_pre,0.0006719195933153505,-0.00047707040126998627,0.0020617278053443175,48,bits/trial
B,B_controls_L0_SUP_001,R_SUP,circular_observed:raw:main_gain,-0.0012991094947865215,-0.0025004056529220643,5.704329369595998e-05,48,bits/trial
B,B_controls_L0_SUP_001,R_SUP,circular_observed:raw:post_increment_over_pre,0.0010940664695923326,-0.0007129716062605842,0.0033652863682493653,48,bits/trial
B,B_controls_L0_SUP_001,R_SUP,early:calibrated:main_gain,-0.00178378973187057,-0.002728759752921423,-0.0008026448785594356,60,bits/trial
B,B_controls_L0_SUP_001,R_SUP,early:calibrated:post_increment_over_pre,3.937915328556437e-05,-0.0008291697324007667,0.0008936492267203785,60,bits/trial
B,B_controls_L0_SUP_001,R_SUP,early:raw:main_gain,-0.0023359299639664727,-0.0034611338314241595,-0.001078933228210043,60,bits/trial
B,B_controls_L0_SUP_001,R_SUP,early:raw:post_increment_over_pre,2.031116203254172e-05,-0.0012832001644739186,0.0013508166520727772,60,bits/trial
B,B_controls_L0_SUP_001,R_SUP,late:calibrated:main_gain,-0.0009941039448684223,-0.0021446435793708927,0.00021362774464316392,60,bits/trial
B,B_controls_L0_SUP_001,R_SUP,late:calibrated:post_increment_over_pre,0.0009812765390545763,0.0002691760704936233,0.0016782651614781917,60,bits/trial
B,B_controls_L0_SUP_001,R_SUP,late:raw:main_gain,-0.0014069641579529002,-0.002715280340903397,-4.6128728377361304e-05,60,bits/trial
B,B_controls_L0_SUP_001,R_SUP,late:raw:post_increment_over_pre,0.0009792369600306458,-2.7654820563000797e-05,0.0020138702164923363,60,bits/trial
B,B_controls_L0_SUP_001,R_SUP,quality:calibrated:main_gain,-0.0015132071990823504,-0.0024615923561120867,-0.0005344945390247892,60,bits/trial
B,B_controls_L0_SUP_001,R_SUP,quality:calibrated:post_increment_over_pre,0.000363528009260707,-0.0004029562362504094,0.00107968317638728,60,bits/trial
B,B_controls_L0_SUP_001,R_SUP,quality:raw:main_gain,-0.0017221949973299233,-0.0028449516802337405,-0.000629141652711124,60,bits/trial
B,B_controls_L0_SUP_001,R_SUP,quality:raw:post_increment_over_pre,0.0003088442929543448,-0.000909964025360143,0.0014465590917511486,60,bits/trial
B,B_controls_L0_SUP_001,R_SUP,circular_shift:raw,0.0012881454014085452,0.00011388638905534319,0.00260047907893916,48,bits/trial
B,B_controls_L0_SUP_001,R_SUP,circular_shift:calibrated,0.0010046845805378897,0.0001019987733950364,0.0019985380141015344,48,bits/trial
C,C_linear_L0_SUP_RAND_002,L0,linear:calibrated:duplicate_margin,0.00016181250362878874,-0.0005740027466306751,0.0004210456395930316,60,bits/trial
C,C_linear_L0_SUP_RAND_002,L0,linear:raw:duplicate_margin,-0.00011791399097726973,-0.0008206858903128111,0.0003210263565020047,60,bits/trial
C,C_linear_L0_SUP_RAND_002,R_RAND,linear:calibrated:duplicate_margin,8.56398300299599e-05,-0.0006079252590403983,0.0005782928929517619,60,bits/trial
C,C_linear_L0_SUP_RAND_002,R_RAND,linear:raw:duplicate_margin,4.801845687485429e-05,-0.0008710338861605604,0.0003830423011727552,60,bits/trial
C,C_linear_L0_SUP_RAND_002,R_SUP,linear:calibrated:duplicate_margin,-0.008211720317979676,-0.011410364012212033,-0.006214373049491473,60,bits/trial
C,C_linear_L0_SUP_RAND_002,R_SUP,linear:raw:duplicate_margin,-0.010336002059580185,-0.013631593835175848,-0.007823358272718108,60,bits/trial
D,D_controls_L0_SUP_001,L0,all_trials:D2_minus_D3:,-0.775235351361857,-1.4196389040834192,-0.2254744958654494,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:D1_minus_D3:,-0.6594979838351132,-1.5088975060239094,0.18738019975990464,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D0_mean,0.0,0.0,0.0,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D1_C,2.7864421010200007e-16,-2.2291536808160006e-15,2.6471199959690008e-15,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D2_CV,0.2072212075032423,-0.03467040533232923,0.5123238867749573,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D3_CVN,-0.23915401461856725,-0.738523438437144,0.22196067440313105,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D4_CN,-0.17919171052348623,-0.7668834966057694,0.43227979541957556,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D5_CFULL,-0.2312837519748709,-0.4838174435957186,-0.006654718723415241,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_0,0.02161370799449184,-0.3215006482754936,0.37868556384134733,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_1,0.019709535326253233,-0.5467264877961371,0.6091342775397779,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_10,0.25815721096461497,-0.2755254684173356,0.9310537198008868,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_11,0.2072212075032423,-0.03467040533232923,0.5123238867749573,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_12,0.2072212075032423,-0.03467040533232923,0.5123238867749573,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_13,1.0873799378626123,0.2645315908941634,2.1720603152097766,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_14,0.05779522148906259,-0.2988486028154822,0.49028538522575504,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_15,0.2975738930279027,0.014353904611532733,0.6879824985499265,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_16,0.3279813086445678,-0.16310648797022045,0.9842229476040385,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_17,0.2072212075032423,-0.03467040533232923,0.5123238867749573,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_18,0.6537743620062054,0.12232330412471734,1.3197934491489713,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_19,0.24841581842898708,-0.06544708106102727,0.6796614608273003,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_2,0.4233832262783296,-0.004851142765348609,0.9119691088200239,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_3,0.4967801720960399,0.17692587245835809,0.8482557282642377,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_4,0.1424312962661381,-0.14936911403338488,0.46400868105062393,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_5,0.10714688036221308,-0.24278802075458172,0.4984482310794462,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_6,0.19476833789063647,-0.0726106125998299,0.5225207606385087,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_7,0.16336433260150648,-0.3083765062938066,0.6152754203180749,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_8,0.2634110432851176,-0.09109595527221571,0.6367108664032906,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D6_CRANDOM_9,0.2072212075032423,-0.03467040533232923,0.5123238867749573,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials:original_budget_minus_variant:D7_CPRE,2.7864421010200007e-16,-2.2291536808160006e-15,2.6471199959690008e-15,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,budget40_count_qc:D2_minus_D3:,-0.36064636249754145,-0.6456008114912299,-0.09717590230623012,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,budget40_count_qc:D1_minus_D3:,-0.32460168046921817,-0.9298523273028622,0.2868169087842045,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,budget40_count_qc:original_budget_minus_variant:D1_C,-0.7045575946098229,-2.47508557278156,0.4370675517902686,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,budget40_count_qc:original_budget_minus_variant:D2_CV,-0.5770290726050016,-2.466921615113981,0.6277743193807263,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,budget40_count_qc:original_budget_minus_variant:D3_CVN,-0.6088153058624954,-2.4686566461648436,0.5984562752555399,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials_count_qc:D2_minus_D3:,-0.8776824529686967,-1.4767986170429963,-0.31011605308535733,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials_count_qc:D1_minus_D3:,-0.7190393803895472,-1.569096169953204,0.16242572785638185,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials_count_qc:original_budget_minus_variant:D1_C,-0.7045575946098229,-2.47508557278156,0.4370675517902686,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials_count_qc:original_budget_minus_variant:D2_CV,-0.4544306820541753,-2.471261832774989,0.8176146022243352,51,MUSS_source_points
D,D_controls_L0_SUP_001,L0,all_trials_count_qc:original_budget_minus_variant:D3_CVN,-1.0032530057828246,-3.0393427936803565,0.34282597889760374,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:D2_minus_D3:,0.0,0.0,0.0,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:D1_minus_D3:,0.17553399488173688,-0.2844630484627416,0.6640376381903401,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D0_mean,0.0,0.0,0.0,51,MUSS_source_points
D,D_controls_L0_SUP_001,R_SUP,all_trials:original_budget_minus_variant:D1_C,2.7864421010200007e-16,-2.2291536808160006e-15,2.6471199959690008e-15,51,MUSS_source_points
