mode,variant,comparison,baseline_MAE,augmented_MAE,leave_one_out_gain_minimum,leave_one_out_gain_maximum,estimate,ci_lower,ci_upper,n_candidates,n_bootstrap,seed,effect,gain_definition,valid,model,original_MAE,variant_MAE
L0,all_trials,original_budget_minus_variant,,,,,0.058723693584877716,-0.15994133252912285,0.26806884393493513,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_5,6.562185631133955,6.503461937549077
L0,all_trials,original_budget_minus_variant,,,,,-0.08774099680388076,-0.3115405576494266,0.1263458945848404,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_6,6.472180560280465,6.559921557084348
L0,all_trials,original_budget_minus_variant,,,,,-0.3230019543968201,-1.1078212911207619,0.4272799511647195,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_7,7.139468422344298,7.462470376741118
L0,all_trials,original_budget_minus_variant,,,,,0.06319080745203205,-0.2982153132302236,0.4363067517462216,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_8,6.2922341643306305,6.229043356878597
L0,all_trials,original_budget_minus_variant,,,,,0.06592356525879854,-0.11849206816982295,0.24264694775117587,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_9,6.472180560280465,6.4062569950216695
L0,all_trials,original_budget_minus_variant,,,,,0.019352544946072817,-0.2942790229653582,0.35296967270665675,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D7_CPRE,6.673942230094236,6.654589685148164
L0,budget40_count_qc,D2_minus_D3,6.968932047356053,7.21015292460445,-0.2885210344271134,-0.12272545491226214,-0.24122087724839775,-0.6170142046686309,0.06500648663319251,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
L0,budget40_count_qc,D1_minus_D3,7.20948195885057,7.21015292460445,-0.19551625892964186,0.13280330120518558,-0.0006709657538821126,-0.832705268555631,0.8546466280153454,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
L0,budget40_count_qc,original_budget_minus_variant,,,,,-0.6020018430176356,-2.3488520305613614,0.45729931885737507,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D1_C,6.607480115832932,7.20948195885057
L0,budget40_count_qc,original_budget_minus_variant,,,,,-0.4967514870755853,-1.850254877085571,0.4579393435785445,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D2_CV,6.472180560280465,6.968932047356053
L0,budget40_count_qc,original_budget_minus_variant,,,,,-0.737972364323983,-2.1421431697000513,0.2805138910957042,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D3_CVN,6.472180560280465,7.21015292460445
L0,all_trials_count_qc,D2_minus_D3,6.929881960638463,7.360990999151043,-0.490239405393139,-0.2881378829718853,-0.4311090385125818,-0.8603355557361041,-0.04703240285270332,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
L0,all_trials_count_qc,D1_minus_D3,7.20948195885057,7.360990999151043,-0.3363584153093895,-0.003055531853659274,-0.15150904030047554,-1.0302437594541272,0.7165454753250277,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
L0,all_trials_count_qc,original_budget_minus_variant,,,,,-0.6020018430176356,-2.3488520305613614,0.45729931885737507,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D1_C,6.607480115832932,7.20948195885057
L0,all_trials_count_qc,original_budget_minus_variant,,,,,-0.45770140035799467,-1.82653002892993,0.4848238618913991,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D2_CV,6.472180560280465,6.929881960638463
L0,all_trials_count_qc,original_budget_minus_variant,,,,,-0.8888104388705765,-2.2867084276867113,0.15613237597453394,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D3_CVN,6.472180560280465,7.360990999151043
R_SUP,all_trials,D2_minus_D3,6.373963716726923,6.769895724736486,-0.4264806880276451,-0.2957654420824573,-0.3959320080095611,-0.7566831100700908,-0.08842734101647948,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
R_SUP,all_trials,D1_minus_D3,6.607480115832933,6.769895724736486,-0.28592063815417584,-0.057670290052800596,-0.16241560890355158,-0.6917239894648526,0.3520166395111815,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
R_SUP,all_trials,original_budget_minus_variant,,,,,0.0,0.0,0.0,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D0_mean,17.698952470293936,17.698952470293936
R_SUP,all_trials,original_budget_minus_variant,,,,,1.3664283380001927e-16,-2.1862853408003084e-15,2.4595710084003467e-15,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D1_C,6.607480115832932,6.607480115832933
R_SUP,all_trials,original_budget_minus_variant,,,,,0.006649060880038795,-0.06740638466201136,0.08791376424200278,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D2_CV,6.380612777606961,6.373963716726923
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.051153832015467006,-0.1854779561641535,0.0707370970938665,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D3_CVN,6.7187418927210185,6.769895724736486
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.09885065029703209,-0.3519845183179931,0.12008769758119608,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D4_CN,6.905538379000439,7.004389029297473
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.08329704990906214,-0.25406313762672283,0.0680812832837501,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D5_CFULL,6.601360961603802,6.684658011512862
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.0022253902382871615,-0.09790071726818367,0.09326122793906838,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_0,6.282765537505942,6.284990927744231
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.004837500688007086,-0.08027613609725556,0.07768970693768375,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_1,6.406544943669574,6.4113824443575815
R_SUP,all_trials,original_budget_minus_variant,,,,,0.04496480034756349,-0.14382833969462724,0.30105317029411677,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_10,6.497026269073174,6.452061468725612
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.0016374858612831116,-0.08173825927464305,0.08320013696973773,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_11,6.4825611519447,6.484198637805985
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.0065332681274461795,-0.08213011619148029,0.0758952625438602,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_12,6.378639869894784,6.385173138022231
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.1202845664519226,-0.39053908262982673,0.12070104783002239,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_13,6.3705709777218456,6.49085554417377
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.1903917665858919,-0.4646288208808742,0.05285478324103875,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_14,6.436298677966666,6.626690444552559
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.4189432677634606,-0.9249128647911806,-0.0035137720949727867,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_15,6.53035412839317,6.949297396156629
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.14477019444289496,-0.5790257394690952,0.30415301573801085,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_16,6.408996351207518,6.553766545650413
R_SUP,all_trials,original_budget_minus_variant,,,,,0.0038331092610033144,-0.07383450823286745,0.09219547397745491,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_17,6.3860974035633316,6.382264294302331
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.29308366558582793,-0.5640636324957561,-0.03691621093668302,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_18,6.514292821164151,6.807376486749979
R_SUP,all_trials,original_budget_minus_variant,,,,,0.0024036889415415775,-0.09100440614141142,0.10490645694629064,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_19,6.32983510486972,6.327431415928178
R_SUP,all_trials,original_budget_minus_variant,,,,,0.026669672062926388,-0.13307979624196475,0.19971895265988426,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_2,6.2070428476635096,6.180373175600583
R_SUP,all_trials,original_budget_minus_variant,,,,,0.07934564131033064,-0.0849719739973237,0.28363747712320314,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_3,6.5050039487430436,6.425658307432711
R_SUP,all_trials,original_budget_minus_variant,,,,,0.009824456835814498,-0.0716692837793102,0.09558221746030328,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_4,6.436361934562647,6.426537477726833
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.02017342866576208,-0.10614352958515552,0.07308509844397551,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_5,6.3850801267830795,6.405253555448842
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.04362256672972911,-0.19880828046839422,0.10904937246999591,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_6,6.491082505632453,6.534705072362183
R_SUP,all_trials,original_budget_minus_variant,,,,,0.04640493916428189,-0.0740157096234656,0.1955298900522538,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_7,6.32713883512786,6.280733895963579
R_SUP,all_trials,original_budget_minus_variant,,,,,0.036308229537543854,-0.06555957397309167,0.14716129748555928,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_8,6.504615357608675,6.468307128071132
R_SUP,all_trials,original_budget_minus_variant,,,,,-0.06139587380496495,-0.2697965229377958,0.16452362156794498,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_9,6.260522842913501,6.321918716718465
R_SUP,all_trials,original_budget_minus_variant,,,,,1.3664283380001927e-16,-2.1862853408003084e-15,2.4595710084003467e-15,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D7_CPRE,6.607480115832932,6.607480115832933
R_SUP,budget40_count_qc,D2_minus_D3,6.75018902682557,6.743371844125895,-0.02352520215896308,0.04098649250145551,0.006817182699673634,-0.11461478036286903,0.12211477661360307,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
R_SUP,budget40_count_qc,D1_minus_D3,7.20948195885057,6.743371844125895,0.3150453056262042,0.6782232013237316,0.4661101147246733,-0.7380056504570527,1.5739591305511889,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
R_SUP,budget40_count_qc,original_budget_minus_variant,,,,,-0.6020018430176356,-2.3488520305613614,0.45729931885737507,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D1_C,6.607480115832932,7.20948195885057
R_SUP,budget40_count_qc,original_budget_minus_variant,,,,,-0.3695762492186067,-2.054370262012979,1.0417201816557717,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D2_CV,6.380612777606961,6.75018902682557
R_SUP,budget40_count_qc,original_budget_minus_variant,,,,,-0.024629951404877833,-1.7061429988576047,1.3593955207214665,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D3_CVN,6.7187418927210185,6.743371844125895
R_SUP,all_trials_count_qc,D2_minus_D3,6.750337600960644,6.826716204234213,-0.10948492777505302,-0.03411476423513379,-0.07637860327357078,-0.2147074665024003,0.05572394704452935,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
R_SUP,all_trials_count_qc,D1_minus_D3,7.20948195885057,6.826716204234213,0.18277487393942224,0.6135445239692503,0.38276575461635526,-0.881973815821676,1.564846515875142,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
R_SUP,all_trials_count_qc,original_budget_minus_variant,,,,,-0.6020018430176356,-2.3488520305613614,0.45729931885737507,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D1_C,6.607480115832932,7.20948195885057
R_SUP,all_trials_count_qc,original_budget_minus_variant,,,,,-0.36972482335368034,-1.9876761419867597,1.0032109757201038,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D2_CV,6.380612777606961,6.750337600960644
R_SUP,all_trials_count_qc,original_budget_minus_variant,,,,,-0.10797431151319586,-1.6693961379741942,1.2029839727465925,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D3_CVN,6.7187418927210185,6.826716204234213
R_SIM,all_trials,D2_minus_D3,6.724850379002575,6.616340661886306,0.021235276058978392,0.18000507067029034,0.10850971711626888,-0.182464448271905,0.40533724609892,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
R_SIM,all_trials,D1_minus_D3,6.607480115832933,6.616340661886306,-0.09344751444289204,0.060333429791439845,-0.00886054605337295,-0.44382105776285835,0.46674831682967266,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
R_SIM,all_trials,original_budget_minus_variant,,,,,0.0,0.0,0.0,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D0_mean,17.698952470293936,17.698952470293936
R_SIM,all_trials,original_budget_minus_variant,,,,,1.3664283380001927e-16,-2.1862853408003084e-15,2.4595710084003467e-15,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D1_C,6.607480115832932,6.607480115832933
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.0034485882784117084,-0.14350376542372936,0.13902332578119925,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D2_CV,6.721401790724163,6.724850379002575
R_SIM,all_trials,original_budget_minus_variant,,,,,0.08537387149393129,-0.23679928365866726,0.45186337951619665,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D3_CVN,6.701714533380237,6.616340661886306
R_SIM,all_trials,original_budget_minus_variant,,,,,0.16388485609603756,-0.034437875765863664,0.4146992456084472,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D4_CN,6.665395935098892,6.5015110790028565
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.008271344261376639,-0.024478120453756767,0.006956625114689807,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D5_CFULL,6.628050572565706,6.636321916827082
R_SIM,all_trials,original_budget_minus_variant,,,,,0.023696382391199686,-0.11815332364484066,0.1653623868304724,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_0,6.769349282378863,6.745652899987661
R_SIM,all_trials,original_budget_minus_variant,,,,,0.06998225947121466,-0.26264341217547676,0.4205097988301289,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_1,6.8947599808967315,6.824777721425516
R_SIM,all_trials,original_budget_minus_variant,,,,,0.18535282480249704,-0.1731263264514089,0.5350042687797587,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_10,7.127483176547214,6.9421303517447175
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.06158593934903268,-0.48067617189205525,0.35176190921952133,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_11,6.773043242811765,6.834629182160797
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.027189727800490004,-0.18644317915697733,0.12384849603740829,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_12,6.704657324202275,6.731847052002765
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.03473599741308702,-0.48538187431830315,0.44727606217029375,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_13,6.675014927618294,6.709750925031383
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.2962353943442701,-0.7536015746748664,0.07851034506730123,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_14,6.791586445087684,7.087821839431955
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.09834468181361827,-0.4211400260621574,0.15923480716317304,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_15,6.721401790724163,6.819746472537782
R_SIM,all_trials,original_budget_minus_variant,,,,,0.6329336943076714,0.13614965929381243,1.1459882787740274,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_16,7.3874236313107975,6.754489937003127
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.25348344606748935,-0.5303894392275837,-0.01880840361330129,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_17,6.628661798741697,6.882145244809187
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.37538964426663657,-0.7838714473653177,0.017740301116758367,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_18,6.676798853032172,7.0521884972988085
R_SIM,all_trials,original_budget_minus_variant,,,,,0.1915627555778723,-0.7071583528352084,1.191939939661717,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_19,6.796187062757558,6.6046243071796855
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.04927604704355532,-0.2856865251069769,0.1904789940315798,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_2,6.907544217475514,6.956820264519068
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.0034485882784117084,-0.14350376542372936,0.13902332578119925,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_3,6.721401790724163,6.724850379002575
R_SIM,all_trials,original_budget_minus_variant,,,,,0.07573352841740243,-0.10607473014835055,0.2656382766233601,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_4,7.011874683938888,6.9361411555214865
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.04011261584369322,-0.28246665250623354,0.20476894597911866,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_5,6.671999343073021,6.712111958916713
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.05670501555218307,-0.19976425905797512,0.09343969170246426,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_6,6.738712650662309,6.795417666214494
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.06256193750983481,-0.18172096927048217,0.0491044486786282,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_7,6.842442668466276,6.905004605976112
R_SIM,all_trials,original_budget_minus_variant,,,,,0.04232732674881777,-0.16835489684084085,0.26977150636454666,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_8,6.66379407320298,6.621466746454164
R_SIM,all_trials,original_budget_minus_variant,,,,,0.07806815090512842,-0.24620476673052769,0.3983519254528401,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D6_CRANDOM_9,6.968422980010568,6.890354829105439
R_SIM,all_trials,original_budget_minus_variant,,,,,-0.003245886233240223,-0.5441396192252531,0.4960367117802842,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D7_CPRE,6.719631788309365,6.722877674542605
R_SIM,budget40_count_qc,D2_minus_D3,7.222159429726046,7.162020852891152,0.002985908663463133,0.1318143828529942,0.060138576834894625,-0.17876280184692978,0.30212690442600276,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
R_SIM,budget40_count_qc,D1_minus_D3,7.20948195885057,7.162020852891152,-0.12149839766975042,0.16922941309651676,0.04746110595941648,-0.6688174184168302,0.8125740063140425,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
R_SIM,budget40_count_qc,original_budget_minus_variant,,,,,-0.6020018430176356,-2.3488520305613614,0.45729931885737507,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D1_C,6.607480115832932,7.20948195885057
R_SIM,budget40_count_qc,original_budget_minus_variant,,,,,-0.5007576390018837,-1.9321732151553928,0.5754681178897257,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D2_CV,6.721401790724163,7.222159429726046
R_SIM,budget40_count_qc,original_budget_minus_variant,,,,,-0.460306319510915,-1.904169871042371,0.6490768983983422,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D3_CVN,6.701714533380237,7.162020852891152
R_SIM,all_trials_count_qc,D2_minus_D3,7.200254490707865,7.113534562745348,0.008069304372087171,0.15988234443140856,0.0867199279625182,-0.24744005805566846,0.42564236415764484,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
R_SIM,all_trials_count_qc,D1_minus_D3,7.20948195885057,7.113534562745348,-0.022935616348773943,0.18292139963297946,0.0959473961052215,-0.4851323061373557,0.6822744847478472,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,,,
R_SIM,all_trials_count_qc,original_budget_minus_variant,,,,,-0.6020018430176356,-2.3488520305613614,0.45729931885737507,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D1_C,6.607480115832932,7.20948195885057
R_SIM,all_trials_count_qc,original_budget_minus_variant,,,,,-0.4788526999837023,-1.9614802224418248,0.562411302363573,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D2_CV,6.721401790724163,7.200254490707865
R_SIM,all_trials_count_qc,original_budget_minus_variant,,,,,-0.41182002936511,-2.0972613272221388,0.7704382439846459,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,D3_CVN,6.701714533380237,7.113534562745348
