source,child,segment,segment_start_s,auc,n
child_spatial_s11_odd_even_blocks_b0,21,2,240.0,0.49673202614379086,43
child_spatial_s11_odd_even_blocks_b0,21,6,720.0,0.5359477124183006,43
child_spatial_s11_odd_even_blocks_b0,23,1,120.0,0.3766891891891892,45
child_spatial_s11_odd_even_blocks_b0,23,3,360.0,0.4703703703703704,39
child_spatial_s11_odd_even_blocks_b0,29,2,240.0,0.6419753086419753,36
child_spatial_s11_odd_even_blocks_b0,29,5,600.0,0.6397058823529411,42
child_spatial_s11_odd_even_blocks_b0,29,6,720.0,0.4966216216216216,45
child_spatial_s11_odd_even_blocks_b1,3,2,240.0,0.44545454545454544,43
child_spatial_s11_odd_even_blocks_b1,6,1,120.0,0.532051282051282,77
child_spatial_s11_odd_even_blocks_b1,6,2,240.0,0.47435897435897434,87
child_spatial_s11_odd_even_blocks_b1,6,3,360.0,0.5957671957671958,78
child_spatial_s11_odd_even_blocks_b1,6,4,480.0,0.39379084967320266,71
child_spatial_s11_odd_even_blocks_b1,6,5,600.0,0.514456630109671,76
child_spatial_s11_odd_even_blocks_b1,6,6,720.0,0.45292207792207795,85
child_spatial_s11_odd_even_blocks_b1,6,7,840.0,0.42503259452411996,72
child_spatial_s11_odd_even_blocks_b1,8,1,120.0,0.5571428571428572,43
child_spatial_s11_odd_even_blocks_b1,8,2,240.0,0.6114864864864864,45
child_spatial_s11_odd_even_blocks_b1,13,1,120.0,0.47222222222222227,45
child_spatial_s11_odd_even_blocks_b1,13,4,480.0,0.4054054054054054,45
child_spatial_s11_odd_even_blocks_b1,13,5,600.0,0.625,45
child_spatial_s11_odd_even_blocks_b1,15,7,840.0,0.402027027027027,45
child_spatial_s11_odd_even_blocks_b1,18,2,240.0,0.4589285714285714,86
child_spatial_s11_odd_even_blocks_b1,18,3,360.0,0.6166456494325346,74
child_spatial_s11_odd_even_blocks_b1,18,5,600.0,0.5692307692307692,23
child_spatial_s11_odd_even_blocks_b1,20,0,0.0,0.4954545454545455,63
child_spatial_s11_odd_even_blocks_b1,20,1,120.0,0.544,90
child_spatial_s11_odd_even_blocks_b1,20,3,360.0,0.411764705882353,44
child_spatial_s11_odd_even_blocks_b1,20,4,480.0,0.4135802469135802,45
child_spatial_s11_odd_even_blocks_b1,21,2,240.0,0.5189393939393939,41
child_spatial_s11_odd_even_blocks_b1,21,5,600.0,0.3941176470588236,44
child_spatial_s11_odd_even_blocks_b1,21,6,720.0,0.3716216216216216,45
child_spatial_s11_odd_even_blocks_b1,21,7,840.0,0.5107142857142857,43
child_spatial_s11_odd_even_blocks_b1,23,2,240.0,0.46969696969696967,43
child_spatial_s11_odd_even_blocks_b1,23,5,600.0,0.5404411764705882,42
child_spatial_s11_odd_even_blocks_b1,29,1,120.0,0.560096153846154,45
child_spatial_s11_odd_even_blocks_b1,29,7,840.0,0.42361111111111116,44
child_spatial_s22_odd_even_blocks_b0,3,3,360.0,0.5198412698412698,37
child_spatial_s22_odd_even_blocks_b0,3,4,480.0,0.4625,38
child_spatial_s22_odd_even_blocks_b0,3,5,600.0,0.43448275862068964,39
child_spatial_s22_odd_even_blocks_b0,6,1,120.0,0.6295081967213114,76
child_spatial_s22_odd_even_blocks_b0,6,2,240.0,0.5478855721393034,79
child_spatial_s22_odd_even_blocks_b0,6,3,360.0,0.37969924812030076,71
child_spatial_s22_odd_even_blocks_b0,6,4,480.0,0.4913928012519563,80
child_spatial_s22_odd_even_blocks_b0,6,5,600.0,0.44078947368421056,90
child_spatial_s22_odd_even_blocks_b0,6,6,720.0,0.5336538461538461,60
child_spatial_s22_odd_even_blocks_b0,7,0,0.0,0.5104166666666667,44
child_spatial_s22_odd_even_blocks_b0,7,6,720.0,0.5632183908045977,38
child_spatial_s22_odd_even_blocks_b0,8,0,0.0,0.4920634920634921,44
child_spatial_s22_odd_even_blocks_b0,13,1,120.0,0.4088235294117647,44
child_spatial_s22_odd_even_blocks_b0,13,3,360.0,0.7378472222222222,44
child_spatial_s22_odd_even_blocks_b0,13,7,840.0,0.6933333333333334,40
child_spatial_s22_odd_even_blocks_b0,15,2,240.0,0.5925925925925926,45
child_spatial_s22_odd_even_blocks_b0,15,6,720.0,0.45287356321839084,44
child_spatial_s22_odd_even_blocks_b0,16,5,600.0,0.5964285714285714,43
child_spatial_s22_odd_even_blocks_b0,16,6,720.0,0.33984375,40
child_spatial_s22_odd_even_blocks_b0,18,1,120.0,0.38513513513513514,83
child_spatial_s22_odd_even_blocks_b0,18,2,240.0,0.6935897435897436,88
child_spatial_s22_odd_even_blocks_b0,18,3,360.0,0.575031525851198,74
child_spatial_s22_odd_even_blocks_b0,20,0,0.0,0.43070175438596486,91
child_spatial_s22_odd_even_blocks_b0,20,4,480.0,0.3663663663663663,46
child_spatial_s22_odd_even_blocks_b0,20,6,720.0,0.4834834834834834,46
child_spatial_s22_odd_even_blocks_b0,21,2,240.0,0.4738562091503268,43
child_spatial_s22_odd_even_blocks_b0,21,6,720.0,0.5620915032679739,43
child_spatial_s22_odd_even_blocks_b0,23,1,120.0,0.43918918918918914,45
child_spatial_s22_odd_even_blocks_b0,23,3,360.0,0.3555555555555555,39
child_spatial_s22_odd_even_blocks_b0,29,2,240.0,0.2962962962962963,36
child_spatial_s22_odd_even_blocks_b0,29,5,600.0,0.625,42
child_spatial_s22_odd_even_blocks_b0,29,6,720.0,0.3885135135135135,45
child_spatial_s22_odd_even_blocks_b1,3,2,240.0,0.6515151515151516,43
child_spatial_s22_odd_even_blocks_b1,6,1,120.0,0.4544871794871795,77
child_spatial_s22_odd_even_blocks_b1,6,2,240.0,0.745014245014245,87
child_spatial_s22_odd_even_blocks_b1,6,3,360.0,0.5560846560846561,78
child_spatial_s22_odd_even_blocks_b1,6,4,480.0,0.43899782135076254,71
child_spatial_s22_odd_even_blocks_b1,6,5,600.0,0.5927218344965105,76
child_spatial_s22_odd_even_blocks_b1,6,6,720.0,0.3693181818181818,85
child_spatial_s22_odd_even_blocks_b1,6,7,840.0,0.501303780964798,72
child_spatial_s22_odd_even_blocks_b1,8,1,120.0,0.6517857142857143,43
child_spatial_s22_odd_even_blocks_b1,8,2,240.0,0.5912162162162162,45
child_spatial_s22_odd_even_blocks_b1,13,1,120.0,0.39814814814814814,45
child_spatial_s22_odd_even_blocks_b1,13,4,480.0,0.3851351351351351,45
child_spatial_s22_odd_even_blocks_b1,13,5,600.0,0.6689189189189189,45
child_spatial_s22_odd_even_blocks_b1,15,7,840.0,0.5506756756756757,45
child_spatial_s22_odd_even_blocks_b1,18,2,240.0,0.3383928571428571,86
child_spatial_s22_odd_even_blocks_b1,18,3,360.0,0.5069356872635562,74
child_spatial_s22_odd_even_blocks_b1,18,5,600.0,0.5153846153846153,23
child_spatial_s22_odd_even_blocks_b1,20,0,0.0,0.5909090909090909,63
child_spatial_s22_odd_even_blocks_b1,20,1,120.0,0.6782222222222223,90
child_spatial_s22_odd_even_blocks_b1,20,3,360.0,0.3911764705882353,44
child_spatial_s22_odd_even_blocks_b1,20,4,480.0,0.8395061728395061,45
child_spatial_s22_odd_even_blocks_b1,21,2,240.0,0.4753787878787879,41
child_spatial_s22_odd_even_blocks_b1,21,5,600.0,0.5955882352941176,44
child_spatial_s22_odd_even_blocks_b1,21,6,720.0,0.44932432432432434,45
child_spatial_s22_odd_even_blocks_b1,21,7,840.0,0.5892857142857143,43
child_spatial_s22_odd_even_blocks_b1,23,2,240.0,0.41515151515151516,43
child_spatial_s22_odd_even_blocks_b1,23,5,600.0,0.43933823529411764,42
child_spatial_s22_odd_even_blocks_b1,29,1,120.0,0.5240384615384616,45
child_spatial_s22_odd_even_blocks_b1,29,7,840.0,0.4305555555555556,44
child_spatial_s33_odd_even_blocks_b0,3,3,360.0,0.4642857142857142,37
child_spatial_s33_odd_even_blocks_b0,3,4,480.0,0.6166666666666667,38
child_spatial_s33_odd_even_blocks_b0,3,5,600.0,0.6896551724137931,39
child_spatial_s33_odd_even_blocks_b0,6,1,120.0,0.49289617486338794,76
child_spatial_s33_odd_even_blocks_b0,6,2,240.0,0.5273631840796019,79
child_spatial_s33_odd_even_blocks_b0,6,3,360.0,0.44110275689223066,71
child_spatial_s33_odd_even_blocks_b0,6,4,480.0,0.5461658841940532,80
child_spatial_s33_odd_even_blocks_b0,6,5,600.0,0.430921052631579,90
child_spatial_s33_odd_even_blocks_b0,6,6,720.0,0.5288461538461539,60
child_spatial_s33_odd_even_blocks_b0,7,0,0.0,0.4479166666666667,44
child_spatial_s33_odd_even_blocks_b0,7,6,720.0,0.41379310344827586,38
child_spatial_s33_odd_even_blocks_b0,8,0,0.0,0.5492063492063493,44
child_spatial_s33_odd_even_blocks_b0,13,1,120.0,0.3970588235294118,44
child_spatial_s33_odd_even_blocks_b0,13,3,360.0,0.39583333333333337,44
child_spatial_s33_odd_even_blocks_b0,13,7,840.0,0.43333333333333335,40
child_spatial_s33_odd_even_blocks_b0,15,2,240.0,0.48765432098765427,45
child_spatial_s33_odd_even_blocks_b0,15,6,720.0,0.542528735632184,44
child_spatial_s33_odd_even_blocks_b0,16,5,600.0,0.6107142857142858,43
child_spatial_s33_odd_even_blocks_b0,16,6,720.0,0.41015625,40
child_spatial_s33_odd_even_blocks_b0,18,1,120.0,0.4579579579579579,83
child_spatial_s33_odd_even_blocks_b0,18,2,240.0,0.4948717948717949,88
child_spatial_s33_odd_even_blocks_b0,18,3,360.0,0.4451450189155107,74
child_spatial_s33_odd_even_blocks_b0,20,0,0.0,0.5640350877192982,91
child_spatial_s33_odd_even_blocks_b0,20,4,480.0,0.6396396396396395,46
child_spatial_s33_odd_even_blocks_b0,20,6,720.0,0.6396396396396395,46
child_spatial_s33_odd_even_blocks_b0,21,2,240.0,0.5522875816993464,43
child_spatial_s33_odd_even_blocks_b0,21,6,720.0,0.43137254901960786,43
child_spatial_s33_odd_even_blocks_b0,23,1,120.0,0.2668918918918919,45
child_spatial_s33_odd_even_blocks_b0,23,3,360.0,0.4648148148148148,39
child_spatial_s33_odd_even_blocks_b0,29,2,240.0,0.5555555555555556,36
child_spatial_s33_odd_even_blocks_b0,29,5,600.0,0.5698529411764706,42
child_spatial_s33_odd_even_blocks_b0,29,6,720.0,0.625,45
child_spatial_s33_odd_even_blocks_b1,3,2,240.0,0.34545454545454546,43
child_spatial_s33_odd_even_blocks_b1,6,1,120.0,0.45256410256410257,77
child_spatial_s33_odd_even_blocks_b1,6,2,240.0,0.35897435897435903,87
child_spatial_s33_odd_even_blocks_b1,6,3,360.0,0.37142857142857144,78
child_spatial_s33_odd_even_blocks_b1,6,4,480.0,0.2973856209150327,71
child_spatial_s33_odd_even_blocks_b1,6,5,600.0,0.48753738783649053,76
child_spatial_s33_odd_even_blocks_b1,6,6,720.0,0.3717532467532467,85
child_spatial_s33_odd_even_blocks_b1,6,7,840.0,0.3565840938722295,72
child_spatial_s33_odd_even_blocks_b1,8,1,120.0,0.35,43
child_spatial_s33_odd_even_blocks_b1,8,2,240.0,0.3851351351351351,45
child_spatial_s33_odd_even_blocks_b1,13,1,120.0,0.4660493827160494,45
child_spatial_s33_odd_even_blocks_b1,13,4,480.0,0.45270270270270263,45
child_spatial_s33_odd_even_blocks_b1,13,5,600.0,0.5067567567567568,45
child_spatial_s33_odd_even_blocks_b1,15,7,840.0,0.5101351351351351,45
child_spatial_s33_odd_even_blocks_b1,18,2,240.0,0.5,86
child_spatial_s33_odd_even_blocks_b1,18,3,360.0,0.3366960907944514,74
child_spatial_s33_odd_even_blocks_b1,18,5,600.0,0.6076923076923078,23
child_spatial_s33_odd_even_blocks_b1,20,0,0.0,0.5477272727272727,63
child_spatial_s33_odd_even_blocks_b1,20,1,120.0,0.44,90
child_spatial_s33_odd_even_blocks_b1,20,3,360.0,0.2735294117647059,44
child_spatial_s33_odd_even_blocks_b1,20,4,480.0,0.34413580246913583,45
child_spatial_s33_odd_even_blocks_b1,21,2,240.0,0.3181818181818182,41
child_spatial_s33_odd_even_blocks_b1,21,5,600.0,0.6235294117647059,44
child_spatial_s33_odd_even_blocks_b1,21,6,720.0,0.4763513513513513,45
child_spatial_s33_odd_even_blocks_b1,21,7,840.0,0.5678571428571428,43
child_spatial_s33_odd_even_blocks_b1,23,2,240.0,0.6545454545454547,43
child_spatial_s33_odd_even_blocks_b1,23,5,600.0,0.5073529411764707,42
child_spatial_s33_odd_even_blocks_b1,29,1,120.0,0.5805288461538461,45
child_spatial_s33_odd_even_blocks_b1,29,7,840.0,0.5277777777777778,44
