model,task,seed,fold,child,n,n_class1,auc,bacc,ce_bal_bits,j_bits
multitask,bp,22,4,Gd0bf3,869,129,0.46985648439136807,0.4825633773308192,1.0212877988815308,-0.02128779888153076
multitask,bp,22,4,Geb934,908,136,0.4889039164888753,0.47740780249923803,1.0073381662368774,-0.007338166236877441
multitask,bp,22,4,Ga0bd1,96,16,0.43359375,0.4625,1.018836498260498,-0.018836498260498047
single_puretone,pt,22,4,Geda03,580,91,0.48575248881997346,0.4997752758488955,1.002725601196289,-0.0027256011962890625
single_puretone,pt,22,4,Gced13,1416,199,0.5186945409050181,0.49920514652143216,1.0020842552185059,-0.0020842552185058594
single_puretone,pt,22,4,G24ec9,879,138,0.46835944375990135,0.477483424279763,1.0125632286071777,-0.012563228607177734
single_puretone,pt,22,4,G34ded,669,104,0.5725323349217155,0.5735874744724302,0.9866437911987305,0.013356208801269531
single_puretone,pt,22,4,G9d5b8,508,74,0.5237420600323826,0.522761240503176,1.0135762691497803,-0.013576269149780273
single_puretone,pt,22,4,Gef195,797,120,0.5695716395864105,0.5656019202363367,0.9900500774383545,0.009949922561645508
single_bapa,bp,22,4,Geda03,473,71,0.44986335926003784,0.49192418190736453,1.0189595222473145,-0.018959522247314453
single_bapa,bp,22,4,Gbc99f,931,144,0.5342942609063956,0.5267939079486094,1.0040040016174316,-0.004004001617431641
single_bapa,bp,22,4,Gd0bf3,869,129,0.4693012780222083,0.4705059710873664,1.0266698598861694,-0.026669859886169434
single_bapa,bp,22,4,Geb934,908,136,0.49980950929594636,0.5001714416336482,1.0077906847000122,-0.007790684700012207
single_bapa,bp,22,4,Ga0bd1,96,16,0.5125,0.53125,1.0073914527893066,-0.007391452789306641
multitask,pt,33,0,Gee060,740,110,0.5465295815295816,0.5302308802308802,0.9975086450576782,0.0024913549423217773
multitask,pt,33,0,Gb4f11,940,141,0.5023744219281193,0.514601585314977,1.0113966464996338,-0.011396646499633789
multitask,pt,33,0,G889c2,936,141,0.5469958517329051,0.5353137963334671,0.996800422668457,0.0031995773315429688
multitask,pt,33,0,Gdca85,958,145,0.5243712092293337,0.5155617763074183,0.999664306640625,0.000335693359375
multitask,pt,33,0,G73df5,776,124,0.48014174747674654,0.4876558480110825,1.0056267976760864,-0.005626797676086426
multitask,pt,33,0,G39971,88,10,0.5833333333333334,0.55,0.9830408096313477,0.016959190368652344
multitask,bp,33,0,Gb4f11,757,115,0.4664770418529053,0.4690776107273466,1.0184776782989502,-0.018477678298950195
multitask,bp,33,0,Gdca85,882,127,0.5339938467956407,0.5281274443343589,0.999695360660553,0.0003046393394470215
multitask,bp,33,0,Gbc99f,931,144,0.5429946703374275,0.5106593251447127,0.9949417114257812,0.00505828857421875
multitask,bp,33,0,Gef231,939,140,0.49428750223493656,0.4982075809047023,1.0064958333969116,-0.006495833396911621
multitask,bp,33,0,G10afc,800,120,0.49028799019607844,0.4823529411764706,1.0067639350891113,-0.006763935089111328
multitask,bp,33,0,G54009,925,136,0.5366155968090658,0.5153908521583539,0.9997161030769348,0.00028389692306518555
multitask,bp,33,0,Ga0bd1,96,16,0.55,0.49375,1.0017731189727783,-0.0017731189727783203
single_puretone,pt,33,0,Gee060,740,110,0.5242568542568542,0.5248196248196249,1.005162239074707,-0.005162239074707031
single_puretone,pt,33,0,Gb4f11,940,141,0.4778623989206366,0.5070921985815602,1.0231304168701172,-0.023130416870117188
single_puretone,pt,33,0,G889c2,936,141,0.5165217003434587,0.5036263883313261,1.002600073814392,-0.00260007381439209
single_puretone,pt,33,0,Gdca85,958,145,0.532183908045977,0.5435424354243542,0.9997849464416504,0.00021505355834960938
single_puretone,pt,33,0,G73df5,776,124,0.4886329903027904,0.5098951118147635,1.0128815174102783,-0.01288151741027832
single_puretone,pt,33,0,G39971,88,10,0.6,0.6269230769230769,0.9780224561691284,0.021977543830871582
single_bapa,bp,33,0,Gb4f11,757,115,0.4539685764594338,0.44779222538263574,1.0373059511184692,-0.03730595111846924
single_bapa,bp,33,0,Gdca85,882,127,0.5514157584606559,0.5411534650883871,0.9958271384239197,0.004172861576080322
single_bapa,bp,33,0,Gbc99f,931,144,0.5189758929831992,0.49015247776365944,0.9994528293609619,0.0005471706390380859
single_bapa,bp,33,0,Gef231,939,140,0.47566601108528517,0.5101421419631682,1.0130419731140137,-0.013041973114013672
single_bapa,bp,33,0,G10afc,800,120,0.4881801470588235,0.47720588235294115,1.0119571685791016,-0.011957168579101562
single_bapa,bp,33,0,G54009,925,136,0.5245144635801089,0.512101133228957,1.0006262063980103,-0.0006262063980102539
single_bapa,bp,33,0,Ga0bd1,96,16,0.4453125,0.4625,1.0267164707183838,-0.02671647071838379
multitask,pt,33,1,Ga187b,321,39,0.6393889798145117,0.5823786142935079,0.9772448539733887,0.022755146026611328
multitask,pt,33,1,Gef4f4,965,145,0.4778973927670311,0.4819175777964676,1.0110082626342773,-0.011008262634277344
multitask,pt,33,1,Gdd59d,866,131,0.5886742483252844,0.5822558030845926,0.989202618598938,0.010797381401062012
multitask,pt,33,1,G692b6,786,128,0.576189684650456,0.5472311930091185,0.9882808327674866,0.011719167232513428
multitask,pt,33,1,Gcbe0c,1717,259,0.5173692210729247,0.5177664436923697,1.0016186237335205,-0.0016186237335205078
multitask,pt,33,1,Geda03,580,91,0.5907773208386705,0.5309669880222028,0.9901193976402283,0.009880602359771729
multitask,pt,33,1,Gab417,1170,179,0.5044450332320494,0.48282024251785627,1.0045292377471924,-0.004529237747192383
multitask,pt,33,1,G24ec9,879,138,0.4901963660544897,0.4962594613624362,1.0045686960220337,-0.004568696022033691
multitask,pt,33,1,G6a324,811,120,0.5141883743367102,0.5115894838398456,1.0109968185424805,-0.010996818542480469
multitask,bp,33,1,Ga187b,686,109,0.4947132431272161,0.5066303086194012,1.0107269287109375,-0.0107269287109375
multitask,bp,33,1,Gef4f4,956,143,0.524742170498628,0.5192759270250045,1.0016705989837646,-0.0016705989837646484
multitask,bp,33,1,Geda03,473,71,0.45921799453437034,0.4774893139934132,1.009230136871338,-0.00923013687133789
multitask,bp,33,1,Gab417,977,150,0.4543248690044337,0.4555139056831923,1.0119071006774902,-0.011907100677490234
multitask,bp,33,1,Gd5f66,913,139,0.4903147249642147,0.5080679642332645,1.0046603679656982,-0.004660367965698242
multitask,bp,33,1,Gc2dfd,96,14,0.5722996515679443,0.5836236933797909,0.998409628868103,0.0015903711318969727
single_puretone,pt,33,1,Ga187b,321,39,0.4491725768321513,0.47613202400436444,1.0177075862884521,-0.01770758628845215
single_puretone,pt,33,1,Gef4f4,965,145,0.4954878048780487,0.49173675357443225,1.0090043544769287,-0.009004354476928711
single_puretone,pt,33,1,Gdd59d,866,131,0.6061432206470375,0.5751934361530872,0.9856878519058228,0.014312148094177246
single_puretone,pt,33,1,G692b6,786,128,0.6112984422492402,0.5791579597264438,0.9786307215690613,0.02136927843093872
single_puretone,pt,33,1,Gcbe0c,1717,259,0.49995895366265736,0.5005839172505839,1.006645679473877,-0.006645679473876953
single_puretone,pt,33,1,Geda03,580,91,0.588608732780512,0.5267309377738826,0.9921746253967285,0.007825374603271484
single_puretone,pt,33,1,Gab417,1170,179,0.4953435669630022,0.5071255827587956,1.009209394454956,-0.009209394454956055
single_puretone,pt,33,1,G24ec9,879,138,0.5111287136458761,0.531875256703632,1.004336953163147,-0.004336953163146973
single_puretone,pt,33,1,G6a324,811,120,0.46354920405209843,0.4816027496382055,1.032126545906067,-0.032126545906066895
single_bapa,bp,33,1,Ga187b,686,109,0.5457284594469973,0.4969392460210198,1.0024133920669556,-0.0024133920669555664
single_bapa,bp,33,1,Gef4f4,956,143,0.512652783870496,0.4967142328765945,1.0029128789901733,-0.00291287899017334
single_bapa,bp,33,1,Geda03,473,71,0.482727209025296,0.47363534440473687,1.003459095954895,-0.0034590959548950195
single_bapa,bp,33,1,Gab417,977,150,0.5180612656187021,0.5311527609834744,0.9993517398834229,0.0006482601165771484
single_bapa,bp,33,1,Gd5f66,913,139,0.48852545870280517,0.4854581451118175,1.0047657489776611,-0.004765748977661133
single_bapa,bp,33,1,Gc2dfd,96,14,0.5513937282229965,0.5775261324041812,1.0196855068206787,-0.01968550682067871
multitask,pt,33,2,G53de7,827,120,0.5006070249882131,0.47842998585572843,1.0055344104766846,-0.00553441047668457
multitask,pt,33,2,G66eeb,963,147,0.4704215019341069,0.46502350940376147,1.0110585689544678,-0.011058568954467773
multitask,pt,33,2,Gc0a3f,491,67,0.5130773021684032,0.5162982258518727,1.0250029563903809,-0.02500295639038086
multitask,pt,33,2,G34ded,669,104,0.49107385976855006,0.5029526889040163,1.0122687816619873,-0.012268781661987305
multitask,pt,33,2,G89ae0,781,120,0.5103567826525466,0.5084026727181039,1.0150513648986816,-0.01505136489868164
multitask,pt,33,2,Gc4366,97,23,0.43918918918918914,0.4853113983548766,1.0197664499282837,-0.01976644992828369
multitask,bp,33,2,G66eeb,960,144,0.4446699686819172,0.43566176470588236,1.0172100067138672,-0.017210006713867188
multitask,bp,33,2,G3f56e,1435,209,0.5440573850464809,0.5257499004815911,0.9973448514938354,0.0026551485061645508
multitask,bp,33,2,Gd0bf3,869,129,0.5207992876597527,0.5243400377121308,1.002979040145874,-0.0029790401458740234
multitask,bp,33,2,Ga19c3,330,50,0.4836785714285714,0.4982142857142857,1.012871265411377,-0.012871265411376953
multitask,bp,33,2,Ge9402,127,23,0.5390886287625418,0.49184782608695654,1.0016354322433472,-0.001635432243347168
multitask,bp,33,2,Ge0f9d,279,46,0.51254898301922,0.4801735398395223,1.005488395690918,-0.005488395690917969
single_puretone,pt,33,2,G53de7,827,120,0.5042786421499292,0.5214167845355964,1.0090279579162598,-0.009027957916259766
single_puretone,pt,33,2,G66eeb,963,147,0.48734910630919037,0.46559873949579833,1.0073665380477905,-0.007366538047790527
single_puretone,pt,33,2,Gc0a3f,491,67,0.513147704871867,0.495846240495635,1.0177202224731445,-0.01772022247314453
single_puretone,pt,33,2,G34ded,669,104,0.5198689584751531,0.5153165418652145,1.0044174194335938,-0.00441741943359375
single_puretone,pt,33,2,G89ae0,781,120,0.5048537569339384,0.5068267776096823,1.0167003870010376,-0.016700387001037598
single_puretone,pt,33,2,Gc4366,97,23,0.4597532314923619,0.46298472385428907,1.0137639045715332,-0.013763904571533203
single_bapa,bp,33,2,G66eeb,960,144,0.4700563385076253,0.49101307189542487,1.0186101198196411,-0.018610119819641113
single_bapa,bp,33,2,G3f56e,1435,209,0.4970964040681564,0.48736311340415406,1.0137290954589844,-0.013729095458984375
single_bapa,bp,33,2,Gd0bf3,869,129,0.4571548292478525,0.4744186046511628,1.0280627012252808,-0.02806270122528076
single_bapa,bp,33,2,Ga19c3,330,50,0.5473214285714285,0.485,0.9958727359771729,0.0041272640228271484
single_bapa,bp,33,2,Ge9402,127,23,0.48704013377926425,0.4650919732441472,1.0225110054016113,-0.022511005401611328
single_bapa,bp,33,2,Ge0f9d,279,46,0.504431796977048,0.49780742675872364,0.9995723366737366,0.00042766332626342773
multitask,pt,33,3,G8b167,967,141,0.46679717685848227,0.45325674445760994,1.011942982673645,-0.01194298267364502
multitask,pt,33,3,G111cf,785,116,0.5158883562702954,0.5042330292252977,0.9995274543762207,0.0004725456237792969
multitask,pt,33,3,G3e8af,467,69,0.4838686184545917,0.49898040929284104,1.0158953666687012,-0.015895366668701172
multitask,pt,33,3,G1a0f4,960,142,0.5511338200351252,0.5450170460415303,0.9942984580993652,0.005701541900634766
multitask,pt,33,3,G2f024,860,130,0.4695890410958904,0.4662802950474183,1.0128486156463623,-0.012848615646362305
multitask,pt,33,3,Gd6019,416,60,0.47113764044943823,0.4899812734082397,1.0155293941497803,-0.015529394149780273
multitask,pt,33,3,Gef195,797,120,0.5302067946824225,0.5214241752831117,1.0009231567382812,-0.00092315673828125
multitask,bp,33,3,G1a0f4,960,145,0.5338481066215359,0.5246033425005289,0.999012291431427,0.000987708568572998
multitask,bp,33,3,G765c6,865,131,0.5514331177070116,0.5348659442144892,0.9945358037948608,0.00546419620513916
multitask,bp,33,3,G5e733,660,112,0.479242700729927,0.4870307612095933,1.0178816318511963,-0.01788163185119629
multitask,bp,33,3,G8b97c,352,56,0.5064551158301158,0.5086872586872587,1.0089209079742432,-0.008920907974243164
multitask,bp,33,3,G05c9f,868,133,0.5860211753874481,0.5659147869674186,0.9877767562866211,0.012223243713378906
single_puretone,pt,33,3,G8b167,967,141,0.4875757731870245,0.48733106657737024,1.0068769454956055,-0.006876945495605469
single_puretone,pt,33,3,G111cf,785,116,0.5014625534766249,0.4857223854440493,1.00430428981781,-0.004304289817810059
single_puretone,pt,33,3,G3e8af,467,69,0.4498579855800743,0.4469084553200786,1.0212318897247314,-0.021231889724731445
single_puretone,pt,33,3,G1a0f4,960,142,0.55727211680843,0.5172870966631082,0.9973450899124146,0.0026549100875854492
single_puretone,pt,33,3,G2f024,860,130,0.4888461538461538,0.48925184404636457,1.0152796506881714,-0.015279650688171387
single_puretone,pt,33,3,Gd6019,416,60,0.4527855805243446,0.4903558052434457,1.0245802402496338,-0.02458024024963379
single_puretone,pt,33,3,Gef195,797,120,0.5493599212210734,0.5263847858197932,0.9955692291259766,0.0044307708740234375
single_bapa,bp,33,3,G1a0f4,960,145,0.5320033848106622,0.5387137719483817,1.0056545734405518,-0.005654573440551758
single_bapa,bp,33,3,G765c6,865,131,0.5619631008590387,0.5410071343885849,0.992907702922821,0.007092297077178955
single_bapa,bp,33,3,G5e733,660,112,0.4893036366006256,0.5129692387904067,1.0552146434783936,-0.055214643478393555
single_bapa,bp,33,3,G8b97c,352,56,0.4879645270270271,0.48552123552123555,1.0214426517486572,-0.021442651748657227
single_bapa,bp,33,3,G05c9f,868,133,0.5082604470359573,0.509953455066237,1.0066440105438232,-0.006644010543823242
multitask,pt,33,4,Gb184e,901,132,0.514836269062537,0.49526638294518655,1.0020371675491333,-0.0020371675491333008
multitask,pt,33,4,Gb7764,748,112,0.48850937780772685,0.4934579964061096,1.018798589706421,-0.0187985897064209
multitask,pt,33,4,G59a14,888,137,0.5214555774782043,0.5142389223128286,1.0027170181274414,-0.0027170181274414062
multitask,pt,33,4,Gdd369,828,119,0.57676808382027,0.5606310225077337,0.9876877069473267,0.01231229305267334
multitask,pt,33,4,Gced13,1416,199,0.5001486479232646,0.5010508582353014,1.0137133598327637,-0.013713359832763672
multitask,pt,33,4,Ge5576,855,131,0.5807852895280672,0.5398496478427735,0.9938514828681946,0.00614851713180542
multitask,pt,33,4,G30591,659,99,0.48452380952380947,0.475487012987013,1.0139954090118408,-0.01399540901184082
multitask,pt,33,4,G9d5b8,508,74,0.5087339643791257,0.544463818657367,1.020141839981079,-0.0201418399810791
multitask,bp,33,4,G59a14,865,131,0.46121326205878066,0.4620868606610229,1.023436427116394,-0.023436427116394043
multitask,bp,33,4,G13321,964,144,0.5407520325203252,0.5205453929539295,0.9964252710342407,0.0035747289657592773
multitask,bp,33,4,Geb934,908,136,0.4606112846693081,0.47575053337397133,1.0237890481948853,-0.023789048194885254
single_puretone,pt,33,4,Gb184e,901,132,0.5138018678330772,0.5058616069669386,1.0014675855636597,-0.001467585563659668
single_puretone,pt,33,4,Gb7764,748,112,0.48229026280323456,0.4830132524707996,1.0188454389572144,-0.018845438957214355
single_puretone,pt,33,4,G59a14,888,137,0.5092431502522184,0.4970793200307133,1.0075236558914185,-0.007523655891418457
single_puretone,pt,33,4,Gdd369,828,119,0.5536203197781229,0.533773452963696,0.9949957132339478,0.005004286766052246
single_puretone,pt,33,4,Gced13,1416,199,0.4932633586998262,0.4899435550802492,1.011840581893921,-0.011840581893920898
single_puretone,pt,33,4,Ge5576,855,131,0.505024039475349,0.5304763611825735,1.0140365362167358,-0.01403653621673584
single_puretone,pt,33,4,G30591,659,99,0.5167388167388167,0.47864357864357865,1.0038213729858398,-0.0038213729858398438
single_puretone,pt,33,4,G9d5b8,508,74,0.5197409390957778,0.4788578901482127,1.0180214643478394,-0.018021464347839355
single_bapa,bp,33,4,G59a14,865,131,0.4743172410924143,0.474228841233854,1.0174860954284668,-0.017486095428466797
single_bapa,bp,33,4,G13321,964,144,0.5194021002710028,0.48714430894308947,1.0031965970993042,-0.0031965970993041992
single_bapa,bp,33,4,Geb934,908,136,0.45447272173117953,0.4543584273087473,1.021820306777954,-0.0218203067779541
