mode,seed,fold,child,eval_half,shift_samples,auc_shifted,auc_unshifted_input
random_control,33,4,31,odd,0,0.5549941388091677,0.5549941388091677
random_control,33,4,47,even,0,0.4870941322554226,0.4870941322554226
random_control,33,4,47,odd,0,0.49923707800877354,0.49923707800877354
random_control,33,4,49,even,0,0.5365113350125944,0.5365113350125944
random_control,33,4,49,odd,0,0.599776600166251,0.599776600166251
random_control,33,4,52,even,30,0.49216693821280866,0.5500814638425867
random_control,33,4,52,odd,30,0.5265243744495675,0.5035357198362949
random_control,33,4,60,even,30,0.632936507936508,0.47281323877068554
random_control,33,4,60,odd,30,0.43373001453488375,0.4996820494186046
random_control,33,4,63,even,0,0.43314477091072834,0.43314477091072834
random_control,33,4,63,odd,0,0.5743183817062445,0.5743183817062445
random_control,33,4,65,even,0,0.5635623409669211,0.5635623409669211
random_control,33,4,65,odd,0,0.5648832050110923,0.5648832050110923
random_control,33,4,67,even,-20,0.4452397910731244,0.5142094017094018
random_control,33,4,67,odd,-20,0.46606607410580425,0.5445223816663097
random_control,33,4,72,even,0,0.49626436781609196,0.49626436781609196
random_control,33,4,72,odd,0,0.5092915214866434,0.5092915214866434
