representation,probability_mode,family,model,intervention,ce_increase_bits,perturbed_ce_bits,ci_lower,ci_upper,n_candidates,n_bootstrap,OOD_diagnostic,seed
L0,raw,linear,C_LR,opposite_class_first,0.00293076515120654,1.0010194318416816,0.0012785164717411886,0.004712761604064046,60,2000,True,20260917
L0,raw,linear,C_LR,opposite_class_second,0.0037558198966090787,1.0018444865870844,0.0017754567307223994,0.005928079668526922,60,2000,True,20260917
L0,raw,linear,C_LR,same_class_first,-0.0003114210134871102,0.9977772456769881,-0.001151973065926703,0.0004710334091897522,60,2000,True,20260917
L0,raw,linear,C_LR,same_class_second,-8.265585742445736e-05,0.9980060108330508,-0.0008106212043898762,0.0006372249330150875,60,2000,True,20260917
L0,raw,linear,C_LR,zero_first,0.0005378906426801722,0.9986265573331554,-0.00025670482089845036,0.001350615469912994,60,2000,True,20260917
L0,raw,linear,C_LR,zero_second,0.0010328889921215852,0.9991215556825968,0.00017969026852710448,0.0019748236254638904,60,2000,True,20260917
L0,raw,linear,C_RR,opposite_class_first,0.0028634182601232775,1.0008341709596211,0.0012798744966800082,0.0044973964584356955,60,2000,True,20260917
L0,raw,linear,C_RR,opposite_class_second,0.002863418260123274,1.0008341709596211,0.0012798744966800045,0.004497396458435691,60,2000,True,20260917
L0,raw,linear,C_RR,same_class_first,-0.0007037523073421906,0.9972670003921557,-0.001443552140695034,-8.981033111224572e-05,60,2000,True,20260917
L0,raw,linear,C_RR,same_class_second,-0.0007037523073421869,0.9972670003921557,-0.001443552140695032,-8.981033111224187e-05,60,2000,True,20260917
L0,raw,linear,C_RR,zero_first,0.0005770955547610942,0.9985478482542588,-0.00012219589123061743,0.0013142463583991851,60,2000,True,20260917
L0,raw,linear,C_RR,zero_second,0.0005770955547610942,0.9985478482542588,-0.00012219589123061743,0.0013142463583991851,60,2000,True,20260917
R_RAND,calibrated,linear,C_LL,opposite_class_first,0.001991385665137733,1.000454887531051,0.0007622156801244733,0.0032214232474543835,60,2000,True,20260917
R_RAND,calibrated,linear,C_LL,opposite_class_second,0.001991385665137735,1.000454887531051,0.0007622156801244716,0.0032214232474543835,60,2000,True,20260917
R_RAND,calibrated,linear,C_LL,same_class_first,-0.0004180837487932724,0.9980454181171198,-0.0008841750028951523,3.079495544719104e-05,60,2000,True,20260917
R_RAND,calibrated,linear,C_LL,same_class_second,-0.0004180837487932706,0.9980454181171198,-0.0008841750028951414,3.0794955447194876e-05,60,2000,True,20260917
R_RAND,calibrated,linear,C_LL,zero_first,0.00044548414914548454,0.9989089860150587,-0.0001629345403038098,0.0010396601221070905,60,2000,True,20260917
R_RAND,calibrated,linear,C_LL,zero_second,0.00044548414914548454,0.9989089860150587,-0.0001629345403038098,0.0010396601221070905,60,2000,True,20260917
R_RAND,calibrated,linear,C_LR,opposite_class_first,0.0031180802074641523,1.0014959422433478,0.0014890741627665177,0.004750783531201724,60,2000,True,20260917
R_RAND,calibrated,linear,C_LR,opposite_class_second,0.0028528794165733266,1.001230741452457,0.00109170237574802,0.004550191938052144,60,2000,True,20260917
R_RAND,calibrated,linear,C_LR,same_class_first,-0.0001782717732239203,0.9981995902626597,-0.0008457833659865906,0.0004695856452710307,60,2000,True,20260917
R_RAND,calibrated,linear,C_LR,same_class_second,0.0001832486801602177,0.998561110716044,-0.0004009079674174348,0.0007639649929457344,60,2000,True,20260917
R_RAND,calibrated,linear,C_LR,zero_first,0.0007951924160003028,0.9991730544518839,-1.4527925631963944e-06,0.0016013682888818843,60,2000,True,20260917
R_RAND,calibrated,linear,C_LR,zero_second,0.00039179015169786465,0.9987696521875816,-0.00047675152129355366,0.001212487011406699,60,2000,True,20260917
R_RAND,calibrated,linear,C_RR,opposite_class_first,0.0017922419557070339,1.0007901412030613,0.00042504641447866856,0.003117790710892519,60,2000,True,20260917
R_RAND,calibrated,linear,C_RR,opposite_class_second,0.0017922419557070228,1.0007901412030613,0.00042504641447865376,0.003117790710892515,60,2000,True,20260917
R_RAND,calibrated,linear,C_RR,same_class_first,-0.0003855445703576747,0.9986123546769965,-0.0008233731663524101,2.2802909990697653e-05,60,2000,True,20260917
R_RAND,calibrated,linear,C_RR,same_class_second,-0.0003855445703576784,0.9986123546769965,-0.0008233731663524139,2.280290999069756e-05,60,2000,True,20260917
R_RAND,calibrated,linear,C_RR,zero_first,0.0001196125891234893,0.9991175118364777,-0.0005585613404465447,0.0007850278327487483,60,2000,True,20260917
R_RAND,calibrated,linear,C_RR,zero_second,0.0001196125891234893,0.9991175118364777,-0.0005585613404465447,0.0007850278327487483,60,2000,True,20260917
R_RAND,raw,linear,C_LL,opposite_class_first,0.0021361032772723018,1.0008976826182308,0.0005955818027269033,0.003629673270616067,60,2000,True,20260917
R_RAND,raw,linear,C_LL,opposite_class_second,0.002136103277272298,1.0008976826182308,0.0005955818027268922,0.0036296732706160694,60,2000,True,20260917
R_RAND,raw,linear,C_LL,same_class_first,-0.000764589831630073,0.9979969895093282,-0.0013527453046780487,-0.00016894207581694164,60,2000,True,20260917
R_RAND,raw,linear,C_LL,same_class_second,-0.0007645898316300785,0.9979969895093282,-0.0013527453046780576,-0.00016894207581694365,60,2000,True,20260917
R_RAND,raw,linear,C_LL,zero_first,5.2365484468480664e-05,0.9988139448254268,-0.0007192897905483152,0.0007771345206640131,60,2000,True,20260917
R_RAND,raw,linear,C_LL,zero_second,5.2365484468480664e-05,0.9988139448254268,-0.0007192897905483152,0.0007771345206640131,60,2000,True,20260917
R_RAND,raw,linear,C_LR,opposite_class_first,0.0030919552653206617,1.0018055161494042,0.0013748439298780903,0.004774121471891503,60,2000,True,20260917
R_RAND,raw,linear,C_LR,opposite_class_second,0.002831089831858389,1.0015446507159416,0.000930552172195998,0.00465250259005833,60,2000,True,20260917
R_RAND,raw,linear,C_LR,same_class_first,-0.00018877431726535554,0.998524786566818,-0.0009491576960379163,0.0005537881798540365,60,2000,True,20260917
R_RAND,raw,linear,C_LR,same_class_second,0.00025736987030782756,0.998970930754391,-0.00035022424532260186,0.000925021506330089,60,2000,True,20260917
R_RAND,raw,linear,C_LR,zero_first,0.000584146529124228,0.9992977074132076,-0.00024707222914409425,0.0014298818715334175,60,2000,True,20260917
R_RAND,raw,linear,C_LR,zero_second,0.00021776808704861427,0.9989313289711319,-0.0007045638321060651,0.0011221123005736655,60,2000,True,20260917
R_RAND,raw,linear,C_RR,opposite_class_first,0.002244628776651157,1.001134798004581,0.000556463878410008,0.0039238607154520105,60,2000,True,20260917
R_RAND,raw,linear,C_RR,opposite_class_second,0.0022446287766511547,1.001134798004581,0.000556463878410008,0.003923860715452012,60,2000,True,20260917
R_RAND,raw,linear,C_RR,same_class_first,-0.0007276701576976963,0.9981624990702322,-0.0012566282605064307,-0.00022116935984527338,60,2000,True,20260917
R_RAND,raw,linear,C_RR,same_class_second,-0.0007276701576976889,0.9981624990702322,-0.0012566282605064234,-0.0002211693598452731,60,2000,True,20260917
R_RAND,raw,linear,C_RR,zero_first,-1.7202428369283983e-05,0.9988729667995605,-0.0008399226667939736,0.0007959090991848422,60,2000,True,20260917
R_RAND,raw,linear,C_RR,zero_second,-1.7202428369283983e-05,0.9988729667995605,-0.0008399226667939736,0.0007959090991848422,60,2000,True,20260917
R_SUP,calibrated,linear,C_LL,opposite_class_first,-0.0011650964361042849,1.0078037996850466,-0.005063721412085928,0.002475760618574618,60,2000,True,20260917
R_SUP,calibrated,linear,C_LL,opposite_class_second,-0.0011650964361042812,1.0078037996850466,-0.00506372141208592,0.002475760618574618,60,2000,True,20260917
R_SUP,calibrated,linear,C_LL,same_class_first,-0.007661472658428884,1.0013074234627222,-0.009213902855375112,-0.006128447928787295,60,2000,True,20260917
R_SUP,calibrated,linear,C_LL,same_class_second,-0.007661472658428884,1.0013074234627222,-0.009213902855375107,-0.006128447928787283,60,2000,True,20260917
R_SUP,calibrated,linear,C_LL,zero_first,-0.008476708516428781,1.0004921876047221,-0.010537437227195644,-0.006459119631389684,60,2000,True,20260917
R_SUP,calibrated,linear,C_LL,zero_second,-0.008476708516428781,1.0004921876047221,-0.010537437227195644,-0.006459119631389684,60,2000,True,20260917
R_SUP,calibrated,linear,C_LR,opposite_class_first,0.008467596422423028,1.0251433784303432,0.0018941431157152946,0.01466916263020973,60,2000,True,20260917
R_SUP,calibrated,linear,C_LR,opposite_class_second,0.01462768727498048,1.0313034692829006,0.008327811402249294,0.02083090808074221,60,2000,True,20260917
R_SUP,calibrated,linear,C_LR,same_class_first,-0.0018610248034030348,1.014814757204517,-0.004158635824251762,0.0005152312981137399,60,2000,True,20260917
R_SUP,calibrated,linear,C_LR,same_class_second,-0.0025954984719682144,1.0140802835359517,-0.0053818882801154894,0.00025537938511154153,60,2000,True,20260917
R_SUP,calibrated,linear,C_LR,zero_first,-0.00939548472946746,1.0072802972784527,-0.012850402089344305,-0.005960755446379094,60,2000,True,20260917
R_SUP,calibrated,linear,C_LR,zero_second,-0.009181247472347132,1.007494534535573,-0.012494399544635621,-0.005833326483849382,60,2000,True,20260917
R_SUP,calibrated,linear,C_RR,opposite_class_first,0.0018285688479144247,1.0102926305378552,-0.0021649795755064945,0.0058638782982092024,60,2000,True,20260917
R_SUP,calibrated,linear,C_RR,opposite_class_second,0.0018285688479144247,1.0102926305378552,-0.0021649795755064945,0.005863878298209203,60,2000,True,20260917
R_SUP,calibrated,linear,C_RR,same_class_first,-0.009352472527253342,0.9991115891626875,-0.011101888703033174,-0.007555661029209729,60,2000,True,20260917
R_SUP,calibrated,linear,C_RR,same_class_second,-0.009352472527253332,0.9991115891626875,-0.011101888703033176,-0.007555661029209724,60,2000,True,20260917
R_SUP,calibrated,linear,C_RR,zero_first,-0.009061463450268342,0.9994025982396723,-0.011227857796874567,-0.006818906985463505,60,2000,True,20260917
R_SUP,calibrated,linear,C_RR,zero_second,-0.009061463450268342,0.9994025982396723,-0.011227857796874567,-0.006818906985463505,60,2000,True,20260917
R_SUP,raw,linear,C_LL,opposite_class_first,-0.0013176674668658147,1.0081267649553258,-0.005329653584615806,0.0024252570121888516,60,2000,True,20260917
R_SUP,raw,linear,C_LL,opposite_class_second,-0.001317667466865822,1.0081267649553258,-0.005329653584615801,0.0024252570121888377,60,2000,True,20260917
R_SUP,raw,linear,C_LL,same_class_first,-0.008019408342453009,1.0014250240797389,-0.009679718087528768,-0.006396937277933933,60,2000,True,20260917
R_SUP,raw,linear,C_LL,same_class_second,-0.008019408342453026,1.0014250240797389,-0.00967971808752878,-0.006396937277933955,60,2000,True,20260917
R_SUP,raw,linear,C_LL,zero_first,-0.00888665920265356,1.0005577732195383,-0.011017358494831831,-0.00679836495809135,60,2000,True,20260917
R_SUP,raw,linear,C_LL,zero_second,-0.00888665920265356,1.0005577732195383,-0.011017358494831831,-0.00679836495809135,60,2000,True,20260917
R_SUP,raw,linear,C_LR,opposite_class_first,0.0086851068740889,1.0271419432444118,0.002052567195438967,0.015187240526886359,60,2000,True,20260917
R_SUP,raw,linear,C_LR,opposite_class_second,0.014990488701256929,1.0334473250715799,0.008594155214477631,0.021419837247321685,60,2000,True,20260917
R_SUP,raw,linear,C_LR,same_class_first,-0.0018854362405569794,1.0165714001297659,-0.00429259918986044,0.0005378643566955252,60,2000,True,20260917
R_SUP,raw,linear,C_LR,same_class_second,-0.002954818012226664,1.0155020183580963,-0.005810118674144736,7.657355058400481e-06,60,2000,True,20260917
R_SUP,raw,linear,C_LR,zero_first,-0.010315544582097854,1.008141291788225,-0.013923157942559872,-0.006806878820804886,60,2000,True,20260917
R_SUP,raw,linear,C_LR,zero_second,-0.010087691949225137,1.0083691444210978,-0.013595877790421266,-0.006690512707787537,60,2000,True,20260917
R_SUP,raw,linear,C_RR,opposite_class_first,0.002003559254653812,1.010124393565397,-0.00195722831857182,0.0059988660894496745,60,2000,True,20260917
R_SUP,raw,linear,C_RR,opposite_class_second,0.0020035592546538213,1.010124393565397,-0.0019572283185718066,0.005998866089449686,60,2000,True,20260917
R_SUP,raw,linear,C_RR,same_class_first,-0.00933482595219844,0.9987860083585447,-0.01119333340915939,-0.007493569980014743,60,2000,True,20260917
R_SUP,raw,linear,C_RR,same_class_second,-0.009334825952198438,0.9987860083585447,-0.011193333409159402,-0.007493569980014749,60,2000,True,20260917
R_SUP,raw,linear,C_RR,zero_first,-0.008848060185761576,0.9992727741249815,-0.010980808722950364,-0.006666762343345695,60,2000,True,20260917
R_SUP,raw,linear,C_RR,zero_second,-0.008848060185761576,0.9992727741249815,-0.010980808722950364,-0.006666762343345695,60,2000,True,20260917
