mode,variant,baseline,augmented,n,estimate,ci_lower,ci_upper,n_candidates,n_bootstrap,seed,effect,gain_definition,valid,leave_one_out_min,leave_one_out_max,positive_folds,fold_min,fold_max
L0,budget40,D1_C,D6_CRANDOM_4,52,0.1352995555524654,-0.41819513198378816,0.6994041890184808,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.0004179304517497726,0.24639239244570674,2,-0.23486921848729594,0.9885276458701483
L0,budget40,D1_C,D6_CRANDOM_5,52,0.04529448469897828,-0.6699148972641352,0.7545262237016066,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.09135194571259003,0.1596691301385341,2,-1.3551548818132495,1.8253405808375185
L0,budget40,D1_C,D6_CRANDOM_6,52,0.1352995555524654,-0.41819513198378816,0.6994041890184808,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.0004179304517497726,0.24639239244570674,2,-0.23486921848729594,0.9885276458701483
L0,budget40,D1_C,D6_CRANDOM_7,52,-0.5319883065113656,-1.3655079390184865,0.24225204346893514,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.6448380162567274,-0.38259326153119944,2,-2.0209711495844274,0.9885276458701483
L0,budget40,D1_C,D6_CRANDOM_8,52,0.3152459515023037,-0.5062524077257349,1.1890628386417919,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.06297061702621828,0.45073872644004087,2,-0.3006925157296081,1.8008782180095664
L0,budget40,D1_C,D6_CRANDOM_9,52,0.1352995555524654,-0.41819513198378816,0.6994041890184808,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.0004179304517497726,0.24639239244570674,2,-0.23486921848729594,0.9885276458701483
L0,budget40,D1_C,D7_CPRE,52,-0.06646211426130372,-0.380751276899905,0.2114589400030385,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.1308767771303936,0.039093563601100084,0,-0.3141845401443449,0.0
L0,budget40,D2_CV,D3_CVN,52,0.0,0.0,0.0,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.0,0.0,0,0.0,0.0
L0,budget40_count_qc,D1_C,D2_CV,52,0.24054991149451566,-0.5306058681227191,1.0292655829824442,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.05043443944127351,0.37239306459273214,3,-0.49586997593052795,1.3873440595226754
L0,budget40_count_qc,D1_C,D3_CVN,52,-0.0006709657538821126,-0.832705268555631,0.8546466280153454,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.19551625892964186,0.13280330120518558,2,-1.2121959339217176,1.3873440595226754
L0,budget40_count_qc,D2_CV,D3_CVN,52,-0.24122087724839775,-0.6170142046686309,0.06500648663319251,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.2885210344271134,-0.12272545491226214,0,-1.2543485616916683,0.0
R_SIM,all_trials,D1_C,D2_CV,52,-0.11737026316964183,-0.43054615566788473,0.1975918271017712,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.18584447517550978,-0.053462074589629836,1,-0.7333317650782767,0.22701814186303437
R_SIM,all_trials,D1_C,D3_CVN,52,-0.00886054605337295,-0.44382105776285835,0.46674831682967266,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.09344751444289204,0.060333429791439845,2,-0.7333317650782767,0.8282323923494601
R_SIM,all_trials,D1_C,D4_CN,52,0.10596903683007702,-0.19987900036631578,0.42613903785716023,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.028668844240821955,0.1774145731235849,1,-0.2678731200944814,0.84569942362033
R_SIM,all_trials,D1_C,D5_CFULL,52,-0.028841800994149673,-0.11146934052562826,0.052038337952797296,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.04783773206540234,-0.0056459909404530184,0,-0.13634305924507117,0.0
R_SIM,all_trials,D1_C,D6_CRANDOM_0,52,-0.13817278415472872,-0.46138036316026443,0.18543544667303077,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.20705488872893174,-0.07467248814305177,1,-0.7333317650782767,0.22701814186303437
R_SIM,all_trials,D1_C,D6_CRANDOM_1,52,-0.21729760559258396,-0.8064454520431823,0.3349097614320512,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.3107106103444196,-0.054941348758696607,2,-0.7333317650782767,0.4665636774113565
R_SIM,all_trials,D1_C,D6_CRANDOM_10,52,-0.3346502359117845,-1.1275667761053492,0.4972094866147837,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.44465903027476344,-0.16360830392140616,2,-2.2449218656698564,0.8230357683821928
R_SIM,all_trials,D1_C,D6_CRANDOM_11,52,-0.2271490663278648,-0.7893182896405145,0.31334498073061545,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.33325167113941895,-0.12979165104137086,1,-0.7949209515123399,0.22701814186303437
R_SIM,all_trials,D1_C,D6_CRANDOM_12,52,-0.12436693616983245,-0.4441479258953983,0.19905411782522492,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.1929783378423708,-0.06059593725649086,1,-0.7333317650782767,0.19063544226204315
R_SIM,all_trials,D1_C,D6_CRANDOM_13,52,-0.1022708091984489,-0.5241207664731731,0.3064481438760474,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.15362999484310527,-0.031574538582883296,2,-0.8717698878177849,0.2751051952829847
R_SIM,all_trials,D1_C,D6_CRANDOM_14,52,-0.48034172359902116,-1.1759449604235928,0.11226397899356824,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.532153156804855,-0.23991690511396946,1,-2.4491968507444337,0.22701814186303437
R_SIM,all_trials,D1_C,D6_CRANDOM_15,52,-0.2122663567048484,-0.5372688567041369,0.09817180176214708,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.26980301083166763,-0.1292854325703302,1,-1.1819314799719804,0.22701814186303437
R_SIM,all_trials,D1_C,D6_CRANDOM_16,52,-0.1470098211701938,-0.6040321108485038,0.2793795539486978,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.21255672015875093,-0.06469107923445273,2,-1.0679711647720196,0.22701814186303437
R_SIM,all_trials,D1_C,D6_CRANDOM_17,52,-0.2746651289762539,-0.6355310886981819,0.08183503585253998,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.34622355403715344,-0.19978905304518035,1,-1.024543251332838,0.4336280910014899
R_SIM,all_trials,D1_C,D6_CRANDOM_18,52,-0.4447083814658758,-0.8797987908407494,0.03472810603348489,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.550431648334521,-0.35727195929379413,0,-1.3002508715218624,0.0
R_SIM,all_trials,D1_C,D6_CRANDOM_19,52,0.0028558086532472025,-0.8585637241275859,0.8767087262579154,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.21175681525525145,0.2594132392772427,2,-0.795977635476453,0.8057453955732825
R_SIM,all_trials,D1_C,D6_CRANDOM_2,52,-0.349340148686136,-0.8582524635648553,0.17181501157989137,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.4461096809066868,-0.25519510931262956,1,-1.0388433611161743,0.22701814186303437
R_SIM,all_trials,D1_C,D6_CRANDOM_3,52,-0.11737026316964183,-0.43054615566788473,0.1975918271017712,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.18584447517550978,-0.053462074589629836,1,-0.7333317650782767,0.22701814186303437
R_SIM,all_trials,D1_C,D6_CRANDOM_4,52,-0.3286610396885531,-0.8052044501088937,0.13019572051359615,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.4072859762194788,-0.19020426820304176,0,-0.871693896035304,0.0
R_SIM,all_trials,D1_C,D6_CRANDOM_5,52,-0.10463184308378128,-0.5702228306623688,0.3503716746934493,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.2216830754092903,-0.0401899299627595,2,-0.7333317650782767,0.22701814186303437
R_SIM,all_trials,D1_C,D6_CRANDOM_6,52,-0.18793755038155893,-0.5610454643255409,0.16720067949795125,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.24315815635152255,-0.10314833861056474,1,-1.0824113493306464,0.24405579103867225
R_SIM,all_trials,D1_C,D6_CRANDOM_7,52,-0.2975244901431782,-0.6470219301007638,0.026860885937432036,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.36953113797205667,-0.23714873738617673,1,-0.9674805490214566,0.22701814186303437
R_SIM,all_trials,D1_C,D6_CRANDOM_8,52,-0.013986630621229752,-0.30594966311685057,0.2650865655193759,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.06698758414298302,0.0663523764294383,2,-0.5518088879423256,0.34642351189297715
R_SIM,all_trials,D1_C,D6_CRANDOM_9,52,-0.28287471327250696,-0.6363491810828465,0.06081591778165693,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.33387206982285406,-0.2140333907839082,1,-1.266426227006385,0.22701814186303437
R_SIM,all_trials,D1_C,D7_CPRE,52,-0.11539755870967205,-0.8007140875535927,0.5502315815369981,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.21597915616537797,0.00691845742406107,1,-1.2905677958111716,1.1672405479793255
R_SIM,all_trials,D2_CV,D3_CVN,52,0.10850971711626888,-0.182464448271905,0.40533724609892,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.021235276058978392,0.18000507067029034,1,-0.2678731200944814,0.8589109611085277
R_SIM,all_trials_count_qc,D1_C,D2_CV,52,0.009227468142703298,-0.45331325817563756,0.5069173996644935,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.1062776641978589,0.09450108092609814,3,-1.0805766266126817,0.6826718100528921
R_SIM,all_trials_count_qc,D1_C,D3_CVN,52,0.0959473961052215,-0.4851323061373557,0.6822744847478472,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.022935616348773943,0.18292139963297946,4,-1.0805766266126817,0.9033536104691422
R_SIM,all_trials_count_qc,D2_CV,D3_CVN,52,0.0867199279625182,-0.24744005805566846,0.42564236415764484,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,0.008069304372087171,0.15988234443140856,2,0.0,0.22068180041625
R_SIM,budget40,D1_C,D2_CV,52,-0.11392167489122998,-0.5229184607596631,0.2842869818444789,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.206243695744054,-0.03911832491961808,2,-0.7015616339046737,0.4155097212243405
R_SIM,budget40,D1_C,D3_CVN,52,-0.09423441754730409,-0.6182824325410708,0.3978453737254357,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.18617041374632562,-0.01904504292188972,3,-0.7015616339046737,0.4155097212243405
R_SIM,budget40,D1_C,D4_CN,52,-0.057915819265960414,-0.27030582249939233,0.1273578799411649,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.1003795956306929,0.016073261705382518,0,-0.27378387289363104,0.0
R_SIM,budget40,D1_C,D5_CFULL,52,-0.020570456732772895,-0.10415737525009597,0.05991108473354756,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.040362063517988545,0.00438451086738393,0,-0.09724215910038096,0.0
R_SIM,budget40,D1_C,D6_CRANDOM_0,52,-0.16186916654592828,-0.5614666964058855,0.2482213788698757,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.25513133429394247,-0.08800596346950654,1,-0.7015616339046737,0.4155097212243405
R_SIM,budget40,D1_C,D6_CRANDOM_1,52,-0.2872798650637985,-0.9459999007221243,0.36025209117626333,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.39435680861619304,-0.1455251764874939,1,-0.9495142819294997,0.5636167270632917
R_SIM,budget40,D1_C,D6_CRANDOM_10,52,-0.5200030607142814,-1.3098197091914616,0.3011124039918475,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.6511213440130313,-0.35837892625814843,1,-2.463485317229818,0.8323853043036067
R_SIM,budget40,D1_C,D6_CRANDOM_11,52,-0.165563126978832,-0.6088739678857301,0.3080027787738344,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.28442119004321587,-0.059986130104739466,2,-0.7784517737316993,0.4155097212243405
R_SIM,budget40,D1_C,D6_CRANDOM_12,52,-0.09717720836934231,-0.5091140037344345,0.3134362859510336,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.18917090634918812,-0.022045535524752212,2,-0.7015616339046737,0.5025809471381564
R_SIM,budget40,D1_C,D6_CRANDOM_13,52,-0.06753481178536173,-0.6420064201385869,0.5369986370220874,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.16147218712186,0.022116930415399607,3,-1.0415177779635607,0.4487649814049412
R_SIM,budget40,D1_C,D6_CRANDOM_14,52,-0.18410632925475093,-0.6373796773411267,0.24895912684453392,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.269921805141701,-0.07852126839794976,2,-1.0333436363504092,0.4155097212243405
R_SIM,budget40,D1_C,D6_CRANDOM_15,52,-0.11392167489122998,-0.5229184607596631,0.2842869818444789,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.206243695744054,-0.03911832491961808,2,-0.7015616339046737,0.4155097212243405
R_SIM,budget40,D1_C,D6_CRANDOM_16,52,-0.779943515477865,-1.47922039228156,-0.10110084721931237,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.9510860876022502,-0.6536246920050444,1,-1.781823672882194,0.06501347212931563
R_SIM,budget40,D1_C,D6_CRANDOM_17,52,-0.021181682908764408,-0.4442011008083267,0.40377822107192934,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.11168527254624594,0.055440098278189964,2,-0.7015616339046737,0.5472614304381367
R_SIM,budget40,D1_C,D6_CRANDOM_18,52,-0.06931873719923914,-0.6351762974302044,0.5550244986342254,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.2416073979268318,0.013397524360230456,2,-0.9997371439120656,0.8978134960492625
R_SIM,budget40,D1_C,D6_CRANDOM_19,52,-0.18870694692462495,-0.6619579480748153,0.27816817539020555,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.27601041047787417,-0.10809104929397019,1,-0.8092999130270406,0.4155097212243405
R_SIM,budget40,D1_C,D6_CRANDOM_2,52,-0.3000641016425805,-0.802074720334709,0.2228960478829256,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.39603597400033297,-0.22891060317589706,2,-0.8799460173700208,0.4155097212243405
R_SIM,budget40,D1_C,D6_CRANDOM_3,52,-0.11392167489122998,-0.5229184607596631,0.2842869818444789,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.206243695744054,-0.03911832491961808,2,-0.7015616339046737,0.4155097212243405
R_SIM,budget40,D1_C,D6_CRANDOM_4,52,-0.40439456810595537,-0.9313383710754001,0.10289847859736656,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.5024121358845582,-0.26265028453533956,1,-1.0949493234922314,0.06501347212931563
R_SIM,budget40,D1_C,D6_CRANDOM_5,52,-0.06451922724008792,-0.5072961706312344,0.3721317482266892,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.15587257264877188,0.01125279817566403,2,-0.7015616339046737,0.4155097212243405
R_SIM,budget40,D1_C,D6_CRANDOM_6,52,-0.13123253482937572,-0.5748124388485049,0.297557916352952,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.21016976058355494,-0.05240808813156963,2,-0.8675402808161107,0.5080697611485633
R_SIM,budget40,D1_C,D6_CRANDOM_7,52,-0.23496255263334326,-0.6339006000608414,0.15907198763293678,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.3296579240301303,-0.16253255320569435,2,-0.9306106697518999,0.4155097212243405
R_SIM,budget40,D1_C,D6_CRANDOM_8,52,-0.05631395737004738,-0.48759426326572547,0.3873752458486328,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.1509450026343309,0.019618955690215167,2,-0.7015616339046737,0.413980615347581
R_SIM,budget40,D1_C,D6_CRANDOM_9,52,-0.3609428641776352,-0.9015064785030089,0.13825778995279628,52,2000,20260917,baseline_minus_augmented,baseline - augmented,True,-0.44272772223919715,-0.26201644082497294,2,-1.560309907535216,0.4155097212243405
