seed,stratum,child,n,n_dev,dev_rate,auc
33,all,10,991,198,0.19979818365287588,0.6165341944030469
33,all,25,1776,356,0.20045045045045046,0.6006102626997943
33,all,29,438,84,0.1917808219178082,0.5426755447941889
33,all,31,1776,355,0.1998873873873874,0.5613127038090612
33,all,47,999,200,0.2002002002002002,0.5024092615769712
33,all,49,994,196,0.19718309859154928,0.5508349956523964
33,all,52,991,198,0.19979818365287588,0.5472855923675597
33,all,60,598,90,0.1505016722408027,0.49670822397200354
33,all,63,944,187,0.19809322033898305,0.49494203830205075
33,all,65,985,197,0.2,0.6031043057022856
33,all,67,996,200,0.20080321285140562,0.4993059045226131
33,all,72,711,148,0.20815752461322082,0.5293552877922327
