seed,stratum,child,n,n_dev,dev_rate,auc
11,after_standard_run1,31,144,30,0.20833333333333334,0.49853801169590645
11,after_standard_run1,32,149,29,0.19463087248322147,0.469396551724138
11,after_standard_run1,37,142,27,0.19014084507042253,0.5726247987117552
11,after_standard_run1,39,128,26,0.203125,0.6374434389140272
11,after_standard_run2,9,88,16,0.18181818181818182,0.9344618055555555
11,after_standard_run2,12,107,25,0.2336448598130841,0.41341463414634144
11,after_standard_run2,21,107,22,0.205607476635514,0.5927807486631016
11,after_standard_run2,27,86,13,0.1511627906976744,0.6027397260273973
11,after_standard_run2,31,112,26,0.23214285714285715,0.5749105545617174
11,after_standard_run2,32,123,26,0.21138211382113822,0.5041633624107851
11,after_standard_run2,37,119,19,0.15966386554621848,0.4621052631578947
11,after_standard_run2,39,100,12,0.12,0.449810606060606
11,after_standard_run3,12,85,13,0.15294117647058825,0.44551282051282054
11,after_standard_run3,21,81,16,0.19753086419753085,0.5235576923076923
11,after_standard_run3,27,79,17,0.21518987341772153,0.5891840607210626
11,after_standard_run3,31,85,11,0.12941176470588237,0.5755528255528255
11,after_standard_run3,32,94,19,0.20212765957446807,0.48315789473684206
11,after_standard_run3,37,103,19,0.18446601941747573,0.4345238095238095
11,after_standard_run3,39,89,22,0.24719101123595505,0.398236092265943
11,after_standard_run4plus,9,416,68,0.16346153846153846,0.9574036511156186
11,after_standard_run4plus,12,395,72,0.18227848101265823,0.5453431372549019
11,after_standard_run4plus,21,330,71,0.21515151515151515,0.5207732883789221
11,after_standard_run4plus,27,273,64,0.23443223443223443,0.5433238636363635
11,after_standard_run4plus,31,350,70,0.2,0.5355102040816326
11,after_standard_run4plus,32,384,78,0.203125,0.4489064856711915
11,after_standard_run4plus,37,404,82,0.20297029702970298,0.4280412058778973
11,after_standard_run4plus,39,332,65,0.19578313253012047,0.5736099106885624
11,after_deviant,9,125,19,0.152,0.9431479642502484
11,after_deviant,12,180,40,0.2222222222222222,0.47410714285714284
11,after_deviant,21,163,30,0.18404907975460122,0.4922305764411028
11,after_deviant,27,139,22,0.15827338129496402,0.5126262626262625
11,after_deviant,31,169,31,0.1834319526627219,0.5691912108461897
11,after_deviant,32,185,37,0.2,0.46950328707085465
11,after_deviant,37,182,36,0.1978021978021978,0.5334855403348554
11,after_deviant,39,147,22,0.14965986394557823,0.4330909090909091
11,all,9,798,124,0.15538847117794485,0.9453012826648799
11,all,12,921,184,0.1997828447339848,0.5138634888797122
11,all,21,813,163,0.2004920049200492,0.5238367154318074
11,all,27,694,137,0.19740634005763688,0.5481463523306557
11,all,31,872,169,0.1938073394495413,0.5424806619138602
11,all,32,937,190,0.20277481323372465,0.46419009370816594
11,all,37,961,185,0.19250780437044746,0.47317497910281414
11,all,39,836,149,0.17822966507177032,0.5203784570596798
11,all,41,120,18,0.15,0.6824618736383442
11,after_standard_run1,0,117,10,0.08547008547008547,0.28037383177570097
11,after_standard_run1,4,127,21,0.16535433070866143,0.6504941599281222
11,after_standard_run1,5,91,17,0.18681318681318682,0.6391096979332274
11,after_standard_run1,13,134,31,0.23134328358208955,0.5590353899154399
11,after_standard_run1,16,133,20,0.15037593984962405,0.5776548672566372
11,after_standard_run1,22,116,27,0.23275862068965517,0.5353724511027881
11,after_standard_run1,26,106,17,0.16037735849056603,0.3506278916060806
11,after_standard_run2,0,106,15,0.14150943396226415,0.4065934065934066
11,after_standard_run2,4,106,18,0.16981132075471697,0.6369949494949495
11,after_standard_run2,5,78,13,0.16666666666666666,0.5023668639053254
11,after_standard_run2,13,103,23,0.22330097087378642,0.4654891304347826
11,after_standard_run2,16,108,24,0.2222222222222222,0.5615079365079365
11,after_standard_run2,22,84,11,0.13095238095238096,0.5529265255292652
11,after_standard_run2,26,88,15,0.17045454545454544,0.4305936073059361
11,after_standard_run3,0,90,15,0.16666666666666666,0.5186666666666666
11,after_standard_run3,4,88,13,0.14772727272727273,0.5312820512820513
11,after_standard_run3,5,68,10,0.14705882352941177,0.5551724137931034
11,after_standard_run3,13,84,15,0.17857142857142858,0.4492753623188406
11,after_standard_run3,16,82,16,0.1951219512195122,0.41382575757575757
11,after_standard_run3,22,75,12,0.16,0.6547619047619048
11,after_standard_run3,26,59,12,0.2033898305084746,0.3634751773049646
11,after_standard_run4plus,0,480,71,0.14791666666666667,0.49435242260408413
11,after_standard_run4plus,4,501,75,0.1497005988023952,0.5224100156494522
11,after_standard_run4plus,5,366,54,0.14754098360655737,0.46913580246913583
11,after_standard_run4plus,8,81,12,0.14814814814814814,0.5138888888888888
11,after_standard_run4plus,13,331,62,0.18731117824773413,0.537534476555942
11,after_standard_run4plus,16,348,68,0.19540229885057472,0.5414390756302521
11,after_standard_run4plus,22,281,55,0.19572953736654805,0.483065164923572
11,after_standard_run4plus,25,149,29,0.19463087248322147,0.49109195402298855
11,after_standard_run4plus,26,246,51,0.2073170731707317,0.3438914027149321
11,after_deviant,0,141,26,0.18439716312056736,0.44665551839464884
11,after_deviant,4,149,21,0.14093959731543623,0.5974702380952381
11,after_deviant,5,104,15,0.14423076923076922,0.5258426966292136
11,after_deviant,13,160,31,0.19375,0.5835208802200551
11,after_deviant,16,168,36,0.21428571428571427,0.6724537037037037
11,after_deviant,22,145,29,0.2,0.517538644470868
11,after_deviant,25,70,11,0.15714285714285714,0.3204930662557781
11,after_deviant,26,133,23,0.17293233082706766,0.2634387351778656
11,all,0,937,138,0.1472785485592316,0.4607843137254902
11,all,4,991,149,0.1503531786074672,0.5600918235584817
11,all,5,715,111,0.15524475524475526,0.5156091521985562
11,all,8,154,22,0.14285714285714285,0.5497589531680441
11,all,13,815,163,0.2,0.5328954796943807
11,all,16,842,164,0.19477434679334918,0.5625404705374487
11,all,22,705,136,0.19290780141843972,0.5298252868810089
11,all,25,354,66,0.1864406779661017,0.43071338383838387
11,all,26,632,118,0.18670886075949367,0.34124183868627583
11,after_standard_run1,6,120,22,0.18333333333333332,0.37894248608534326
11,after_standard_run1,11,360,72,0.2,0.5188802083333334
11,after_standard_run1,19,151,28,0.18543046357615894,0.5656213704994193
11,after_standard_run1,23,188,38,0.20212765957446807,0.5042105263157894
11,after_standard_run1,24,94,18,0.19148936170212766,0.6732456140350876
11,after_standard_run1,35,106,14,0.1320754716981132,0.7663043478260869
11,after_standard_run1,42,91,25,0.27472527472527475,0.5348484848484849
11,after_standard_run1,43,141,28,0.19858156028368795,0.4963653603034135
11,after_standard_run2,6,103,19,0.18446601941747573,0.5864661654135338
11,after_standard_run2,11,283,56,0.1978798586572438,0.5293030207677785
11,after_standard_run2,19,125,26,0.208,0.6212121212121211
11,after_standard_run2,23,151,26,0.17218543046357615,0.587076923076923
11,after_standard_run2,24,71,16,0.22535211267605634,0.4795454545454545
11,after_standard_run2,35,93,17,0.1827956989247312,0.8455882352941178
11,after_standard_run2,42,63,12,0.19047619047619047,0.5261437908496732
11,after_standard_run2,43,119,20,0.16806722689075632,0.5042929292929292
11,after_standard_run3,6,83,15,0.18072289156626506,0.5230392156862745
11,after_standard_run3,11,238,60,0.25210084033613445,0.5068820224719102
11,after_standard_run3,19,97,20,0.20618556701030927,0.6444805194805194
11,after_standard_run3,23,125,27,0.216,0.5292894935752079
11,after_standard_run3,24,54,12,0.2222222222222222,0.6785714285714286
11,after_standard_run3,35,74,14,0.1891891891891892,0.8863095238095238
11,after_standard_run3,42,54,10,0.18518518518518517,0.5181818181818182
11,after_standard_run3,43,95,20,0.21052631578947367,0.5913333333333334
11,after_standard_run4plus,6,494,65,0.13157894736842105,0.5650349650349651
11,after_standard_run4plus,11,914,168,0.1838074398249453,0.5278908145027448
11,after_standard_run4plus,14,78,12,0.15384615384615385,0.5972222222222222
11,after_standard_run4plus,19,392,77,0.19642857142857142,0.563265306122449
11,after_standard_run4plus,23,546,93,0.17032967032967034,0.5389636592371051
11,after_standard_run4plus,24,252,48,0.19047619047619047,0.5539726307189543
11,after_standard_run4plus,35,269,60,0.22304832713754646,0.7367224880382774
11,after_standard_run4plus,42,259,46,0.1776061776061776,0.5150540926719739
11,after_standard_run4plus,43,368,76,0.20652173913043478,0.5437545061283345
11,after_deviant,6,135,17,0.1259259259259259,0.542123629112662
11,after_deviant,11,414,77,0.1859903381642512,0.5467840764576669
11,after_deviant,19,195,39,0.2,0.4808514135437212
11,after_deviant,23,234,47,0.20085470085470086,0.3818409375355558
11,after_deviant,24,120,17,0.14166666666666666,0.42718446601941745
11,after_deviant,35,139,32,0.2302158273381295,0.7686915887850467
11,after_deviant,42,100,18,0.18,0.39634146341463417
11,after_deviant,43,168,25,0.1488095238095238,0.4363636363636364
11,all,6,938,139,0.14818763326226012,0.5250537992634678
11,all,11,2227,437,0.19622810956443645,0.5285267760121704
11,all,14,161,30,0.18633540372670807,0.5998727735368956
11,all,19,964,191,0.19813278008298754,0.560984943410795
11,all,23,1263,233,0.18448139350752177,0.5053252218842452
11,all,24,608,112,0.18421052631578946,0.5539854550691243
11,all,35,682,137,0.20087976539589442,0.7782629076541886
11,all,42,573,112,0.19546247818499127,0.49721103191819027
11,all,43,903,171,0.1893687707641196,0.524989614290736
11,after_standard_run1,15,117,25,0.21367521367521367,0.5580434782608696
11,after_standard_run1,28,146,25,0.17123287671232876,0.5459504132231405
11,after_standard_run1,30,149,27,0.18120805369127516,0.4576502732240438
11,after_standard_run1,33,156,33,0.21153846153846154,0.5846267553584628
11,after_standard_run1,34,119,28,0.23529411764705882,0.4805729984301413
11,after_standard_run1,38,126,23,0.18253968253968253,0.5529759392148585
11,after_standard_run2,15,87,18,0.20689655172413793,0.751610305958132
11,after_standard_run2,28,118,20,0.1694915254237288,0.5247448979591837
11,after_standard_run2,30,114,24,0.21052631578947367,0.5229166666666667
11,after_standard_run2,33,124,20,0.16129032258064516,0.5153846153846153
11,after_standard_run2,34,85,21,0.24705882352941178,0.6112351190476191
11,after_standard_run2,38,97,21,0.21649484536082475,0.5438596491228069
11,after_standard_run3,15,74,17,0.22972972972972974,0.49329205366357076
11,after_standard_run3,28,105,22,0.20952380952380953,0.4958926615553122
11,after_standard_run3,30,92,20,0.21739130434782608,0.5215277777777778
11,after_standard_run3,33,107,37,0.34579439252336447,0.422972972972973
11,after_standard_run3,38,73,19,0.2602739726027397,0.4230019493177388
11,after_standard_run4plus,15,309,57,0.18446601941747573,0.49171539961013644
11,after_standard_run4plus,28,370,78,0.21081081081081082,0.5217773094485423
11,after_standard_run4plus,30,335,69,0.20597014925373133,0.4412662090007628
11,after_standard_run4plus,33,351,67,0.1908831908831909,0.5156874080302711
11,after_standard_run4plus,34,304,63,0.20723684210526316,0.5464005795956003
11,after_standard_run4plus,38,301,63,0.20930232558139536,0.5452847805788983
11,after_deviant,15,141,28,0.19858156028368795,0.4538558786346397
11,after_deviant,28,186,37,0.1989247311827957,0.4491202612007981
11,after_deviant,30,172,28,0.16279069767441862,0.4408482142857143
11,after_deviant,33,193,41,0.21243523316062177,0.48042362002567396
11,after_deviant,34,166,39,0.23493975903614459,0.5715727841712094
11,after_deviant,38,156,33,0.21153846153846154,0.525129342202513
11,all,7,94,14,0.14893617021276595,0.5607142857142857
11,all,15,735,145,0.19727891156462585,0.5280128579777907
11,all,28,929,183,0.1969860064585576,0.5079806325905741
11,all,30,863,169,0.19582850521436848,0.46628753644936305
11,all,33,943,199,0.2110286320254507,0.5061902253201491
11,all,34,742,161,0.2169811320754717,0.5569162185565688
11,all,38,757,161,0.21268163804491413,0.5265903122264372
22,after_standard_run1,4,127,21,0.16535433070866143,0.6289308176100628
22,after_standard_run1,6,120,22,0.18333333333333332,0.62360853432282
22,after_standard_run1,16,133,20,0.15037593984962405,0.629424778761062
22,after_standard_run1,21,130,22,0.16923076923076924,0.5176767676767677
22,after_standard_run1,29,50,10,0.2,0.51375
22,after_standard_run1,36,62,15,0.24193548387096775,0.5163120567375886
22,after_standard_run1,42,91,25,0.27472527472527475,0.5454545454545454
22,after_standard_run2,4,106,18,0.16981132075471697,0.5606060606060606
22,after_standard_run2,6,103,19,0.18446601941747573,0.45175438596491224
22,after_standard_run2,16,108,24,0.2222222222222222,0.503968253968254
22,after_standard_run2,21,107,22,0.205607476635514,0.5540106951871657
22,after_standard_run2,36,58,15,0.25862068965517243,0.27286821705426356
22,after_standard_run2,42,63,12,0.19047619047619047,0.5718954248366013
22,after_standard_run3,4,88,13,0.14772727272727273,0.6138461538461537
22,after_standard_run3,6,83,15,0.18072289156626506,0.6039215686274509
22,after_standard_run3,16,82,16,0.1951219512195122,0.5757575757575758
22,after_standard_run3,21,81,16,0.19753086419753085,0.508173076923077
22,after_standard_run3,36,42,13,0.30952380952380953,0.5729442970822282
22,after_standard_run3,42,54,10,0.18518518518518517,0.49772727272727274
22,after_standard_run4plus,4,501,75,0.1497005988023952,0.5104068857589985
22,after_standard_run4plus,6,494,65,0.13157894736842105,0.5134480903711673
22,after_standard_run4plus,8,81,12,0.14814814814814814,0.42995169082125606
22,after_standard_run4plus,16,348,68,0.19540229885057472,0.5797794117647059
22,after_standard_run4plus,21,330,71,0.21515151515151515,0.49404535320028276
22,after_standard_run4plus,25,149,29,0.19463087248322147,0.4702586206896552
22,after_standard_run4plus,29,131,27,0.20610687022900764,0.49537037037037035
22,after_standard_run4plus,36,180,25,0.1388888888888889,0.476258064516129
22,after_standard_run4plus,42,259,46,0.1776061776061776,0.5488875280669524
22,after_deviant,4,149,21,0.14093959731543623,0.6015625
22,after_deviant,6,135,17,0.1259259259259259,0.5677966101694916
22,after_deviant,16,168,36,0.21428571428571427,0.5751262626262627
22,after_deviant,21,163,30,0.18404907975460122,0.5043859649122807
22,after_deviant,25,70,11,0.15714285714285714,0.5161787365177196
22,after_deviant,29,61,11,0.18032786885245902,0.5672727272727273
22,after_deviant,36,97,16,0.16494845360824742,0.474537037037037
22,after_deviant,42,100,18,0.18,0.5213414634146342
22,all,4,991,149,0.1503531786074672,0.5572422643434456
22,all,6,938,139,0.14818763326226012,0.5334635920800281
22,all,8,154,22,0.14285714285714285,0.44163223140495866
22,all,16,842,164,0.19477434679334918,0.5737732930426649
22,all,21,813,163,0.2004920049200492,0.5082255781028787
22,all,25,354,66,0.1864406779661017,0.48195496632996637
22,all,29,319,62,0.19435736677115986,0.4925003137944019
22,all,36,460,86,0.18695652173913044,0.46177403308046266
22,all,42,573,112,0.19546247818499127,0.5368376200805702
22,after_standard_run1,2,122,21,0.1721311475409836,0.5959453088165959
22,after_standard_run1,3,123,27,0.21951219512195122,0.5815972222222222
22,after_standard_run1,9,97,12,0.12371134020618557,0.411764705882353
22,after_standard_run1,18,67,10,0.14925373134328357,0.3631578947368421
22,after_standard_run1,27,110,19,0.17272727272727273,0.47860034702139964
22,after_standard_run1,28,146,25,0.17123287671232876,0.5059504132231405
22,after_standard_run1,32,149,29,0.19463087248322147,0.40402298850574714
22,after_standard_run1,39,128,26,0.203125,0.5601432880844646
22,after_standard_run2,2,104,16,0.15384615384615385,0.5145596590909091
22,after_standard_run2,3,98,11,0.11224489795918367,0.5313479623824451
22,after_standard_run2,9,88,16,0.18181818181818182,0.43750000000000006
22,after_standard_run2,18,56,12,0.21428571428571427,0.41098484848484845
22,after_standard_run2,27,86,13,0.1511627906976744,0.4288724973656481
22,after_standard_run2,28,118,20,0.1694915254237288,0.5362244897959183
22,after_standard_run2,32,123,26,0.21138211382113822,0.49900872323552736
22,after_standard_run2,39,100,12,0.12,0.5710227272727273
22,after_standard_run3,2,88,19,0.2159090909090909,0.48779557589626243
22,after_standard_run3,3,85,15,0.17647058823529413,0.5552380952380953
22,after_standard_run3,18,44,11,0.25,0.3856749311294766
22,after_standard_run3,27,79,17,0.21518987341772153,0.5151802656546489
22,after_standard_run3,28,105,22,0.20952380952380953,0.4600219058050383
22,after_standard_run3,32,94,19,0.20212765957446807,0.37964912280701757
22,after_standard_run3,39,89,22,0.24719101123595505,0.5529172320217096
22,after_standard_run4plus,2,468,65,0.1388888888888889,0.42021378125596487
22,after_standard_run4plus,3,492,67,0.13617886178861788,0.49913959613696224
22,after_standard_run4plus,9,416,68,0.16346153846153846,0.3727180527383367
22,after_standard_run4plus,18,163,31,0.1901840490797546,0.36730205278592376
22,after_standard_run4plus,27,273,64,0.23443223443223443,0.49708433014354064
22,after_standard_run4plus,28,370,78,0.21081081081081082,0.46066034422198804
22,after_standard_run4plus,32,384,78,0.203125,0.39035528741411096
22,after_standard_run4plus,39,332,65,0.19578313253012047,0.568885047536733
22,after_deviant,2,144,18,0.125,0.5348324514991182
22,after_deviant,3,145,20,0.13793103448275862,0.6182
22,after_deviant,9,125,19,0.152,0.5551142005958292
22,after_deviant,18,88,20,0.22727272727272727,0.4389705882352941
22,after_deviant,27,139,22,0.15827338129496402,0.548951048951049
22,after_deviant,28,186,37,0.1989247311827957,0.356520950480682
22,after_deviant,32,185,37,0.2,0.4677684441197955
22,after_deviant,39,147,22,0.14965986394557823,0.6327272727272727
22,all,2,933,140,0.15005359056806003,0.47989101062871553
22,all,3,950,141,0.14842105263157895,0.5361053397505019
22,all,9,798,124,0.15538847117794485,0.4194744902842922
22,all,18,421,85,0.20190023752969122,0.39177170868347344
22,all,27,694,137,0.19740634005763688,0.5027716258894757
22,all,28,929,183,0.1969860064585576,0.45183785288386885
22,all,32,937,190,0.20277481323372465,0.41731839639258783
22,all,39,836,149,0.17822966507177032,0.5712415618924808
22,after_standard_run1,0,117,10,0.08547008547008547,0.5369158878504674
22,after_standard_run1,10,345,74,0.2144927536231884,0.4547721152887204
22,after_standard_run1,11,360,72,0.2,0.5269338348765431
22,after_standard_run1,23,188,38,0.20212765957446807,0.42859649122807014
22,after_standard_run1,34,119,28,0.23529411764705882,0.48901098901098905
22,after_standard_run1,37,142,27,0.19014084507042253,0.4969404186795491
22,after_standard_run1,38,126,23,0.18253968253968253,0.5023216547066273
22,after_standard_run1,43,141,28,0.19858156028368795,0.4443742098609355
22,after_standard_run2,0,106,15,0.14150943396226415,0.6622710622710622
22,after_standard_run2,10,265,51,0.19245283018867926,0.5406816932380429
22,after_standard_run2,11,283,56,0.1978798586572438,0.48292951541850215
22,after_standard_run2,23,151,26,0.17218543046357615,0.45369230769230773
22,after_standard_run2,34,85,21,0.24705882352941178,0.48883928571428564
22,after_standard_run2,37,119,19,0.15966386554621848,0.5126315789473683
22,after_standard_run2,38,97,21,0.21649484536082475,0.46021303258145363
22,after_standard_run2,43,119,20,0.16806722689075632,0.45959595959595956
22,after_standard_run3,0,90,15,0.16666666666666666,0.5119999999999999
22,after_standard_run3,10,212,33,0.15566037735849056,0.5253089554765532
22,after_standard_run3,11,238,60,0.25210084033613445,0.49906367041198507
22,after_standard_run3,23,125,27,0.216,0.4374527588813303
22,after_standard_run3,37,103,19,0.18446601941747573,0.5015664160401003
22,after_standard_run3,38,73,19,0.2602739726027397,0.38693957115009747
22,after_standard_run3,43,95,20,0.21052631578947367,0.6323333333333334
22,after_standard_run4plus,0,480,71,0.14791666666666667,0.6023623403009746
22,after_standard_run4plus,10,850,181,0.21294117647058824,0.5056322209284081
22,after_standard_run4plus,11,914,168,0.1838074398249453,0.5318324715945358
22,after_standard_run4plus,14,78,12,0.15384615384615385,0.5416666666666667
22,after_standard_run4plus,23,546,93,0.17032967032967034,0.4859360535498113
22,after_standard_run4plus,34,304,63,0.20723684210526316,0.5664229730619772
22,after_standard_run4plus,37,404,82,0.20297029702970298,0.49839039539463714
22,after_standard_run4plus,38,301,63,0.20930232558139536,0.49186341203147926
22,after_standard_run4plus,43,368,76,0.20652173913043478,0.4891852919971161
22,after_deviant,0,141,26,0.18439716312056736,0.47541806020066896
22,after_deviant,10,403,76,0.18858560794044665,0.4446322227587317
22,after_deviant,11,414,77,0.1859903381642512,0.4967050753400901
22,after_deviant,23,234,47,0.20085470085470086,0.40288997610649674
22,after_deviant,34,166,39,0.23493975903614459,0.5087825560266506
22,after_deviant,37,182,36,0.1978021978021978,0.47450532724505323
22,after_deviant,38,156,33,0.21153846153846154,0.5119487558511948
22,after_deviant,43,168,25,0.1488095238095238,0.4913286713286713
22,all,0,937,138,0.1472785485592316,0.5750077089115018
22,all,10,2092,417,0.19933078393881454,0.4900318551129245
22,all,11,2227,437,0.19622810956443645,0.5138360840162101
22,all,14,161,30,0.18633540372670807,0.5464376590330788
22,all,23,1263,233,0.18448139350752177,0.4495916496520689
22,all,34,742,161,0.2169811320754717,0.5342470146780556
22,all,37,961,185,0.19250780437044746,0.49282181666202285
22,all,38,757,161,0.21268163804491413,0.49039664012672474
22,all,43,903,171,0.1893687707641196,0.49113619659348734
22,after_standard_run1,5,91,17,0.18681318681318682,0.5870429252782194
22,after_standard_run1,13,134,31,0.23134328358208955,0.5189476980895709
22,after_standard_run1,31,144,30,0.20833333333333334,0.4590643274853802
22,after_standard_run1,33,156,33,0.21153846153846154,0.5128110372012812
22,after_standard_run1,35,106,14,0.1320754716981132,0.5186335403726707
22,after_standard_run1,40,149,27,0.18120805369127516,0.5438676381299332
22,after_standard_run2,5,78,13,0.16666666666666666,0.578698224852071
22,after_standard_run2,13,103,23,0.22330097087378642,0.49048913043478265
22,after_standard_run2,31,112,26,0.23214285714285715,0.5011180679785331
22,after_standard_run2,33,124,20,0.16129032258064516,0.4793269230769231
22,after_standard_run2,35,93,17,0.1827956989247312,0.5255417956656346
22,after_standard_run2,40,121,22,0.18181818181818182,0.5840220385674931
22,after_standard_run3,5,68,10,0.14705882352941177,0.7741379310344828
22,after_standard_run3,13,84,15,0.17857142857142858,0.4792270531400966
22,after_standard_run3,31,85,11,0.12941176470588237,0.5423832923832923
22,after_standard_run3,33,107,37,0.34579439252336447,0.4646718146718147
22,after_standard_run3,35,74,14,0.1891891891891892,0.39880952380952384
22,after_standard_run3,40,101,23,0.22772277227722773,0.5136566332218506
22,after_standard_run4plus,5,366,54,0.14754098360655737,0.5379273504273504
22,after_standard_run4plus,13,331,62,0.18731117824773413,0.5746792181316704
22,after_standard_run4plus,17,132,23,0.17424242424242425,0.5612285600319107
22,after_standard_run4plus,31,350,70,0.2,0.4832142857142857
22,after_standard_run4plus,33,351,67,0.1908831908831909,0.5274858103846962
22,after_standard_run4plus,35,269,60,0.22304832713754646,0.4980462519936204
22,after_standard_run4plus,40,381,81,0.2125984251968504,0.43580246913580245
22,after_deviant,5,104,15,0.14423076923076922,0.3067415730337079
22,after_deviant,13,160,31,0.19375,0.5155038759689923
22,after_deviant,31,169,31,0.1834319526627219,0.531089294062646
22,after_deviant,33,193,41,0.21243523316062177,0.5184531450577663
22,after_deviant,35,139,32,0.2302158273381295,0.4652453271028037
22,after_deviant,40,187,36,0.1925133689839572,0.5647534952170714
22,all,5,715,111,0.15524475524475526,0.5352678837778175
22,all,13,815,163,0.2,0.5328107945349844
22,all,17,282,45,0.1595744680851064,0.513877168307548
22,all,31,872,169,0.1938073394495413,0.49431851658572307
22,all,33,943,199,0.2110286320254507,0.5167673042632517
22,all,35,682,137,0.20087976539589442,0.4905846112636442
22,all,40,945,190,0.20105820105820105,0.5065737190658766
22,all,41,120,18,0.15,0.6971677559912853
22,after_standard_run1,12,137,33,0.24087591240875914,0.6327214452214452
22,after_standard_run1,15,117,25,0.21367521367521367,0.47413043478260875
22,after_standard_run1,19,151,28,0.18543046357615894,0.5386178861788619
22,after_standard_run1,22,116,27,0.23275862068965517,0.5151893466500208
22,after_standard_run1,24,94,18,0.19148936170212766,0.5402046783625731
22,after_standard_run1,26,106,17,0.16037735849056603,0.6863846662260409
22,after_standard_run1,30,149,27,0.18120805369127516,0.5408318154219793
22,after_standard_run2,12,107,25,0.2336448598130841,0.46512195121951216
22,after_standard_run2,15,87,18,0.20689655172413793,0.6896135265700483
22,after_standard_run2,19,125,26,0.208,0.6348096348096349
22,after_standard_run2,22,84,11,0.13095238095238096,0.564134495641345
22,after_standard_run2,24,71,16,0.22535211267605634,0.35113636363636364
22,after_standard_run2,26,88,15,0.17045454545454544,0.6986301369863014
22,after_standard_run2,30,114,24,0.21052631578947367,0.5083333333333333
22,after_standard_run3,12,85,13,0.15294117647058825,0.4252136752136752
22,after_standard_run3,15,74,17,0.22972972972972974,0.46542827657378744
22,after_standard_run3,19,97,20,0.20618556701030927,0.6558441558441559
22,after_standard_run3,22,75,12,0.16,0.5753968253968254
22,after_standard_run3,24,54,12,0.2222222222222222,0.43452380952380953
22,after_standard_run3,26,59,12,0.2033898305084746,0.7393617021276597
22,after_standard_run3,30,92,20,0.21739130434782608,0.48194444444444445
22,after_standard_run4plus,12,395,72,0.18227848101265823,0.5224888200894393
22,after_standard_run4plus,15,309,57,0.18446601941747573,0.5146546922862711
22,after_standard_run4plus,19,392,77,0.19642857142857142,0.6247783962069676
22,after_standard_run4plus,22,281,55,0.19572953736654805,0.5471440064360418
22,after_standard_run4plus,24,252,48,0.19047619047619047,0.45373774509803916
