seed,child,group,n_channels,source,auc_base,auc_drop
11,14,frontocentral,11,non-CI,0.5893663074514138,0.001657916551533578
11,19,frontocentral,11,non-CI,0.6274185463659148,-0.006885964912280773
11,22,frontocentral,11,CI,0.5122742300767257,-0.0057716798725211405
11,32,frontocentral,11,non-CI,0.5112797246558198,0.011736545682102695
11,33,frontocentral,11,CI,0.5060398008157185,-0.0020362928657667867
11,36,frontocentral,11,non-CI,0.5118804755944931,-0.0004443053817271281
11,37,frontocentral,11,CI,0.5156120287407323,0.005922050782927291
11,1,occipital,9,non-CI,0.46004034761018003,-0.031657355679702015
11,4,occipital,9,non-CI,0.48466588050314463,0.0003812893081760471
11,7,occipital,9,non-CI,0.49393939393939396,-0.015340909090909072
11,14,occipital,9,non-CI,0.5893663074514138,0.0019342359767892114
11,19,occipital,9,non-CI,0.6274185463659148,-0.0013032581453634728
11,22,occipital,9,CI,0.5122742300767257,-0.003560248182234549
11,32,occipital,9,non-CI,0.5112797246558198,-0.004452440550688275
11,33,occipital,9,CI,0.5060398008157185,-0.02211390025168336
11,36,occipital,9,non-CI,0.5118804755944931,-0.008854818523153951
11,37,occipital,9,CI,0.5156120287407323,-0.003209715741562369
11,1,left_half,49,non-CI,0.46004034761018003,-0.07441030415890754
11,4,left_half,49,non-CI,0.48466588050314463,-0.0025511006289309357
11,7,left_half,49,non-CI,0.49393939393939396,-0.02178030303030304
11,14,left_half,49,non-CI,0.5893663074514138,0.009579073408860661
11,19,left_half,49,non-CI,0.6274185463659148,-0.01609962406015042
11,22,left_half,49,CI,0.5122742300767257,0.007569056267605179
11,32,left_half,49,non-CI,0.5112797246558198,0.013307259073842337
11,33,left_half,49,CI,0.5060398008157185,0.0008679773424876691
11,36,left_half,49,non-CI,0.5118804755944931,-0.003829787234042481
11,37,left_half,49,CI,0.5156120287407323,-0.003689205049666522
11,1,right_half,51,non-CI,0.46004034761018003,0.016449410304158918
11,4,right_half,51,non-CI,0.48466588050314463,-0.014563679245283068
11,7,right_half,51,non-CI,0.49393939393939396,0.036553030303030365
11,14,right_half,51,non-CI,0.5893663074514138,0.08800773694390707
11,19,right_half,51,non-CI,0.6274185463659148,0.056701127819548836
11,22,right_half,51,CI,0.5122742300767257,0.013924177692457296
11,32,right_half,51,non-CI,0.5112797246558198,-0.017775344180225194
11,33,right_half,51,CI,0.5060398008157185,-0.011572030105899245
11,36,right_half,51,non-CI,0.5118804755944931,0.021961827284105118
11,37,right_half,51,CI,0.5156120287407323,-0.0005260069275468959
11,2,periocular_eog,6,non-CI,0.516937893081761,0.0035455974842767413
11,3,periocular_eog,6,non-CI,0.5070987581125841,-0.002936735677978808
11,30,periocular_eog,6,non-CI,0.4924152010050251,0.00260364321608042
11,34,periocular_eog,6,non-CI,0.5132945979899497,0.003109296482411983
11,38,periocular_eog,6,non-CI,0.4587461736097179,0.0019932823795132393
11,40,periocular_eog,6,CI,0.503438961038961,-0.0015203463203463663
11,42,periocular_eog,6,non-CI,0.5112977779863441,0.003754194138764433
11,43,periocular_eog,6,non-CI,0.5403510541712901,0.05181747873163184
11,44,periocular_eog,6,non-CI,0.518031914893617,0.006001251564455634
11,2,frontal_polar,8,non-CI,0.516937893081761,-0.006757075471698237
11,3,frontal_polar,8,non-CI,0.5070987581125841,0.0013003849771938691
11,30,frontal_polar,8,non-CI,0.4924152010050251,0.0016771356783920055
11,34,frontal_polar,8,non-CI,0.5132945979899497,0.0015515075376884013
11,38,frontal_polar,8,non-CI,0.4587461736097179,0.0007054148680745165
11,40,frontal_polar,8,CI,0.503438961038961,0.008519480519480482
11,42,frontal_polar,8,non-CI,0.5112977779863441,0.0017011192191276336
11,43,frontal_polar,8,non-CI,0.5403510541712901,-0.00586771579407519
11,44,frontal_polar,8,non-CI,0.518031914893617,0.0016426783479349671
11,2,left_temporal,8,non-CI,0.516937893081761,0.016462264150943318
11,3,left_temporal,8,non-CI,0.5070987581125841,0.003162030339681099
11,30,left_temporal,8,non-CI,0.4924152010050251,0.011991206030150747
11,34,left_temporal,8,non-CI,0.5132945979899497,0.0047613065326632675
11,38,left_temporal,8,non-CI,0.4587461736097179,-0.0012522731832331213
11,40,left_temporal,8,CI,0.503438961038961,-0.0006580086580086908
11,42,left_temporal,8,non-CI,0.5112977779863441,0.0020061474929022882
11,43,left_temporal,8,non-CI,0.5403510541712901,0.0023369985540870886
11,44,left_temporal,8,non-CI,0.518031914893617,0.003929912390488122
11,2,right_temporal,8,non-CI,0.516937893081761,-0.005817610062893164
11,3,right_temporal,8,non-CI,0.5070987581125841,0.01839115896317023
11,30,right_temporal,8,non-CI,0.4924152010050251,0.008319723618090413
11,34,right_temporal,8,non-CI,0.5132945979899497,-0.002722989949748844
11,38,right_temporal,8,non-CI,0.4587461736097179,-0.013163429740031984
11,40,right_temporal,8,CI,0.503438961038961,0.01894372294372293
11,42,right_temporal,8,non-CI,0.5112977779863441,0.005994978765339387
11,43,right_temporal,8,non-CI,0.5403510541712901,-0.0010424022327584215
11,44,right_temporal,8,non-CI,0.518031914893617,-0.00048498122653317655
11,2,vertex_ring,6,non-CI,0.516937893081761,-0.005542452830188727
11,3,vertex_ring,6,non-CI,0.5070987581125841,-0.008403095627702584
11,30,vertex_ring,6,non-CI,0.4924152010050251,-0.0019001256281407364
11,34,vertex_ring,6,non-CI,0.5132945979899497,-0.0027261306532664342
11,38,vertex_ring,6,non-CI,0.4587461736097179,0.0005015564428970665
11,40,vertex_ring,6,CI,0.503438961038961,-0.005104761904761834
11,42,vertex_ring,6,non-CI,0.5112977779863441,-0.005091625800699218
11,43,vertex_ring,6,non-CI,0.5403510541712901,0.0056155217055045
11,44,vertex_ring,6,non-CI,0.518031914893617,0.0069399249061326
11,2,frontocentral,11,non-CI,0.516937893081761,0.00924921383647792
11,3,frontocentral,11,non-CI,0.5070987581125841,-0.004687709978577259
11,30,frontocentral,11,non-CI,0.4924152010050251,0.0008856783919597433
11,34,frontocentral,11,non-CI,0.5132945979899497,-0.002867462311557878
11,38,frontocentral,11,non-CI,0.4587461736097179,-0.0003138772578129001
11,40,frontocentral,11,CI,0.503438961038961,-0.0005194805194805863
11,42,frontocentral,11,non-CI,0.5112977779863441,0.006816208733194218
11,43,frontocentral,11,non-CI,0.5403510541712901,-0.012340697400719636
11,44,frontocentral,11,non-CI,0.518031914893617,0.0015175219023779718
11,2,occipital,9,non-CI,0.516937893081761,-0.02218553459119499
11,3,occipital,9,non-CI,0.5070987581125841,0.017043343530881216
11,30,occipital,9,non-CI,0.4924152010050251,0.0021011306532663365
11,34,occipital,9,non-CI,0.5132945979899497,-0.0003234924623116697
11,38,occipital,9,non-CI,0.4587461736097179,-0.0017732447142422836
11,40,occipital,9,CI,0.503438961038961,-0.0021852813852814013
11,42,occipital,9,non-CI,0.5112977779863441,-0.01897041225744389
11,43,occipital,9,non-CI,0.5403510541712901,0.0028750126097043527
11,44,occipital,9,non-CI,0.518031914893617,0.0010982478097621984
11,2,left_half,49,non-CI,0.516937893081761,0.029056603773584877
11,3,left_half,49,non-CI,0.5070987581125841,0.014588817479703753
11,30,left_half,49,non-CI,0.4924152010050251,-0.03871231155778898
11,34,left_half,49,non-CI,0.5132945979899497,-0.002452889447236206
11,38,left_half,49,non-CI,0.4587461736097179,0.0007118865641118632
11,40,left_half,49,CI,0.503438961038961,0.003037229437229394
11,42,left_half,49,non-CI,0.5112977779863441,-0.011450292123231454
11,43,left_half,49,non-CI,0.5403510541712901,0.005329701738457815
11,44,left_half,49,non-CI,0.518031914893617,0.003839173967459364
11,2,right_half,51,non-CI,0.516937893081761,-0.0020518867924528283
11,3,right_half,51,non-CI,0.5070987581125841,0.02693259341823384
11,30,right_half,51,non-CI,0.4924152010050251,0.008841080402010038
11,34,right_half,51,non-CI,0.5132945979899497,0.03874371859296477
11,38,right_half,51,non-CI,0.4587461736097179,-0.016341032494385788
11,40,right_half,51,CI,0.503438961038961,0.04605367965367957
11,42,right_half,51,non-CI,0.5112977779863441,-0.0005865928341819426
11,43,right_half,51,non-CI,0.5403510541712901,0.03571068294159174
11,44,right_half,51,non-CI,0.518031914893617,0.024881101376720838
11,10,periocular_eog,6,CI,0.5187297167093985,0.0023549883837321595
11,15,periocular_eog,6,non-CI,0.5260870927318295,0.007349624060150384
11,17,periocular_eog,6,non-CI,0.5448850337326174,-0.03180503923998346
11,20,periocular_eog,6,non-CI,0.7192928660826032,-0.0012515644555695093
11,21,periocular_eog,6,CI,0.7080665773344251,0.00028226506861217526
11,24,periocular_eog,6,non-CI,0.524401283566965,-0.005975342003040063
11,26,periocular_eog,6,non-CI,0.7498028785982478,0.0039392991239048936
11,28,periocular_eog,6,CI,0.5366253837196995,-0.005186831798454472
11,45,periocular_eog,6,CI,0.46936587648948813,-0.01842727755711293
11,10,frontal_polar,8,CI,0.5187297167093985,-0.001992021336379879
11,15,frontal_polar,8,non-CI,0.5260870927318295,-0.0061591478696743085
11,17,frontal_polar,8,non-CI,0.5448850337326174,0.017382624259947743
11,20,frontal_polar,8,non-CI,0.7192928660826032,0.0383041301627034
11,21,frontal_polar,8,CI,0.7080665773344251,-0.0062439514628154225
11,24,frontal_polar,8,non-CI,0.524401283566965,0.020982942070596144
11,26,frontal_polar,8,non-CI,0.7498028785982478,-0.00859824780976226
11,28,frontal_polar,8,CI,0.5366253837196995,-0.008742271122485046
11,45,frontal_polar,8,CI,0.46936587648948813,0.0023654717028865346
11,10,left_temporal,8,CI,0.5187297167093985,0.007386500623016268
11,15,left_temporal,8,non-CI,0.5260870927318295,0.007531328320801944
11,17,left_temporal,8,non-CI,0.5448850337326174,-0.014491257056312823
11,20,left_temporal,8,non-CI,0.7192928660826032,0.004051939924906156
11,21,left_temporal,8,CI,0.7080665773344251,0.020859698751830136
11,24,left_temporal,8,non-CI,0.524401283566965,0.0033034960310757144
11,26,left_temporal,8,non-CI,0.7498028785982478,0.0064956195244054715
11,28,left_temporal,8,CI,0.5366253837196995,-0.0006475756387024356
11,45,left_temporal,8,CI,0.46936587648948813,0.005328636122144292
11,10,right_temporal,8,CI,0.5187297167093985,0.0018439254919228043
11,15,right_temporal,8,non-CI,0.5260870927318295,0.0008646616541352348
11,17,right_temporal,8,non-CI,0.5448850337326174,0.014319151865620272
11,20,right_temporal,8,non-CI,0.7192928660826032,-0.0034073842302878576
11,21,right_temporal,8,CI,0.7080665773344251,0.004593786446313919
11,24,right_temporal,8,non-CI,0.524401283566965,-0.05497044418172603
11,26,right_temporal,8,non-CI,0.7498028785982478,0.061867959949937434
11,28,right_temporal,8,CI,0.5366253837196995,0.009442773616274214
11,45,right_temporal,8,CI,0.46936587648948813,0.0045443620816150165
11,10,vertex_ring,6,CI,0.5187297167093985,-0.0016449217009336659
11,15,vertex_ring,6,non-CI,0.5260870927318295,0.0023715538847117745
11,17,vertex_ring,6,non-CI,0.5448850337326174,-0.00013768415255399624
11,20,vertex_ring,6,non-CI,0.7192928660826032,2.503128911135466e-05
11,21,vertex_ring,6,CI,0.7080665773344251,0.006941859599493672
11,24,vertex_ring,6,non-CI,0.524401283566965,0.00347576422901541
11,26,vertex_ring,6,non-CI,0.7498028785982478,0.0003222778473090937
11,28,vertex_ring,6,CI,0.5366253837196995,0.0013169446883232183
11,45,vertex_ring,6,CI,0.46936587648948813,0.010015305993371526
11,10,frontocentral,11,CI,0.5187297167093985,0.0009579949938315346
11,15,frontocentral,11,non-CI,0.5260870927318295,0.0031672932330826242
11,17,frontocentral,11,non-CI,0.5448850337326174,0.011634310890816568
11,20,frontocentral,11,non-CI,0.7192928660826032,0.005384856070087651
11,21,frontocentral,11,CI,0.7080665773344251,-0.0034957443112734188
11,24,frontocentral,11,non-CI,0.524401283566965,0.0031616281033609583
11,26,frontocentral,11,non-CI,0.7498028785982478,0.005484981226533181
11,28,frontocentral,11,CI,0.5366253837196995,-0.004791437057515835
11,45,frontocentral,11,CI,0.46936587648948813,-0.006505047182938317
11,10,occipital,9,CI,0.5187297167093985,-0.001048130708687034
11,15,occipital,9,non-CI,0.5260870927318295,0.0008803258145362314
11,17,occipital,9,non-CI,0.5448850337326174,0.0023406305934187133
11,20,occipital,9,non-CI,0.7192928660826032,-0.0014048811013767093
11,21,occipital,9,CI,0.7080665773344251,0.009435718007891003
11,24,occipital,9,non-CI,0.524401283566965,-0.002722513089005285
11,26,occipital,9,non-CI,0.7498028785982478,-0.008423028785982556
11,28,occipital,9,CI,0.5366253837196995,-0.0024346353339683713
11,45,occipital,9,CI,0.46936587648948813,-0.0026880360260075897
11,10,left_half,49,CI,0.5187297167093985,0.011908272254816499
11,15,left_half,49,non-CI,0.5260870927318295,0.022828947368421004
11,17,left_half,49,non-CI,0.5448850337326174,-0.047501032631144025
11,20,left_half,49,non-CI,0.7192928660826032,0.061217146433041325
11,21,left_half,49,CI,0.7080665773344251,0.15261855132881708
11,24,left_half,49,non-CI,0.524401283566965,-0.011599391994595476
11,26,left_half,49,non-CI,0.7498028785982478,-0.02192740926157699
11,28,left_half,49,CI,0.5366253837196995,-0.022294659368987224
11,45,left_half,49,CI,0.46936587648948813,-0.010151288992334417
11,10,right_half,51,CI,0.5187297167093985,-0.006300684811052282
11,15,right_half,51,non-CI,0.5260870927318295,0.013784461152882121
11,17,right_half,51,non-CI,0.5448850337326174,0.031632934049290906
11,20,right_half,51,non-CI,0.7192928660826032,-0.005159574468085126
11,21,right_half,51,CI,0.7080665773344251,-0.009696270378917626
11,24,right_half,51,non-CI,0.524401283566965,-0.007326465124134374
11,26,right_half,51,non-CI,0.7498028785982478,0.045434918648310396
11,28,right_half,51,CI,0.5366253837196995,0.044888199801991435
11,45,right_half,51,CI,0.46936587648948813,-0.0041237635034280795
11,0,periocular_eog,6,non-CI,0.5129959446960893,0.002118560327586283
11,5,periocular_eog,6,non-CI,0.5423596387907342,-0.008472712995681198
11,8,periocular_eog,6,non-CI,0.35244082840236685,0.009245562130177465
11,12,periocular_eog,6,non-CI,0.5089918341708543,0.003382537688442211
11,18,periocular_eog,6,non-CI,0.5771185620240094,0.018741125597005248
11,29,periocular_eog,6,CI,0.5025382038936571,-0.007274440025120343
11,31,periocular_eog,6,non-CI,0.5152377972465583,-0.006104505632039903
11,39,periocular_eog,6,CI,0.4923512432706393,-0.024383309331174163
11,41,periocular_eog,6,non-CI,0.5475563204005006,-0.0005319148936170359
11,0,frontal_polar,8,non-CI,0.5129959446960893,-0.0008260804262417709
11,5,frontal_polar,8,non-CI,0.5423596387907342,-0.004267765999214745
11,8,frontal_polar,8,non-CI,0.35244082840236685,-0.006903353057199191
11,12,frontal_polar,8,non-CI,0.5089918341708543,-0.0002261306532663765
11,18,frontal_polar,8,non-CI,0.5771185620240094,0.035110365302697844
11,29,frontal_polar,8,CI,0.5025382038936571,-0.0025382038936571094
11,31,frontal_polar,8,non-CI,0.5152377972465583,0.009959324155194071
11,39,frontal_polar,8,CI,0.4923512432706393,-0.011904246836968668
11,41,frontal_polar,8,non-CI,0.5475563204005006,0.015059449311639495
11,0,left_temporal,8,non-CI,0.5129959446960893,0.011189634864546494
11,5,left_temporal,8,non-CI,0.5423596387907342,-0.007577542206517518
11,8,left_temporal,8,non-CI,0.35244082840236685,-0.0023422090729783296
11,12,left_temporal,8,non-CI,0.5089918341708543,0.0030370603015075215
11,18,left_temporal,8,non-CI,0.5771185620240094,0.022524848328385194
11,29,left_temporal,8,CI,0.5025382038936571,0.0006541762612518598
11,31,left_temporal,8,non-CI,0.5152377972465583,-0.002259073842302839
11,39,left_temporal,8,CI,0.4923512432706393,0.018672237639918154
11,41,left_temporal,8,non-CI,0.5475563204005006,0.006445556946182651
11,0,right_temporal,8,non-CI,0.5129959446960893,0.013454439095343051
11,5,right_temporal,8,non-CI,0.5423596387907342,-0.0011974872398899938
11,8,right_temporal,8,non-CI,0.35244082840236685,-0.13794378698224852
11,12,right_temporal,8,non-CI,0.5089918341708543,0.004152010050251231
11,18,right_temporal,8,non-CI,0.5771185620240094,-0.0007180198786627123
11,29,right_temporal,8,CI,0.5025382038936571,0.028286581536529187
11,31,right_temporal,8,non-CI,0.5152377972465583,0.013279098873592021
11,39,right_temporal,8,CI,0.4923512432706393,0.0022405449005198363
11,41,right_temporal,8,non-CI,0.5475563204005006,-0.002772215269086442
11,0,vertex_ring,6,non-CI,0.5129959446960893,0.00011857613773802456
11,5,vertex_ring,6,non-CI,0.5423596387907342,-0.002610914801727482
11,8,vertex_ring,6,non-CI,0.35244082840236685,0.0028353057199210774
11,12,vertex_ring,6,non-CI,0.5089918341708543,-0.00020728643216083587
11,18,vertex_ring,6,non-CI,0.5771185620240094,0.002258938944107447
11,29,vertex_ring,6,CI,0.5025382038936571,-0.0011251831693531722
11,31,vertex_ring,6,non-CI,0.5152377972465583,-0.005635168961201531
11,39,vertex_ring,6,CI,0.4923512432706393,0.0005377307761247341
11,41,vertex_ring,6,non-CI,0.5475563204005006,-0.0018397997496871765
11,0,frontocentral,11,non-CI,0.5129959446960893,0.0004624469371783402
11,5,frontocentral,11,non-CI,0.5423596387907342,-0.002724774244208805
11,8,frontocentral,11,non-CI,0.35244082840236685,0.0016025641025640414
11,12,frontocentral,11,non-CI,0.5089918341708543,-0.0012437185929649042
11,18,frontocentral,11,non-CI,0.5771185620240094,0.01891054601781339
11,29,frontocentral,11,CI,0.5025382038936571,-0.005861419300816406
11,31,frontocentral,11,non-CI,0.5152377972465583,-0.008075719649561885
11,39,frontocentral,11,CI,0.4923512432706393,0.0007200647749256994
11,41,frontocentral,11,non-CI,0.5475563204005006,0.009245932415519409
11,0,occipital,9,non-CI,0.5129959446960893,-0.015134267713298732
11,5,occipital,9,non-CI,0.5423596387907342,0.0329878288182176
11,8,occipital,9,non-CI,0.35244082840236685,-0.00505424063116372
11,12,occipital,9,non-CI,0.5089918341708543,-0.020213567839196034
11,18,occipital,9,non-CI,0.5771185620240094,0.0023315476958822856
11,29,occipital,9,CI,0.5025382038936571,0.002381201590956672
11,31,occipital,9,non-CI,0.5152377972465583,-0.012831664580725821
11,39,occipital,9,CI,0.4923512432706393,-0.0036992168909271705
11,41,occipital,9,non-CI,0.5475563204005006,-0.0019242803504380124
11,0,left_half,49,non-CI,0.5129959446960893,0.01886941605204695
11,5,left_half,49,non-CI,0.5423596387907342,0.017974087161366392
11,8,left_half,49,non-CI,0.35244082840236685,-0.013929980276134124
11,12,left_half,49,non-CI,0.5089918341708543,-9.422110552770313e-05
11,18,left_half,49,non-CI,0.5771185620240094,0.12497579708274176
11,29,left_half,49,CI,0.5025382038936571,0.0015176889261042659
11,31,left_half,49,non-CI,0.5152377972465583,-0.02584793491864823
11,39,left_half,49,CI,0.4923512432706393,-0.006245712060621411
11,41,left_half,49,non-CI,0.5475563204005006,0.04797559449311639
11,0,right_half,51,non-CI,0.5129959446960893,0.0035019486011969025
11,5,right_half,51,non-CI,0.5423596387907342,0.03545740086376137
11,8,right_half,51,non-CI,0.35244082840236685,-0.19428007889546356
11,12,right_half,51,non-CI,0.5089918341708543,-0.0115232412060301
11,18,right_half,51,non-CI,0.5771185620240094,-0.0018716922679745673
11,29,right_half,51,CI,0.5025382038936571,0.023236340799665023
11,31,right_half,51,non-CI,0.5152377972465583,0.050951188986232854
11,39,right_half,51,CI,0.4923512432706393,0.00631061060256749
11,41,right_half,51,non-CI,0.5475563204005006,0.013882978723404271
11,6,periocular_eog,6,non-CI,0.5564036120926581,0.004566156262269416
11,9,periocular_eog,6,non-CI,0.7609905660377358,-0.0004441823899370423
11,11,periocular_eog,6,CI,0.48941057844180125,0.0002630776628093079
11,13,periocular_eog,6,non-CI,0.493113266583229,-9.699624530662421e-05
11,16,periocular_eog,6,non-CI,0.49697171715901156,0.007172910862195847
11,23,periocular_eog,6,CI,0.5641285662141319,-0.0026330817506386994
11,25,periocular_eog,6,non-CI,0.524179469273743,0.0011202281191806662
11,27,periocular_eog,6,CI,0.519792072774529,-0.005847953216374213
11,35,periocular_eog,6,non-CI,0.7029232520550186,0.0035880277482531753
11,6,frontal_polar,8,non-CI,0.5564036120926581,0.005555555555555647
11,9,frontal_polar,8,non-CI,0.7609905660377358,0.00438286163522017
11,11,frontal_polar,8,CI,0.48941057844180125,0.0010929391096928809
11,13,frontal_polar,8,non-CI,0.493113266583229,0.0038329161451814975
11,16,frontal_polar,8,non-CI,0.49697171715901156,0.007377312092376798
11,23,frontal_polar,8,CI,0.5641285662141319,0.023340084070223477
11,25,frontal_polar,8,non-CI,0.524179469273743,-0.02367027467411542
11,27,frontal_polar,8,CI,0.519792072774529,-0.0011858349577646976
11,35,frontal_polar,8,non-CI,0.7029232520550186,0.03820730687228391
11,6,left_temporal,8,non-CI,0.5564036120926581,-0.018123282292893506
11,9,left_temporal,8,non-CI,0.7609905660377358,-0.0027476415094339623
11,11,left_temporal,8,CI,0.48941057844180125,-0.003043105115559386
11,13,left_temporal,8,non-CI,0.493113266583229,0.0017396745932415358
11,16,left_temporal,8,non-CI,0.49697171715901156,-0.008188627744479593
11,23,left_temporal,8,CI,0.5641285662141319,0.004187321174157321
11,25,left_temporal,8,non-CI,0.524179469273743,0.010271182495344644
11,27,left_temporal,8,CI,0.519792072774529,0.007391163092917541
11,35,left_temporal,8,non-CI,0.7029232520550186,-0.00962258099005664
11,6,right_temporal,8,non-CI,0.5564036120926581,0.002053396152336129
11,9,right_temporal,8,non-CI,0.7609905660377358,0.08261399371069178
11,11,right_temporal,8,CI,0.48941057844180125,0.0002776837615102723
11,13,right_temporal,8,non-CI,0.493113266583229,0.00415206508135163
11,16,right_temporal,8,non-CI,0.49697171715901156,-0.003295576757379015
11,23,right_temporal,8,CI,0.5641285662141319,-0.02020069705283223
11,25,right_temporal,8,non-CI,0.524179469273743,0.017421729515828654
11,27,right_temporal,8,CI,0.519792072774529,0.01857699805068236
11,35,right_temporal,8,non-CI,0.7029232520550186,-0.00405028899189297
11,6,vertex_ring,6,non-CI,0.5564036120926581,-0.0018335296427168801
11,9,vertex_ring,6,non-CI,0.7609905660377358,-0.001226415094339517
11,11,vertex_ring,6,CI,0.48941057844180125,-0.0008664606367318473
11,13,vertex_ring,6,non-CI,0.493113266583229,0.006354818523153893
11,16,vertex_ring,6,non-CI,0.49697171715901156,0.0004842736838133188
11,23,vertex_ring,6,CI,0.5641285662141319,-0.0052911844010878895
11,25,vertex_ring,6,non-CI,0.524179469273743,-0.0016876163873370542
11,27,vertex_ring,6,CI,0.519792072774529,-0.00020467836257298533
11,35,vertex_ring,6,non-CI,0.7029232520550186,-0.001411940805403633
11,6,frontocentral,11,non-CI,0.5564036120926581,0.01754613270514338
11,9,frontocentral,11,non-CI,0.7609905660377358,0.004300314465408794
11,11,frontocentral,11,CI,0.48941057844180125,0.0009361334063974214
11,13,frontocentral,11,non-CI,0.493113266583229,0.0013423028785982116
11,16,frontocentral,11,non-CI,0.49697171715901156,0.004157206558449311
11,23,frontocentral,11,CI,0.5641285662141319,-0.007994913398250314
11,25,frontocentral,11,non-CI,0.524179469273743,-0.018600151303538204
11,27,frontocentral,11,CI,0.519792072774529,-0.00545808966861594
11,35,frontocentral,11,non-CI,0.7029232520550186,0.022990421443890408
11,6,occipital,9,non-CI,0.5564036120926581,-0.0045936395759716975
11,9,occipital,9,non-CI,0.7609905660377358,0.0010770440251572921
11,11,occipital,9,CI,0.48941057844180125,-0.0015109757276858815
11,13,occipital,9,non-CI,0.493113266583229,0.0005068836045055702
11,16,occipital,9,non-CI,0.49697171715901156,0.0027735674618398765
11,23,occipital,9,CI,0.5641285662141319,-0.0011656795676387999
11,25,occipital,9,non-CI,0.524179469273743,0.0012729864990689288
11,27,occipital,9,CI,0.519792072774529,0.0038596491228072294
11,35,occipital,9,non-CI,0.7029232520550186,0.0010534524940095658
11,6,left_half,49,non-CI,0.5564036120926581,-0.025696898311739158
11,9,left_half,49,non-CI,0.7609905660377358,0.0021816037735848948
11,11,left_half,49,CI,0.48941057844180125,-0.0074432343207727625
11,13,left_half,49,non-CI,0.493113266583229,0.014424280350438023
