model,seed,fold,partition,train_block,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
adapt_zero_shot,11,3,odd_even_blocks,0,20,2,360,49,0.515027232758055,0.523590786797034,1.0006316900253296,-0.0006316900253295898
adapt_finetuned,11,3,odd_even_blocks,0,20,2,360,49,0.5181114246341624,0.5203753527134327,1.0002570152282715,-0.0002570152282714844
adapt_zero_shot,11,4,odd_even_blocks,0,3,1,270,48,0.5438719969969971,0.4966216216216216,1.0008659362792969,-0.000865936279296875
adapt_finetuned,11,4,odd_even_blocks,0,3,1,270,48,0.5436373873873874,0.49436936936936937,1.000555396080017,-0.0005553960800170898
adapt_zero_shot,11,4,odd_even_blocks,0,13,1,295,47,0.5959591626630062,0.5511324639670556,0.9838978052139282,0.016102194786071777
adapt_finetuned,11,4,odd_even_blocks,0,13,1,295,47,0.5983613589567605,0.5557223747426219,0.9836645126342773,0.016335487365722656
adapt_zero_shot,11,4,odd_even_blocks,0,16,1,281,48,0.4689735336194564,0.46065808297567956,1.009305715560913,-0.009305715560913086
adapt_finetuned,11,4,odd_even_blocks,0,16,1,281,48,0.46749821173104433,0.46065808297567956,1.0100979804992676,-0.010097980499267578
adapt_zero_shot,11,4,odd_even_blocks,0,18,2,460,60,0.48616666666666664,0.4945833333333334,1.0125834941864014,-0.012583494186401367
adapt_finetuned,11,4,odd_even_blocks,0,18,2,460,60,0.4876875,0.5095833333333333,1.0132110118865967,-0.01321101188659668
adapt_zero_shot,22,0,odd_even_blocks,0,7,1,275,43,0.5133319967923016,0.5066659983961508,1.000361442565918,-0.00036144256591796875
adapt_finetuned,22,0,odd_even_blocks,0,7,1,275,43,0.5204991980753809,0.51313151563753,0.999557375907898,0.0004426240921020508
adapt_zero_shot,22,0,odd_even_blocks,0,20,2,360,49,0.46535205722160244,0.4552464072445699,1.0144057273864746,-0.01440572738647461
adapt_finetuned,22,0,odd_even_blocks,0,20,2,360,49,0.46830500689021587,0.4546886278627207,1.0132180452346802,-0.013218045234680176
adapt_zero_shot,22,0,odd_even_blocks,0,21,1,297,43,0.5555759018494781,0.5360739791247024,0.9912808537483215,0.008719146251678467
adapt_finetuned,22,0,odd_even_blocks,0,21,1,297,43,0.5575901849478118,0.5380424830617103,0.9912623167037964,0.008737683296203613
adapt_zero_shot,22,0,odd_even_blocks,0,29,1,291,43,0.48780945236309076,0.49310765191297823,1.014296531677246,-0.014296531677246094
adapt_finetuned,22,0,odd_even_blocks,0,29,1,291,43,0.48734058514628653,0.48349587396849214,1.0139987468719482,-0.013998746871948242
adapt_zero_shot,22,1,odd_even_blocks,0,15,1,305,46,0.5098203793855968,0.5111213698170219,1.0076804161071777,-0.007680416107177734
adapt_finetuned,22,1,odd_even_blocks,0,15,1,305,46,0.5022662413966762,0.539869061608192,1.0069398880004883,-0.006939888000488281
adapt_zero_shot,22,2,odd_even_blocks,0,8,1,299,43,0.538517441860465,0.5289789244186047,1.0004950761795044,-0.0004950761795043945
adapt_finetuned,22,2,odd_even_blocks,0,8,1,299,43,0.5489189680232558,0.5542787063953488,0.9967549443244934,0.003245055675506592
adapt_zero_shot,22,2,odd_even_blocks,0,13,1,295,47,0.6372683596431024,0.5973747426218257,0.9725634455680847,0.027436554431915283
adapt_finetuned,22,2,odd_even_blocks,0,13,1,295,47,0.6265013726835965,0.5999485243651338,0.9725252985954285,0.027474701404571533
adapt_zero_shot,22,2,odd_even_blocks,0,16,1,281,48,0.5410854792560802,0.5102825464949928,0.9935327768325806,0.006467223167419434
adapt_finetuned,22,2,odd_even_blocks,0,16,1,281,48,0.5429184549356224,0.5081366237482117,0.9931922554969788,0.00680774450302124
adapt_zero_shot,22,3,odd_even_blocks,0,18,2,460,60,0.5738333333333334,0.5691666666666667,0.9902193546295166,0.009780645370483398
adapt_finetuned,22,3,odd_even_blocks,0,18,2,460,60,0.5773124999999999,0.5729166666666667,0.9894552826881409,0.01054471731185913
adapt_zero_shot,22,3,odd_even_blocks,0,23,1,290,46,0.5093104062722738,0.4891304347826087,1.001326322555542,-0.0013263225555419922
adapt_finetuned,22,3,odd_even_blocks,0,23,1,290,46,0.5130969351389878,0.48975409836065575,1.0012153387069702,-0.0012153387069702148
adapt_zero_shot,22,4,odd_even_blocks,0,3,1,270,48,0.5470157657657658,0.5475788288288288,1.0015738010406494,-0.001573801040649414
adapt_finetuned,22,4,odd_even_blocks,0,3,1,270,48,0.54565503003003,0.5453265765765766,1.0017199516296387,-0.0017199516296386719
adapt_zero_shot,22,4,odd_even_blocks,0,6,2,525,78,0.4864767968794814,0.5019790053347101,1.0165961980819702,-0.016596198081970215
adapt_finetuned,22,4,odd_even_blocks,0,6,2,525,78,0.48010956232432744,0.5095938736878334,1.0215821266174316,-0.02158212661743164
adapt_zero_shot,33,0,odd_even_blocks,0,6,2,525,78,0.5590976882923191,0.5543796248494235,0.9942377805709839,0.005762219429016113
adapt_finetuned,33,0,odd_even_blocks,0,6,2,525,78,0.565149429243389,0.5526587506453279,0.9925408363342285,0.007459163665771484
adapt_zero_shot,33,0,odd_even_blocks,0,8,1,299,43,0.5363826308139535,0.546375363372093,1.0010223388671875,-0.0010223388671875
adapt_finetuned,33,0,odd_even_blocks,0,8,1,299,43,0.5360192587209303,0.544422238372093,1.0012576580047607,-0.0012576580047607422
adapt_zero_shot,33,0,odd_even_blocks,0,20,2,360,49,0.4610866854780497,0.4748014961611654,1.0125598907470703,-0.012559890747070312
adapt_finetuned,33,0,odd_even_blocks,0,20,2,360,49,0.46686134260778267,0.4801824266684166,1.0114394426345825,-0.01143944263458252
adapt_zero_shot,33,0,odd_even_blocks,0,23,1,290,46,0.535103349964362,0.5141660727013542,0.9991668462753296,0.0008331537246704102
adapt_finetuned,33,0,odd_even_blocks,0,23,1,290,46,0.5393353528153956,0.5223627940128296,0.9979509115219116,0.002049088478088379
adapt_zero_shot,33,1,odd_even_blocks,0,7,1,275,43,0.46661988773055335,0.44120890136327184,1.0148323774337769,-0.014832377433776855
adapt_finetuned,33,1,odd_even_blocks,0,7,1,275,43,0.4645649558941459,0.43905372894947875,1.015711784362793,-0.01571178436279297
adapt_zero_shot,33,1,odd_even_blocks,0,15,1,305,46,0.5493537015276145,0.5292093335571597,0.9948667883872986,0.005133211612701416
adapt_finetuned,33,1,odd_even_blocks,0,15,1,305,46,0.5707990599294949,0.579192546583851,0.9875743389129639,0.012425661087036133
adapt_zero_shot,33,1,odd_even_blocks,0,21,1,297,43,0.5558505768174327,0.5670206921809192,0.996662974357605,0.0033370256423950195
adapt_finetuned,33,1,odd_even_blocks,0,21,1,297,43,0.5608405054019411,0.582219373741073,0.9947856664657593,0.005214333534240723
adapt_zero_shot,33,2,odd_even_blocks,0,3,1,270,48,0.4557057057057057,0.4749436936936937,1.016261100769043,-0.01626110076904297
adapt_finetuned,33,2,odd_even_blocks,0,3,1,270,48,0.47175300300300305,0.5061936936936937,1.015302062034607,-0.015302062034606934
adapt_zero_shot,33,2,odd_even_blocks,0,29,1,291,43,0.49784321080270066,0.4819486121530383,1.0037930011749268,-0.003793001174926758
adapt_finetuned,33,2,odd_even_blocks,0,29,1,291,43,0.5004688672168042,0.4819486121530383,1.0035340785980225,-0.003534078598022461
adapt_zero_shot,33,3,odd_even_blocks,0,16,1,281,48,0.5312947067238913,0.5118025751072961,0.9977562427520752,0.0022437572479248047
adapt_finetuned,33,3,odd_even_blocks,0,16,1,281,48,0.5325464949928469,0.5304899856938483,0.9973905086517334,0.0026094913482666016
adapt_zero_shot,33,3,odd_even_blocks,0,18,2,460,60,0.530875,0.505,0.9974683523178101,0.0025316476821899414
adapt_finetuned,33,3,odd_even_blocks,0,18,2,460,60,0.5324166666666666,0.5025000000000001,0.9972824454307556,0.0027175545692443848
adapt_zero_shot,33,4,odd_even_blocks,0,13,1,295,47,0.568076527110501,0.5577385037748799,0.9871116280555725,0.01288837194442749
adapt_finetuned,33,4,odd_even_blocks,0,13,1,295,47,0.5650308853809197,0.5496739876458476,0.9896965622901917,0.01030343770980835
