model,seed,fold,child,n,n_class1,auc,bacc,ce_bal_bits,j_bits
riemann_post,22,0,0,686,109,0.44090757317984514,0.4702033612643697,1.0318193079615727,-0.03181930796157273
riemann_post,22,0,3,473,71,0.46447340760983813,0.46005886062644524,1.0172966618137174,-0.017296661813717362
riemann_post,22,0,5,757,115,0.497656779087092,0.4936069348503318,1.0113129618936956,-0.011312961893695572
riemann_post,22,0,8,882,127,0.5444960108463263,0.5208739636022318,1.0079464160111253,-0.007946416011125335
riemann_post,22,0,13,913,139,0.532634357630175,0.5236461993196141,1.0051298218766165,-0.0051298218766164805
riemann_post,22,0,21,800,120,0.4958088235294118,0.4825980392156862,1.0181193770579242,-0.018119377057924213
riemann_post,22,1,6,865,131,0.5489319217089252,0.5404559352705036,0.9994602287274754,0.0005397712725245807
riemann_post,22,1,9,865,131,0.5150383759385985,0.48480562431100116,1.0136708140483246,-0.013670814048324598
riemann_post,22,1,18,908,136,0.5065814538250533,0.5158297775068577,1.0218716224908118,-0.02187162249081176
riemann_post,22,1,20,939,140,0.5169765778651886,0.5237573752905418,1.011630644169527,-0.011630644169527082
riemann_post,22,1,23,352,56,0.49336389961389965,0.47611003861003864,1.0155870542245642,-0.01558705422456419
riemann_post,22,1,24,96,16,0.45390624999999996,0.41875,1.0514904140632237,-0.051490414063223744
riemann_post,22,2,1,956,143,0.5113152530126701,0.5166223690208931,1.010821582945558,-0.010821582945558017
riemann_post,22,2,2,960,144,0.5241268382352942,0.5234885620915033,1.0070752225861392,-0.00707522258613924
riemann_post,22,2,4,960,145,0.49259149566321137,0.5008673577321768,1.0180657404512128,-0.018065740451212786
riemann_post,22,2,19,127,23,0.5785953177257525,0.5658444816053512,0.9837104110639798,0.016289588936020172
riemann_post,22,2,26,868,133,0.5206792491432664,0.49828141783029,1.0112843753558285,-0.011284375355828491
riemann_post,22,3,10,931,144,0.5012265283072145,0.5255982634476917,1.0150897854036516,-0.015089785403651579
riemann_post,22,3,14,869,129,0.49233186675047147,0.4881782945736434,1.0149326154386729,-0.014932615438672858
riemann_post,22,3,15,964,144,0.5258130081300812,0.5102642276422764,1.002714474876146,-0.002714474876146067
riemann_post,22,3,16,96,14,0.48519163763066203,0.5461672473867596,1.0134605525084306,-0.01346055250843059
riemann_post,22,3,17,330,50,0.5614285714285714,0.49428571428571433,0.9924262090290481,0.007573790970951899
riemann_post,22,4,7,977,150,0.49966142684401454,0.5153688029020557,1.0222289339913084,-0.02222893399130843
riemann_post,22,4,11,660,112,0.4759352189781022,0.47748305526590196,1.0203064881623383,-0.020306488162338265
riemann_post,22,4,12,1435,209,0.5032509346925076,0.495398737091877,1.01235628194486,-0.012356281944859937
riemann_post,22,4,22,925,136,0.47438119734585854,0.4855969954521733,1.0362695148600118,-0.03626951486001184
riemann_post,22,4,25,279,46,0.4867512595633514,0.48549169621197985,1.0066121331258877,-0.006612133125887709
riemann_post,33,0,0,686,109,0.4618956004642806,0.4878921342597745,1.0242358194786123,-0.024235819478612308
riemann_post,33,0,2,960,144,0.47640080337690627,0.485906862745098,1.0235151967230196,-0.023515196723019605
riemann_post,33,0,8,882,127,0.5200083433279449,0.5223444751525265,1.015214907338126,-0.015214907338126027
riemann_post,33,0,10,931,144,0.494802696597487,0.5102754835521672,1.0208941985124602,-0.020894198512460216
riemann_post,33,0,20,939,140,0.49546754872161636,0.4930180582871446,1.01530113534097,-0.015301135340969996
riemann_post,33,0,24,96,16,0.46953125,0.425,1.033397082333332,-0.03339708233333205
riemann_post,33,1,3,473,71,0.460093896713615,0.48370821946605,1.022661174749815,-0.022661174749815105
riemann_post,33,1,7,977,150,0.49368802902055625,0.48808141878274885,1.0214435157916713,-0.021443515791671253
riemann_post,33,1,14,869,129,0.5029331657238634,0.49707207207207205,1.0150477385670862,-0.015047738567086189
riemann_post,33,1,17,330,50,0.5845,0.5285714285714286,0.9812322186195421,0.01876778138045787
riemann_post,33,1,23,352,56,0.5024734555984556,0.5033783783783784,1.023607024827463,-0.023607024827462908
riemann_post,33,1,25,279,46,0.4847919387945512,0.45890091434969205,1.0046798015908527,-0.0046798015908526835
riemann_post,33,2,1,956,143,0.5373347439768105,0.5341736983803405,1.0032785293992723,-0.003278529399272312
riemann_post,33,2,11,660,112,0.5013360271115745,0.4881386861313869,1.009331755121611,-0.009331755121610996
riemann_post,33,2,15,964,144,0.5024644308943089,0.49266598915989157,1.0091778711330526,-0.009177871133052573
riemann_post,33,2,19,127,23,0.6404682274247492,0.5246655518394648,0.9635673196038441,0.03643268039615588
riemann_post,33,2,22,925,136,0.47521061656601804,0.4893992768209946,1.0313681439357456,-0.03136814393574561
riemann_post,33,3,5,757,115,0.4841663280509278,0.4877691995123933,1.0214847450206572,-0.021484745020657225
riemann_post,33,3,6,865,131,0.5358071427085717,0.5256203590074255,1.0028201337662748,-0.0028201337662747683
riemann_post,33,3,12,1435,209,0.4999960973172959,0.49083650101079485,1.0089162903758349,-0.008916290375834857
riemann_post,33,3,16,96,14,0.47822299651567945,0.49303135888501737,1.0201267232658568,-0.02012672326585685
riemann_post,33,3,18,908,136,0.4975140963121,0.47872218835720814,1.0225734891820721,-0.022573489182072137
riemann_post,33,4,4,960,145,0.47412735350116353,0.49826528453564634,1.0241072553233788,-0.024107255323378762
riemann_post,33,4,9,865,131,0.5348295442727292,0.5280643550970319,1.0036218308609288,-0.003621830860928821
riemann_post,33,4,13,913,139,0.5010782072016806,0.49516200992694215,1.0179230324154156,-0.017923032415415596
riemann_post,33,4,21,800,120,0.5099019607843138,0.4948529411764706,1.0114574159214986,-0.011457415921498626
riemann_post,33,4,26,868,133,0.5410362641297121,0.5293949158610812,1.0048542459626857,-0.004854245962685688
