packet,analysis_id,primary_or_secondary,representation,population_id,overlap_definition_hash,unit,model_base,model_augmented,readout_family,calibration,n_candidates,n_records,n_trials,n_bags,coverage_numerator,coverage_denominator,estimate,ci_lower,ci_upper,bootstrap_scope,raw_effect,capacity_control_margin,support_status,implementation_status,control_status,scientific_status,source_run,code_hash,descriptive_screen,notes
A2,pre_delta_cosine,secondary,R_RAND,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,cosine_difference,different_identity,matched_identity,matching,,49.0,,,,,,0.0091722017255139,-0.036508039240539,0.0553547157443682,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,MIXED,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,common_response_cosine,secondary,R_RAND,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,cosine_difference,different_identity,matched_identity,matching,,49.0,,,,,,0.304220436985086,0.2375119523460539,0.3677351859958265,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SUPPORTED_SIGNAL,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,post_delta_inner_product,secondary,R_RAND,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,projected_inner_product,different_identity,matched_identity,matching,,49.0,,,,,,7.771154180089579,0.8089244329758372,14.897974606033484,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SCALE_DIAGNOSTIC,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,post_minus_pre_inner_product,secondary,R_RAND,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,projected_inner_product,different_identity,matched_identity,matching,,49.0,,,,,,6.321581436226996,-5.143799183298734,17.698248060392864,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SCALE_DIAGNOSTIC,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,pre_delta_inner_product,secondary,R_RAND,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,projected_inner_product,different_identity,matched_identity,matching,,49.0,,,,,,1.4495727438625825,-7.469560960247105,10.394673792833084,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SCALE_DIAGNOSTIC,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,common_response_inner_product,secondary,R_RAND,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,projected_inner_product,different_identity,matched_identity,matching,,49.0,,,,,,21.082399617985946,15.612144592207253,27.100296419753136,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SCALE_DIAGNOSTIC,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,post_delta_cosine,secondary,R_SUP,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,cosine_difference,different_identity,matched_identity,matching,,49.0,,,,,,0.0565188859080203,0.0159126468814959,0.0982945593329628,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SUPPORTED_SIGNAL,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,post_minus_pre_cosine,secondary,R_SUP,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,cosine_difference,different_identity,matched_identity,matching,,49.0,,,,,,0.0631203953825984,0.0094644994626298,0.1173356162607597,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SUPPORTED_SIGNAL,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,pre_delta_cosine,secondary,R_SUP,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,cosine_difference,different_identity,matched_identity,matching,,49.0,,,,,,-0.006601509474578,-0.0444602385504746,0.0344792977169283,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,NEGATIVE_SCREEN,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,common_response_cosine,secondary,R_SUP,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,cosine_difference,different_identity,matched_identity,matching,,49.0,,,,,,0.3663614871089076,0.2912309108081082,0.4359701743975206,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SUPPORTED_SIGNAL,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,post_delta_inner_product,secondary,R_SUP,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,projected_inner_product,different_identity,matched_identity,matching,,49.0,,,,,,11.173026129145455,4.218304282971131,18.217659042178624,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SCALE_DIAGNOSTIC,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,post_minus_pre_inner_product,secondary,R_SUP,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,projected_inner_product,different_identity,matched_identity,matching,,49.0,,,,,,11.33051101526096,0.6915296803199004,22.20495838476343,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SCALE_DIAGNOSTIC,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,pre_delta_inner_product,secondary,R_SUP,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,projected_inner_product,different_identity,matched_identity,matching,,49.0,,,,,,-0.1574848861155028,-8.774063773320812,8.664795095265282,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SCALE_DIAGNOSTIC,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,common_response_inner_product,secondary,R_SUP,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,projected_inner_product,different_identity,matched_identity,matching,,49.0,,,,,,27.925357663062155,20.53856015859212,35.09335915502751,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SCALE_DIAGNOSTIC,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,post_delta_cosine,primary,R_SIM,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,cosine_difference,different_identity,matched_identity,matching,,49.0,,,,,,0.0153892995528579,-0.0305961865681659,0.0593237586491848,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,MIXED,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,post_minus_pre_cosine,secondary,R_SIM,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,cosine_difference,different_identity,matched_identity,matching,,49.0,,,,,,0.0047543225696051,-0.0481146300298942,0.0561656422406773,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,MIXED,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,pre_delta_cosine,secondary,R_SIM,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,cosine_difference,different_identity,matched_identity,matching,,49.0,,,,,,0.0106349769832528,-0.0242502542988572,0.0463774679976754,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,MIXED,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,common_response_cosine,secondary,R_SIM,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,cosine_difference,different_identity,matched_identity,matching,,49.0,,,,,,0.3697216313782003,0.3015292795180646,0.4351233174513417,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SUPPORTED_SIGNAL,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,post_delta_inner_product,secondary,R_SIM,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,projected_inner_product,different_identity,matched_identity,matching,,49.0,,,,,,1.0963103382867054,-3.0039412363202587,4.989915820539414,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SCALE_DIAGNOSTIC,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,post_minus_pre_inner_product,secondary,R_SIM,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,projected_inner_product,different_identity,matched_identity,matching,,49.0,,,,,,-0.4967338536674277,-5.65823683547145,4.368122173215376,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SCALE_DIAGNOSTIC,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,pre_delta_inner_product,secondary,R_SIM,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,projected_inner_product,different_identity,matched_identity,matching,,49.0,,,,,,1.5930441919541332,-2.511678955915446,5.727955702537996,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SCALE_DIAGNOSTIC,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,common_response_inner_product,secondary,R_SIM,common_Omega_equal_candidate,6376915de8d1886c07a30d411b98a912f9bb9ff33d2f31f7077ebaca76b50887,projected_inner_product,different_identity,matched_identity,matching,,49.0,,,,,,20.806227259594586,15.614317155572612,26.340156021774384,fixed_oof_no_refit; shared identity draws within original folds,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_core_001,ba5679e19c3d058ac1a8adfbe17b112cd58509f90ba46f55c4f59f993614f0ef,SCALE_DIAGNOSTIC,未由源聚合提供的记录/试次/覆盖计数保留空值；不从trial推算人数。
A2,residual_audit_Delta_inner_product,secondary,L0,common_Omega_equal_candidate,,projected_inner_product,,,fixed_background_ridge_audit,,49.0,,,,,,-5.566202544904247,-70.80494664155157,44.64697632366381,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,SCALE_DIAGNOSTIC,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_Delta_cosine,secondary,L0,common_Omega_equal_candidate,,cosine_difference,,,fixed_background_ridge_audit,,49.0,,,,,,0.0025168828362052,-0.0488507000525582,0.0497840469983276,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,MIXED,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_P_inner_product,secondary,L0,common_Omega_equal_candidate,,projected_inner_product,,,fixed_background_ridge_audit,,49.0,,,,,,13.067279004146798,3.256294529367636,21.51907022746302,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,SCALE_DIAGNOSTIC,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_P_cosine,secondary,L0,common_Omega_equal_candidate,,cosine_difference,,,fixed_background_ridge_audit,,49.0,,,,,,0.1407233545955431,0.0843444075623603,0.1986323876407884,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,SUPPORTED_SIGNAL,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_R_inner_product,secondary,L0,common_Omega_equal_candidate,,projected_inner_product,,,fixed_background_ridge_audit,,49.0,,,,,,-11.44425713369168,-86.62240300559158,42.50465480657331,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,SCALE_DIAGNOSTIC,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_R_cosine,secondary,L0,common_Omega_equal_candidate,,cosine_difference,,,fixed_background_ridge_audit,,49.0,,,,,,0.0136935311667107,-0.0318189035881499,0.0590033581082338,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,MIXED,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_Delta_inner_product,secondary,R_RAND,common_Omega_equal_candidate,,projected_inner_product,,,fixed_background_ridge_audit,,49.0,,,,,,7.771154180089579,0.8089244329758358,14.897974606033486,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,SCALE_DIAGNOSTIC,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_Delta_cosine,secondary,R_RAND,common_Omega_equal_candidate,,cosine_difference,,,fixed_background_ridge_audit,,49.0,,,,,,0.0421325580939893,-0.0040717483827635,0.0853205505884201,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,MIXED,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_P_inner_product,secondary,R_RAND,common_Omega_equal_candidate,,projected_inner_product,,,fixed_background_ridge_audit,,49.0,,,,,,2.3549191631016533,1.1708530026736603,3.6382318985208464,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,SCALE_DIAGNOSTIC,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_P_cosine,secondary,R_RAND,common_Omega_equal_candidate,,cosine_difference,,,fixed_background_ridge_audit,,49.0,,,,,,0.188395348621203,0.1151967467936708,0.2646715061058824,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,SUPPORTED_SIGNAL,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_R_inner_product,secondary,R_RAND,common_Omega_equal_candidate,,projected_inner_product,,,fixed_background_ridge_audit,,49.0,,,,,,11.381825774606355,3.901880701030585,19.039719587641944,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,SCALE_DIAGNOSTIC,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_R_cosine,secondary,R_RAND,common_Omega_equal_candidate,,cosine_difference,,,fixed_background_ridge_audit,,49.0,,,,,,0.0589493833038871,0.0141577825033399,0.1047889573233251,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,SUPPORTED_SIGNAL,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_Delta_inner_product,secondary,R_SUP,common_Omega_equal_candidate,,projected_inner_product,,,fixed_background_ridge_audit,,49.0,,,,,,11.173026129145455,4.218304282971131,18.217659042178624,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,SCALE_DIAGNOSTIC,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_Delta_cosine,secondary,R_SUP,common_Omega_equal_candidate,,cosine_difference,,,fixed_background_ridge_audit,,49.0,,,,,,0.0565188859080203,0.0159126468814959,0.0982945593329628,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,SUPPORTED_SIGNAL,仅诊断；恢复输出复用原20次ridge，没有新拟合。
A2,residual_audit_P_inner_product,secondary,R_SUP,common_Omega_equal_candidate,,projected_inner_product,,,fixed_background_ridge_audit,,49.0,,,,,,3.5016222156404675,2.0760487756712886,5.1215640533556535,fixed candidate identity draws within original folds; shared across quantities; no refits,,,SUFFICIENT_FOR_SCREEN,PASS,MISSING,NOT_EVALUABLE,A2_residual_recovered_001,298c016c2d315c555bb999919279f87267f77cbb8f9e24fba3e67894501d7d2d,SCALE_DIAGNOSTIC,仅诊断；恢复输出复用原20次ridge，没有新拟合。
