packet,analysis_id,representation,population_id,model,readout_family,calibration,metric,estimate,ci_lower,ci_upper,n_candidates,n_records,n_trials,n_bags,unit,aggregation,bootstrap_scope,source_run,code_hash,notes
G0,G0_within__,L0,P_bal,,,mixture_diagnostic,ce_bits,0.9952196366634584,0.991156956597764,0.9992176814468224,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SIM,P_bal,,,temperature,J_bits,0.0006158928469459646,-0.001806886015284892,0.0032102507429230265,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_within__,R_SIM,P_bal,,,temperature,bacc,0.5157157888620847,0.5033695017519826,0.5284275857349129,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SIM,P_bal,,,temperature,auroc,0.5259808305581303,0.5106239277227304,0.5426065397433746,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SIM,P_bal,,,temperature,brier_two_class_sum,0.4995714035245981,0.4977836931275005,0.5012452343725967,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SUP,P_bal,,,mixture_diagnostic,ce_bits,0.996238453595228,0.9908963918401058,1.0013131767810552,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SUP,P_bal,,,mixture_diagnostic,J_bits,0.003761546404771998,-0.0013131767810552475,0.009103608159894194,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_within__,R_SUP,P_bal,,,mixture_diagnostic,bacc,0.5262440246899021,0.5113489321123936,0.5414317168982237,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SUP,P_bal,,,mixture_diagnostic,auroc,0.5388965827568216,0.5208154047647451,0.5560888035243678,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SUP,P_bal,,,mixture_diagnostic,brier_two_class_sum,0.4974143516968285,0.4937711853422952,0.5008889459167443,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SUP,P_bal,,,raw,ce_bits,0.9979643519233168,0.9918951199268972,1.0038094048512634,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SUP,P_bal,,,raw,J_bits,0.0020356480766832163,-0.003809404851263354,0.008104880073102838,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_within__,R_SUP,P_bal,,,raw,bacc,0.5262440246899021,0.5113489321123936,0.5414317168982237,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SUP,P_bal,,,raw,auroc,0.5388965827568216,0.5208154047647451,0.5560888035243678,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SUP,P_bal,,,raw,brier_two_class_sum,0.4985845563644411,0.4944815355277989,0.5025751538160382,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SUP,P_bal,,,temperature,ce_bits,0.996238453595228,0.9908963918401058,1.0013131767810552,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SUP,P_bal,,,temperature,J_bits,0.003761546404771998,-0.0013131767810552475,0.009103608159894194,57.0,,15976.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_within__,R_SUP,P_bal,,,temperature,bacc,0.5262440246899021,0.5113489321123936,0.5414317168982237,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SUP,P_bal,,,temperature,auroc,0.5388965827568216,0.5208154047647451,0.5560888035243678,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_within__,R_SUP,P_bal,,,temperature,brier_two_class_sum,0.4974143516968285,0.4937711853422952,0.5008889459167443,57.0,,15976.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_bridge__causal,,P_bal,,,mixture_diagnostic,ce_bits,0.997761941777124,0.99598746785709,0.999479295126224,59.0,,38409.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_bridge__causal,,P_bal,,,mixture_diagnostic,J_bits,0.002238058222876038,0.000520704873775979,0.004012532142909975,59.0,,38409.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001 P_bal二分类先验CE=1，J及区间仅精确代数变换；无新bootstrap/fit。
G0,G0_bridge__causal,,P_bal,,,mixture_diagnostic,bacc,0.5279141276085417,0.5187634635012316,0.5370964688933926,59.0,,38409.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_bridge__causal,,P_bal,,,mixture_diagnostic,auroc,0.5376121222404483,0.5245200181903087,0.5509534710880938,59.0,,38409.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_bridge__causal,,P_bal,,,mixture_diagnostic,brier_two_class_sum,0.4984442800124504,0.4972184747995673,0.499624066838863,59.0,,38409.0,,unitless,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
G0,G0_bridge__causal,,P_bal,,,raw,ce_bits,0.9978213678165444,0.9963712129289009,0.9992031525577276,59.0,,38409.0,,bits/trial,macro candidate mean,fixed OOF candidate bootstrap; no refit,G0_readouts_001,c55a5c6bb34c52931e03b25a9988475bdd752e5d5e45a55785555cb68eb969cc,补充表从固定外预测计算；保留原packet与source_run，未重拟合。 补充派生来源=metrics_001
