model,seed,fold,partition,train_block,child,n_records,n,n_class1,auc,bacc,ce_bal_bits,j_bits
adapt_finetuned,11,4,odd_even_blocks,0,34,1,245,44,0.6344414292175486,0.6213251922207146,0.9776784181594849,0.022321581840515137
adapt_zero_shot,11,4,odd_even_blocks,0,38,2,234,50,0.47315217391304343,0.4970652173913043,1.0114085674285889,-0.011408567428588867
adapt_finetuned,11,4,odd_even_blocks,0,38,2,234,50,0.47157608695652176,0.49434782608695654,1.0117155313491821,-0.011715531349182129
adapt_zero_shot,22,0,odd_even_blocks,0,4,1,335,52,0.5511348192443598,0.5460383256319652,0.9972074627876282,0.002792537212371826
adapt_finetuned,22,0,odd_even_blocks,0,4,1,335,52,0.5504892633867898,0.5442715411796684,0.9973025321960449,0.002697467803955078
adapt_zero_shot,22,0,odd_even_blocks,0,16,1,283,54,0.5885492479378943,0.5633592107391234,0.9869365692138672,0.013063430786132812
adapt_finetuned,22,0,odd_even_blocks,0,16,1,283,54,0.5888727155102701,0.5546255862849749,0.9870733022689819,0.012926697731018066
adapt_zero_shot,22,0,odd_even_blocks,0,21,2,267,44,0.5286384019567876,0.5003567060741949,1.0005074739456177,-0.0005074739456176758
adapt_finetuned,22,0,odd_even_blocks,0,21,2,267,44,0.5304728903383611,0.5072360375050958,1.000471830368042,-0.0004718303680419922
adapt_zero_shot,22,1,odd_even_blocks,0,2,1,297,50,0.4521457489878542,0.47578947368421054,1.0144596099853516,-0.014459609985351562
adapt_finetuned,22,1,odd_even_blocks,0,2,1,297,50,0.46607287449392715,0.485668016194332,1.0160794258117676,-0.016079425811767578
adapt_zero_shot,22,1,odd_even_blocks,0,3,1,297,53,0.5243968450355707,0.5071141354778843,0.9993642568588257,0.0006357431411743164
adapt_finetuned,22,1,odd_even_blocks,0,3,1,297,53,0.515774822146613,0.5198345190225797,1.0005717277526855,-0.0005717277526855469
adapt_zero_shot,22,1,odd_even_blocks,0,27,2,249,54,0.5056980056980056,0.4891737891737892,1.0066688060760498,-0.006668806076049805
adapt_finetuned,22,1,odd_even_blocks,0,27,2,249,54,0.516951566951567,0.4891737891737892,1.004110336303711,-0.0041103363037109375
adapt_zero_shot,22,1,odd_even_blocks,0,28,2,297,55,0.45120210368144253,0.4698347107438017,1.0186741352081299,-0.018674135208129883
adapt_finetuned,22,1,odd_even_blocks,0,28,2,297,55,0.43497370398196844,0.4880165289256198,1.02218496799469,-0.02218496799468994
adapt_zero_shot,22,1,odd_even_blocks,0,32,1,299,65,0.4090072320841552,0.42008547008547015,1.0254857540130615,-0.025485754013061523
adapt_finetuned,22,1,odd_even_blocks,0,32,1,299,65,0.4073635765943458,0.42649572649572653,1.0243315696716309,-0.02433156967163086
adapt_zero_shot,22,1,odd_even_blocks,0,39,2,273,54,0.6241332656857771,0.5895484525621512,0.9752379059791565,0.024762094020843506
adapt_finetuned,22,1,odd_even_blocks,0,39,2,273,54,0.6273042448841536,0.5683663115169965,0.9745416641235352,0.025458335876464844
adapt_zero_shot,22,2,odd_even_blocks,0,0,1,275,42,0.6209380748007357,0.563713468219906,0.9840295314788818,0.015970468521118164
adapt_finetuned,22,2,odd_even_blocks,0,0,1,275,42,0.6207337012058042,0.563713468219906,0.983718991279602,0.01628100872039795
adapt_zero_shot,22,2,odd_even_blocks,0,10,6,663,131,0.5126054640417839,0.5155254548585204,1.018455982208252,-0.018455982208251953
adapt_finetuned,22,2,odd_even_blocks,0,10,6,663,131,0.5012483498823395,0.5046705504218562,1.0139751434326172,-0.013975143432617188
adapt_zero_shot,22,2,odd_even_blocks,0,11,9,704,119,0.5292824822236587,0.5229045464339582,0.9997073411941528,0.00029265880584716797
adapt_finetuned,22,2,odd_even_blocks,0,11,9,704,119,0.5339941104646987,0.5262443438914027,0.9979873299598694,0.0020126700401306152
adapt_zero_shot,22,2,odd_even_blocks,0,23,3,379,71,0.39967075178342787,0.41204042436436805,1.0314936637878418,-0.0314936637878418
adapt_finetuned,22,2,odd_even_blocks,0,23,3,379,71,0.41691055423449785,0.41258917139198825,1.0272150039672852,-0.027215003967285156
adapt_zero_shot,22,2,odd_even_blocks,0,34,1,245,44,0.568407960199005,0.5357304387155133,0.9843130111694336,0.015686988830566406
adapt_finetuned,22,2,odd_even_blocks,0,34,1,245,44,0.5750791497060154,0.5343170511080959,0.9820473194122314,0.017952680587768555
adapt_zero_shot,22,2,odd_even_blocks,0,37,2,295,52,0.48559670781893005,0.47693099081987966,1.013693928718567,-0.013693928718566895
adapt_finetuned,22,2,odd_even_blocks,0,37,2,295,52,0.4872190566635011,0.48448876226654003,1.012123942375183,-0.012123942375183105
adapt_zero_shot,22,2,odd_even_blocks,0,38,2,234,50,0.5197282608695653,0.5298913043478262,1.0028190612792969,-0.002819061279296875
adapt_finetuned,22,2,odd_even_blocks,0,38,2,234,50,0.5227717391304347,0.5353260869565217,1.0027581453323364,-0.0027581453323364258
adapt_zero_shot,22,2,odd_even_blocks,0,43,2,288,50,0.43911764705882356,0.4395798319327731,1.0436241626739502,-0.043624162673950195
adapt_finetuned,22,2,odd_even_blocks,0,43,2,288,50,0.443781512605042,0.4542857142857143,1.0336225032806396,-0.03362250328063965
adapt_zero_shot,22,3,odd_even_blocks,0,13,1,281,60,0.49649321266968327,0.49113876319758676,1.0040584802627563,-0.004058480262756348
adapt_finetuned,22,3,odd_even_blocks,0,13,1,281,60,0.498868778280543,0.49947209653092006,1.0049999952316284,-0.004999995231628418
adapt_zero_shot,22,3,odd_even_blocks,0,31,1,281,62,0.5076962733834143,0.49141994402710265,0.9991472959518433,0.0008527040481567383
adapt_finetuned,22,3,odd_even_blocks,0,31,1,281,62,0.4859331271173957,0.4923405508911475,1.002992868423462,-0.002992868423461914
adapt_zero_shot,22,3,odd_even_blocks,0,33,2,301,60,0.4723374827109267,0.4923236514522822,1.0096664428710938,-0.00966644287109375
adapt_finetuned,22,3,odd_even_blocks,0,33,2,301,60,0.47264868603042876,0.46739280774550485,1.0146969556808472,-0.014696955680847168
adapt_zero_shot,22,3,odd_even_blocks,0,40,1,307,57,0.47449122807017546,0.4572982456140351,1.0132532119750977,-0.013253211975097656
adapt_finetuned,22,3,odd_even_blocks,0,40,1,307,57,0.4705964912280702,0.46575438596491225,1.0131075382232666,-0.013107538223266602
adapt_zero_shot,22,4,odd_even_blocks,0,12,1,302,68,0.5497737556561086,0.5339994972347913,1.0291945934295654,-0.02919459342956543
adapt_finetuned,22,4,odd_even_blocks,0,12,1,302,68,0.5514391654097537,0.5629084967320261,1.0232069492340088,-0.02320694923400879
adapt_zero_shot,22,4,odd_even_blocks,0,15,1,257,44,0.5279556124626547,0.5239009816474605,1.0068795680999756,-0.006879568099975586
adapt_finetuned,22,4,odd_even_blocks,0,15,1,257,44,0.5284357661118225,0.5399594536918481,1.0066559314727783,-0.00665593147277832
adapt_zero_shot,22,4,odd_even_blocks,0,19,1,321,68,0.5685596372936527,0.5476923971169496,1.0087108612060547,-0.008710861206054688
adapt_finetuned,22,4,odd_even_blocks,0,19,1,321,68,0.5649558242269239,0.5589979074633806,1.0185983180999756,-0.018598318099975586
adapt_zero_shot,22,4,odd_even_blocks,0,26,1,206,43,0.7202168640319588,0.6356113568269368,0.9440950155258179,0.05590498447418213
adapt_finetuned,22,4,odd_even_blocks,0,26,1,206,43,0.6899700385219004,0.6314024825224711,0.9478219747543335,0.052178025245666504
adapt_zero_shot,22,4,odd_even_blocks,0,30,1,282,54,0.4792478882391163,0.49171539961013644,1.1316866874694824,-0.13168668746948242
adapt_finetuned,22,4,odd_even_blocks,0,30,1,282,54,0.49078135152696556,0.4790448343079922,1.0692005157470703,-0.06920051574707031
adapt_zero_shot,33,0,odd_even_blocks,0,3,1,297,53,0.5933730281472317,0.553935972780699,0.989879846572876,0.010120153427124023
adapt_finetuned,33,0,odd_even_blocks,0,3,1,297,53,0.6062480668110115,0.5875734611815651,0.9801880121231079,0.01981198787689209
adapt_zero_shot,33,0,odd_even_blocks,0,4,1,335,52,0.5303751019298723,0.5022764338135364,1.0430142879486084,-0.0430142879486084
adapt_finetuned,33,0,odd_even_blocks,0,4,1,335,52,0.5234778472410981,0.4979614025550422,1.0402191877365112,-0.04021918773651123
adapt_zero_shot,33,0,odd_even_blocks,0,16,1,283,54,0.5648956817079087,0.5430211871259906,1.0039422512054443,-0.003942251205444336
adapt_finetuned,33,0,odd_even_blocks,0,16,1,283,54,0.5691816270418891,0.5561216238072133,1.0078842639923096,-0.00788426399230957
adapt_zero_shot,33,0,odd_even_blocks,0,19,1,321,68,0.4410892815624273,0.4736979772146013,1.1007835865020752,-0.1007835865020752
adapt_finetuned,33,0,odd_even_blocks,0,19,1,321,68,0.4426877470355731,0.46294466403162055,1.1068706512451172,-0.10687065124511719
adapt_zero_shot,33,0,odd_even_blocks,0,32,1,299,65,0.5152531229454307,0.4935897435897436,1.0766886472702026,-0.07668864727020264
adapt_finetuned,33,0,odd_even_blocks,0,32,1,299,65,0.5177514792899408,0.4867521367521368,1.078006625175476,-0.07800662517547607
adapt_zero_shot,33,0,odd_even_blocks,0,33,2,301,60,0.5245850622406638,0.565179806362379,1.0766054391860962,-0.07660543918609619
adapt_finetuned,33,0,odd_even_blocks,0,33,2,301,60,0.5267634854771784,0.5506224066390042,1.0604538917541504,-0.06045389175415039
adapt_zero_shot,33,1,odd_even_blocks,0,0,1,275,42,0.42453505007153075,0.4272940936031065,1.0141921043395996,-0.01419210433959961
adapt_finetuned,33,1,odd_even_blocks,0,0,1,275,42,0.4309217249131412,0.45774575924790517,1.0207185745239258,-0.02071857452392578
adapt_zero_shot,33,1,odd_even_blocks,0,15,1,257,44,0.46446862996158766,0.44643619291506614,1.013791799545288,-0.013791799545288086
adapt_finetuned,33,1,odd_even_blocks,0,15,1,257,44,0.46756295347844645,0.46052069995731965,1.0151780843734741,-0.015178084373474121
adapt_zero_shot,33,1,odd_even_blocks,0,37,2,295,52,0.45125039569484016,0.47226179170623617,1.0336805582046509,-0.03368055820465088
adapt_finetuned,33,1,odd_even_blocks,0,37,2,295,52,0.45457423235201017,0.46600981323203544,1.0258798599243164,-0.025879859924316406
adapt_zero_shot,33,1,odd_even_blocks,0,39,2,273,54,0.5482411635379671,0.5403348554033486,0.9978688359260559,0.002131164073944092
adapt_finetuned,33,1,odd_even_blocks,0,39,2,273,54,0.5503974293928633,0.5539066463723998,0.9986891150474548,0.001310884952545166
adapt_zero_shot,33,2,odd_even_blocks,0,2,1,297,50,0.43283400809716605,0.4388663967611336,1.055510401725769,-0.05551040172576904
adapt_finetuned,33,2,odd_even_blocks,0,2,1,297,50,0.4395141700404858,0.4708906882591093,1.0568089485168457,-0.0568089485168457
adapt_zero_shot,33,2,odd_even_blocks,0,13,1,281,60,0.49720965309200604,0.48695324283559577,1.0084140300750732,-0.008414030075073242
adapt_finetuned,33,2,odd_even_blocks,0,13,1,281,60,0.5061463046757164,0.47635746606334844,1.010343313217163,-0.010343313217163086
adapt_zero_shot,33,2,odd_even_blocks,0,28,2,297,55,0.516679188580015,0.5260330578512397,1.0125439167022705,-0.012543916702270508
adapt_finetuned,33,2,odd_even_blocks,0,28,2,297,55,0.5167543200601052,0.528099173553719,1.0129159688949585,-0.012915968894958496
adapt_zero_shot,33,2,odd_even_blocks,0,31,1,281,62,0.5428634555899248,0.537376638680218,1.0006091594696045,-0.0006091594696044922
adapt_finetuned,33,2,odd_even_blocks,0,31,1,281,62,0.5350198851082634,0.539659743703049,1.0083271265029907,-0.008327126502990723
adapt_zero_shot,33,2,odd_even_blocks,0,34,1,245,44,0.5690863862505654,0.5300203527815468,1.0245147943496704,-0.02451479434967041
adapt_finetuned,33,2,odd_even_blocks,0,34,1,245,44,0.5727046585255541,0.541044776119403,0.9997338056564331,0.00026619434356689453
adapt_zero_shot,33,3,odd_even_blocks,0,10,6,663,131,0.47766601618550186,0.49279687769040925,1.05191969871521,-0.05191969871520996
adapt_finetuned,33,3,odd_even_blocks,0,10,6,663,131,0.48353469551741957,0.5047279458187452,1.014337182044983,-0.01433718204498291
adapt_zero_shot,33,3,odd_even_blocks,0,23,3,379,71,0.5683190049387232,0.5440598134260106,0.9896289706230164,0.010371029376983643
adapt_finetuned,33,3,odd_even_blocks,0,23,3,379,71,0.5747896469727456,0.5554920431680995,0.9851062297821045,0.014893770217895508
adapt_zero_shot,33,3,odd_even_blocks,0,26,1,206,43,0.5342416892566699,0.5,1.0490155220031738,-0.04901552200317383
adapt_finetuned,33,3,odd_even_blocks,0,26,1,206,43,0.5749750321015837,0.5,1.0271434783935547,-0.027143478393554688
adapt_zero_shot,33,3,odd_even_blocks,0,27,2,249,54,0.5864197530864198,0.5821937321937323,0.9917538166046143,0.008246183395385742
adapt_finetuned,33,3,odd_even_blocks,0,27,2,249,54,0.6048433048433048,0.5816239316239316,0.9868110418319702,0.013188958168029785
adapt_zero_shot,33,3,odd_even_blocks,0,38,2,234,50,0.45375,0.4544565217391304,1.021308183670044,-0.021308183670043945
adapt_finetuned,33,3,odd_even_blocks,0,38,2,234,50,0.45505434782608695,0.44630434782608697,1.0220471620559692,-0.02204716205596924
adapt_zero_shot,33,3,odd_even_blocks,0,40,1,307,57,0.4717894736842105,0.47992982456140354,1.0190598964691162,-0.01905989646911621
adapt_finetuned,33,3,odd_even_blocks,0,40,1,307,57,0.4624561403508772,0.4771578947368421,1.019038438796997,-0.01903843879699707
adapt_zero_shot,33,4,odd_even_blocks,0,11,9,704,119,0.5255763843999137,0.5397830927242692,1.0192575454711914,-0.019257545471191406
adapt_finetuned,33,4,odd_even_blocks,0,11,9,704,119,0.5137183078359548,0.5302305537599655,1.0143498182296753,-0.014349818229675293
adapt_zero_shot,33,4,odd_even_blocks,0,12,1,302,68,0.5352878330819508,0.5277777777777778,1.0088958740234375,-0.0088958740234375
adapt_finetuned,33,4,odd_even_blocks,0,12,1,302,68,0.540629713423831,0.541289592760181,1.005587100982666,-0.005587100982666016
adapt_zero_shot,33,4,odd_even_blocks,0,21,2,267,44,0.6538422339991847,0.5984508764777823,0.9550312757492065,0.04496872425079346
adapt_finetuned,33,4,odd_even_blocks,0,21,2,267,44,0.6539951080309825,0.5917244190786792,0.9549078941345215,0.045092105865478516
adapt_zero_shot,33,4,odd_even_blocks,0,30,1,282,54,0.5152696556205328,0.5141325536062378,1.0123413801193237,-0.01234138011932373
adapt_finetuned,33,4,odd_even_blocks,0,30,1,282,54,0.5167316439246263,0.5282651072124757,1.0092761516571045,-0.009276151657104492
adapt_zero_shot,33,4,odd_even_blocks,0,43,2,288,50,0.509453781512605,0.5431932773109244,1.0175093412399292,-0.0175093412399292
adapt_finetuned,33,4,odd_even_blocks,0,43,2,288,50,0.5121428571428572,0.5226890756302521,1.0131306648254395,-0.013130664825439453
