model,seed,fold,child,n,n_class1,auc,bacc,ce_bal_bits,j_bits
riemann_post,11,4,38,757,161,0.4947684355329525,0.49693088498895327,1.0187802224710143,-0.018780222471014296
riemann_post,22,0,4,991,149,0.4819939740789747,0.5142477960751806,1.0119252707162874,-0.01192527071628735
riemann_post,22,0,6,938,139,0.4957365771963155,0.504925221274795,1.0172176555333876,-0.01721765553338761
riemann_post,22,0,8,154,22,0.45488980716253447,0.49242424242424243,1.0193819956349928,-0.019381995634992766
riemann_post,22,0,16,842,164,0.4812756313403841,0.4954223325419095,1.0153268848067165,-0.015326884806716512
riemann_post,22,0,21,813,163,0.5099103350637093,0.523898065125059,1.0091961867625692,-0.00919618676256917
riemann_post,22,0,25,354,66,0.5143623737373737,0.49921085858585856,1.0017529452353846,-0.0017529452353846064
riemann_post,22,0,29,319,62,0.4757750721727124,0.5081900338897954,1.020236742864554,-0.020236742864554014
riemann_post,22,0,36,460,86,0.49521203830369354,0.49766820047257804,1.0136210671436912,-0.013621067143691157
riemann_post,22,0,42,573,112,0.49029671521537027,0.4911101642392315,1.0040367883164383,-0.004036788316438278
riemann_post,22,1,1,51,7,0.36363636363636365,0.3847402597402597,1.0188407037960054,-0.018840703796005442
riemann_post,22,1,2,933,140,0.4873626373626374,0.5016258331832102,1.0324801321112749,-0.03248013211127487
riemann_post,22,1,3,950,141,0.49050136320998694,0.5056895387879266,1.0211993264648056,-0.0211993264648056
riemann_post,22,1,9,798,124,0.4448765195749976,0.450512108739351,1.0148389597034075,-0.01483895970340754
riemann_post,22,1,18,421,85,0.47100840336134453,0.46664915966386555,1.016275343301075,-0.01627534330107494
riemann_post,22,1,27,694,137,0.5129670156862232,0.5098219082939103,1.0083284145145557,-0.008328414514555682
riemann_post,22,1,28,929,183,0.47927013287625075,0.47435136758522684,1.0166870496423048,-0.01668704964230483
riemann_post,22,1,32,937,190,0.5111111111111111,0.5041393644754456,1.012109909909075,-0.0121099099090749
riemann_post,22,1,39,836,149,0.5264304485019,0.5056807635571448,1.006733205417335,-0.00673320541733502
riemann_post,22,2,0,937,138,0.5250222198037402,0.5193176252924852,1.0064657974325983,-0.006465797432598341
riemann_post,22,2,10,2092,417,0.519722252049107,0.502229857904721,1.0001247456216893,-0.00012474562168929282
riemann_post,22,2,11,2227,437,0.49516510489242294,0.4905226084399729,1.0051688240461907,-0.005168824046190679
riemann_post,22,2,14,161,30,0.4592875318066157,0.49770992366412214,1.014569384895667,-0.014569384895666948
riemann_post,22,2,23,1263,233,0.5111337972415517,0.506000250010417,1.009687706681675,-0.009687706681674957
riemann_post,22,2,34,742,161,0.5311040078682074,0.5318790690713163,0.9989848884546473,0.0010151115453527204
riemann_post,22,2,37,961,185,0.48841599331290053,0.5007801616049039,1.0058514030381303,-0.005851403038130254
riemann_post,22,2,38,757,161,0.4673079328025345,0.4639626495477094,1.0258098222400944,-0.025809822240094427
riemann_post,22,2,43,903,171,0.49626913367206726,0.49865784680279934,1.0071172002809585,-0.007117200280958524
riemann_post,22,3,5,715,111,0.49715112463456834,0.49797148141519,1.0037138473525107,-0.0037138473525106797
riemann_post,22,3,13,815,163,0.5342598517068765,0.526840490797546,0.9996825679883938,0.00031743201160616685
riemann_post,22,3,17,282,45,0.45569620253164556,0.4732770745428973,1.0285493190647677,-0.028549319064767653
riemann_post,22,3,20,48,8,0.59375,0.6625,0.990325093059071,0.009674906940928985
riemann_post,22,3,31,872,169,0.534412955465587,0.5249648589729561,0.9997491528498206,0.00025084715017942294
riemann_post,22,3,33,943,199,0.49775085102934025,0.5043091803101529,1.0232113545878634,-0.023211354587863386
riemann_post,22,3,35,682,137,0.5305966651041318,0.5311792673943615,1.0003611760217503,-0.00036117602175034236
riemann_post,22,3,40,945,190,0.49474381317532246,0.48513419309864064,1.0021890040286134,-0.0021890040286134393
riemann_post,22,3,41,120,18,0.3687363834422658,0.380718954248366,1.0279343819716127,-0.027934381971612687
riemann_post,22,4,7,94,14,0.5214285714285715,0.6,1.009422248491178,-0.009422248491177898
riemann_post,22,4,12,921,184,0.5006563034629226,0.5057887440269011,1.005312368081436,-0.005312368081435981
riemann_post,22,4,15,735,145,0.5541203974284045,0.5452074810052601,0.9960574246147818,0.00394257538521825
riemann_post,22,4,19,964,191,0.5195369912559349,0.5142031792905861,1.0048884975970271,-0.004888497597027142
riemann_post,22,4,22,705,136,0.4655484337847617,0.47387702884317173,1.0254079850545597,-0.025407985054559656
riemann_post,22,4,24,608,112,0.5291798675115207,0.5205933179723502,1.004025799740304,-0.004025799740303926
riemann_post,22,4,26,632,118,0.5519191452878718,0.5493965574094837,0.995552939541138,0.004447060458862007
riemann_post,22,4,30,863,169,0.5034189928891769,0.5241972613952219,1.005024762213941,-0.005024762213940992
riemann_post,33,0,3,950,141,0.5207374483865029,0.5056807721642165,1.0167079876589384,-0.01670798765893844
riemann_post,33,0,4,991,149,0.4730029173109726,0.4907299654067496,1.0153688366117395,-0.01536883661173949
riemann_post,33,0,9,798,124,0.5246003637407868,0.5251268306690916,0.9991630973987005,0.0008369026012995384
riemann_post,33,0,16,842,164,0.4973829052449817,0.4952784372976473,1.0096011747345721,-0.009601174734572115
riemann_post,33,0,19,964,191,0.5188122701381034,0.5162655865838542,1.002979806629293,-0.0029798066292929803
riemann_post,33,0,24,608,112,0.5323120679723503,0.5129608294930876,1.0032846905638664,-0.003284690563866377
riemann_post,33,0,32,937,190,0.5369971112520256,0.5285387162685831,0.9998403738275206,0.00015962617247944344
riemann_post,33,0,33,943,199,0.5153455449289458,0.5240888582698439,1.0146616727368296,-0.014661672736829612
riemann_post,33,0,41,120,18,0.4286492374727669,0.4362745098039216,1.0212595347271247,-0.021259534727124718
riemann_post,33,1,0,937,138,0.5047976637463496,0.5267907347953057,1.0195765788679303,-0.019576578867930294
riemann_post,33,1,1,51,7,0.48051948051948046,0.47564935064935066,1.0163564157583773,-0.01635641575837732
riemann_post,33,1,5,715,111,0.5338881928285902,0.5155494898872383,0.9984882883135955,0.0015117116864045155
riemann_post,33,1,6,938,139,0.5033540126597095,0.49946425838052966,1.014125426462984,-0.014125426462983981
riemann_post,33,1,7,94,14,0.48125000000000007,0.3982142857142857,1.017675014973674,-0.017675014973673964
riemann_post,33,1,15,735,145,0.5176154295733489,0.5186440677966102,1.002172066312474,-0.002172066312474019
riemann_post,33,1,35,682,137,0.5444719748208665,0.5106542556753499,0.9994205270603398,0.0005794729396602083
riemann_post,33,1,37,961,185,0.5305307885204792,0.5129179437169128,1.0001953251337072,-0.00019532513370723592
riemann_post,33,1,39,836,149,0.5366782919609625,0.5312319881207077,1.002387027429701,-0.002387027429701094
riemann_post,33,2,2,933,140,0.48778598450729593,0.497216717708521,1.0309942393528462,-0.030994239352846176
riemann_post,33,2,8,154,22,0.5488980716253444,0.5416666666666667,0.9948459089278938,0.005154091072106182
riemann_post,33,2,13,815,163,0.5179720727163235,0.5053680981595092,1.003274871130438,-0.0032748711304380063
riemann_post,33,2,17,282,45,0.42972339428035633,0.42630098452883264,1.0387042953310601,-0.03870429533106012
riemann_post,33,2,25,354,66,0.5439814814814815,0.5160984848484849,0.9971775804018546,0.0028224195981454425
riemann_post,33,2,28,929,183,0.4995751475995839,0.4926053707203446,1.0115539401932334,-0.011553940193233414
riemann_post,33,2,29,319,62,0.4807330237228568,0.5015375925693486,1.0171819047170847,-0.017181904717084695
riemann_post,33,2,31,872,169,0.5296236753726633,0.5261306151994412,1.0008318548873625,-0.000831854887362482
riemann_post,33,2,34,742,161,0.49193401823799193,0.5060989298810147,1.0064472491571888,-0.00644724915718875
riemann_post,33,3,10,2092,417,0.5481842585632986,0.5095593972583128,0.997549050679881,0.0024509493201190224
riemann_post,33,3,14,161,30,0.4748091603053435,0.49351145038167943,1.013721236567721,-0.013721236567721062
riemann_post,33,3,18,421,85,0.45070028011204477,0.44156162464985993,1.0208863047466485,-0.020886304746648543
riemann_post,33,3,23,1263,233,0.47795324805200223,0.4880890870452935,1.0171115599279006,-0.017111559927900588
riemann_post,33,3,26,632,118,0.5567499835124975,0.5326617423992613,0.9938036504003444,0.006196349599655648
riemann_post,33,3,27,694,137,0.49716285103985114,0.4900732547930126,1.0090999360735982,-0.009099936073598158
riemann_post,33,3,38,757,161,0.473727541789987,0.48115282004251947,1.026385293220541,-0.026385293220541062
riemann_post,33,3,40,945,190,0.48987800627396305,0.49590449634018824,1.0059260117172983,-0.005926011717298341
riemann_post,33,3,42,573,112,0.4939378679888441,0.49840215370312985,1.0022519837449024,-0.0022519837449024305
riemann_post,33,4,11,2227,437,0.49963693542819887,0.4991971670736228,1.0035816823410044,-0.003581682341004422
riemann_post,33,4,12,921,184,0.523693292431125,0.5241320571057755,1.0007265485658148,-0.0007265485658147774
riemann_post,33,4,20,48,8,0.584375,0.6,0.9907487262223323,0.009251273777667657
riemann_post,33,4,21,813,163,0.514695611137329,0.5254554034922133,1.0074786698897615,-0.007478669889761536
riemann_post,33,4,22,705,136,0.49112219580274996,0.4968145869947276,1.0234839509002795,-0.02348395090027955
riemann_post,33,4,30,863,169,0.5050048599150794,0.5089439489794179,1.0043094470225544,-0.004309447022554425
riemann_post,33,4,36,460,86,0.5301268498942917,0.5020830742444969,1.0032793297023,-0.003279329702299938
riemann_post,33,4,43,903,171,0.49826638545361585,0.4930495638002109,1.0073432604603414,-0.007343260460341394
